"","huc12","crop","crop_name","acres"
"569",170701020308,52,"Lentils",2.001546
"570",170701020308,53,"Peas",303.123022
"571",170701020308,57,"Herbs",0.222394
"572",170701020308,59,"Sod/Grass Seed",0.222394
"573",170701020308,61,"Fallow/Idle Cropland",513.507746
"574",170701020308,66,"Cherries",0.222394
"575",170701020308,68,"Apples",90.736752
"576",170701020308,69,"Grapes",1.334364
"577",170701020308,71,"Other Tree Crops",5.55985
"578",170701020308,77,"Pears",42.25486
"579",170701020308,121,"Developed/Open Space",547.08924
"580",170701020308,122,"Developed/Low Intensity",259.533798
"581",170701020308,123,"Developed/Med Intensity",53.819348
"582",170701020308,124,"Developed/High Intensity",7.78379
"583",170701020308,141,"Deciduous Forest",0.444788
"584",170701020308,142,"Evergreen Forest",441.674484
"585",170701020308,143,"Mixed Forest",0.667182
"586",170701020308,152,"Shrubland",193.927568
"587",170701020308,176,"Grassland/Pasture",3303.440476
"588",170701020308,190,"Woody Wetlands",1.556758
"589",170701020308,195,"Herbaceous Wetlands",44.701194
"590",170701020401,21,"Barley",223.728364
"591",170701020401,23,"Spring Wheat",3339.24591
"592",170701020401,24,"Winter Wheat",7476.88628
"593",170701020401,28,"Oats",0.667182
"594",170701020401,31,"Canola",0.889576
"595",170701020401,35,"Mustard",0.222394
"596",170701020401,36,"Alfalfa",102.968422
"597",170701020401,37,"Other Hay/Non Alfalfa",79.172264
"598",170701020401,42,"Dry Beans",42.032466
"599",170701020401,53,"Peas",2522.170354
"600",170701020401,61,"Fallow/Idle Cropland",960.519686
"601",170701020401,66,"Cherries",0.444788
"602",170701020401,68,"Apples",8.006184
"603",170701020401,69,"Grapes",1.779152
"604",170701020401,121,"Developed/Open Space",730.119502
"605",170701020401,122,"Developed/Low Intensity",134.54837
"606",170701020401,123,"Developed/Med Intensity",48.481892
"607",170701020401,124,"Developed/High Intensity",6.227032
"608",170701020401,141,"Deciduous Forest",1.334364
"609",170701020401,142,"Evergreen Forest",539.083056
"610",170701020401,143,"Mixed Forest",87.400842
"611",170701020401,152,"Shrubland",354.496036
"612",170701020401,176,"Grassland/Pasture",2839.526592
"613",170701020401,190,"Woody Wetlands",2.001546
"614",170701020401,195,"Herbaceous Wetlands",12.454064
"615",170701020401,205,"Triticale",0.667182
"616",170701020402,21,"Barley",197.93066
"617",170701020402,23,"Spring Wheat",1239.401762
"618",170701020402,24,"Winter Wheat",8250.372612
"619",170701020402,28,"Oats",0.222394
"620",170701020402,31,"Canola",61.15835
"621",170701020402,35,"Mustard",2.446334
"622",170701020402,36,"Alfalfa",11.786882
"623",170701020402,37,"Other Hay/Non Alfalfa",46.035558
"624",170701020402,42,"Dry Beans",398.307654
"625",170701020402,52,"Lentils",0.667182
"626",170701020402,53,"Peas",1452.010426
"627",170701020402,59,"Sod/Grass Seed",0.222394
"628",170701020402,61,"Fallow/Idle Cropland",734.789776
"629",170701020402,68,"Apples",0.667182
"630",170701020402,69,"Grapes",0.222394
"631",170701020402,121,"Developed/Open Space",457.464458
"632",170701020402,122,"Developed/Low Intensity",19.793066
"633",170701020402,123,"Developed/Med Intensity",0.667182
"634",170701020402,141,"Deciduous Forest",14.233216
"635",170701020402,142,"Evergreen Forest",1593.675404
"636",170701020402,143,"Mixed Forest",3.780698
"637",170701020402,152,"Shrubland",288.889806
"638",170701020402,176,"Grassland/Pasture",3169.1145
"639",170701020402,195,"Herbaceous Wetlands",81.17381
"640",170701020403,21,"Barley",4.892668
"641",170701020403,23,"Spring Wheat",233.291306
"642",170701020403,24,"Winter Wheat",1940.165256
"643",170701020403,31,"Canola",0.222394
"644",170701020403,36,"Alfalfa",5.55985
"645",170701020403,37,"Other Hay/Non Alfalfa",1.556758
"646",170701020403,42,"Dry Beans",64.49426
"647",170701020403,44,"Other Crops",0.222394
"648",170701020403,53,"Peas",852.213808
"649",170701020403,61,"Fallow/Idle Cropland",507.05832
"650",170701020403,69,"Grapes",10.230124
"651",170701020403,121,"Developed/Open Space",78.94987
"652",170701020403,122,"Developed/Low Intensity",0.889576
"653",170701020403,142,"Evergreen Forest",3.558304
"654",170701020403,152,"Shrubland",29.133614
"655",170701020403,176,"Grassland/Pasture",741.906384
"656",170701020403,195,"Herbaceous Wetlands",0.444788
"657",170701020404,24,"Winter Wheat",92.738298
"658",170701020404,37,"Other Hay/Non Alfalfa",0.444788
"659",170701020404,53,"Peas",39.141344
"660",170701020404,121,"Developed/Open Space",20.905036
"661",170701020404,122,"Developed/Low Intensity",8.228578
"662",170701020404,142,"Evergreen Forest",409.872142
"663",170701020404,152,"Shrubland",14.900398
"664",170701020404,176,"Grassland/Pasture",41.810072
"665",170701020405,23,"Spring Wheat",54.264136
"666",170701020405,24,"Winter Wheat",243.52143
"667",170701020405,53,"Peas",0.889576
"668",170701020405,61,"Fallow/Idle Cropland",179.694352
"669",170701020405,152,"Shrubland",0.222394
"670",170701020405,176,"Grassland/Pasture",0.444788
"671",170701020501,21,"Barley",1534.296206
"672",170701020501,23,"Spring Wheat",4847.744412
"673",170701020501,24,"Winter Wheat",11062.322348
"674",170701020501,31,"Canola",32.24713
"675",170701020501,35,"Mustard",2.668728
"676",170701020501,36,"Alfalfa",231.734548
"677",170701020501,37,"Other Hay/Non Alfalfa",44.923588
"678",170701020501,42,"Dry Beans",406.536232
"679",170701020501,52,"Lentils",9.562942
"680",170701020501,53,"Peas",2879.335118
"681",170701020501,59,"Sod/Grass Seed",0.222394
"682",170701020501,61,"Fallow/Idle Cropland",2555.974242
"683",170701020501,69,"Grapes",0.444788
"684",170701020501,121,"Developed/Open Space",553.316272
"685",170701020501,122,"Developed/Low Intensity",30.912766
"686",170701020501,123,"Developed/Med Intensity",0.889576
"687",170701020501,141,"Deciduous Forest",2.001546
"688",170701020501,142,"Evergreen Forest",134.993158
"689",170701020501,143,"Mixed Forest",16.457156
"690",170701020501,152,"Shrubland",281.995592
"691",170701020501,176,"Grassland/Pasture",3974.847962
"692",170701020501,190,"Woody Wetlands",0.222394
"693",170701020501,195,"Herbaceous Wetlands",9.118154
"694",170701020502,21,"Barley",4.670274
"695",170701020502,23,"Spring Wheat",1640.15575
"696",170701020502,24,"Winter Wheat",4715.419982
"697",170701020502,36,"Alfalfa",1.556758
"698",170701020502,37,"Other Hay/Non Alfalfa",1.779152
"699",170701020502,42,"Dry Beans",17.346732
"700",170701020502,52,"Lentils",0.222394
"701",170701020502,53,"Peas",383.62965
"702",170701020502,61,"Fallow/Idle Cropland",982.98148
"703",170701020502,69,"Grapes",0.667182
"704",170701020502,121,"Developed/Open Space",166.7955
"705",170701020502,122,"Developed/Low Intensity",7.78379
"706",170701020502,141,"Deciduous Forest",8.228578
"707",170701020502,142,"Evergreen Forest",57.600046
"708",170701020502,143,"Mixed Forest",37.584586
"709",170701020502,152,"Shrubland",109.195454
"710",170701020502,176,"Grassland/Pasture",2779.480212
"711",170701020502,190,"Woody Wetlands",1.779152
"712",170701020502,195,"Herbaceous Wetlands",5.55985
"713",170701020503,23,"Spring Wheat",583.561856
"714",170701020503,24,"Winter Wheat",2010.44176
"715",170701020503,42,"Dry Beans",0.222394
"716",170701020503,53,"Peas",6.894214
"717",170701020503,61,"Fallow/Idle Cropland",1443.33706
"718",170701020503,69,"Grapes",0.222394
"719",170701020503,121,"Developed/Open Space",89.624782
"720",170701020503,122,"Developed/Low Intensity",1.556758
"721",170701020503,123,"Developed/Med Intensity",0.444788
"722",170701020503,141,"Deciduous Forest",0.889576
"723",170701020503,142,"Evergreen Forest",9.118154
"724",170701020503,143,"Mixed Forest",0.222394
"725",170701020503,152,"Shrubland",76.948324
"726",170701020503,176,"Grassland/Pasture",1129.316732
"727",170701020503,195,"Herbaceous Wetlands",0.667182
"728",170701020504,21,"Barley",0.889576
"729",170701020504,23,"Spring Wheat",369.841222
"730",170701020504,24,"Winter Wheat",2627.58511
"731",170701020504,36,"Alfalfa",0.222394
"732",170701020504,37,"Other Hay/Non Alfalfa",0.222394
"733",170701020504,42,"Dry Beans",9.118154
"734",170701020504,44,"Other Crops",0.222394
"735",170701020504,53,"Peas",249.303674
"736",170701020504,61,"Fallow/Idle Cropland",2729.219168
"737",170701020504,69,"Grapes",1.556758
"738",170701020504,121,"Developed/Open Space",118.758396
"739",170701020504,122,"Developed/Low Intensity",1.11197
"740",170701020504,141,"Deciduous Forest",0.667182
"741",170701020504,142,"Evergreen Forest",11.786882
"742",170701020504,143,"Mixed Forest",2.001546
"743",170701020504,152,"Shrubland",221.949212
"744",170701020504,176,"Grassland/Pasture",2821.06789
"745",170701020504,195,"Herbaceous Wetlands",2.22394
"746",170701020601,23,"Spring Wheat",697.872372
"747",170701020601,24,"Winter Wheat",1387.071378
"748",170701020601,37,"Other Hay/Non Alfalfa",0.444788
"749",170701020601,42,"Dry Beans",0.222394
"750",170701020601,53,"Peas",2.446334
"751",170701020601,61,"Fallow/Idle Cropland",899.138942
"752",170701020601,69,"Grapes",0.222394
"753",170701020601,121,"Developed/Open Space",35.138252
"754",170701020601,122,"Developed/Low Intensity",0.444788
"755",170701020601,152,"Shrubland",19.793066
"756",170701020601,176,"Grassland/Pasture",488.822012
