"","huc12","crop","crop_name","acres"
"82",170601070606,141,"Deciduous Forest",0.444788
"83",170601070606,142,"Evergreen Forest",1262.08595
"84",170601070606,143,"Mixed Forest",1.11197
"85",170601070606,152,"Shrubland",1088.173842
"86",170601070606,176,"Grassland/Pasture",5786.247092
"87",170601070606,190,"Woody Wetlands",4.670274
"88",170601070606,195,"Herbaceous Wetlands",9.562942
"89",170601070607,21,"Barley",542.863754
"90",170601070607,23,"Spring Wheat",1446.450576
"91",170601070607,24,"Winter Wheat",5298.981838
"92",170601070607,31,"Canola",77.393112
"93",170601070607,35,"Mustard",1.556758
"94",170601070607,36,"Alfalfa",4.003092
"95",170601070607,37,"Other Hay/Non Alfalfa",18.90349
"96",170601070607,42,"Dry Beans",30.690372
"97",170601070607,52,"Lentils",0.222394
"98",170601070607,53,"Peas",242.40946
"99",170601070607,61,"Fallow/Idle Cropland",2329.354756
"100",170601070607,121,"Developed/Open Space",561.100062
"101",170601070607,122,"Developed/Low Intensity",43.144436
"102",170601070607,123,"Developed/Med Intensity",1.334364
"103",170601070607,142,"Evergreen Forest",13.788428
"104",170601070607,143,"Mixed Forest",0.222394
"105",170601070607,152,"Shrubland",1936.384558
"106",170601070607,176,"Grassland/Pasture",6578.859308
"107",170601070607,190,"Woody Wetlands",0.889576
"108",170601070607,195,"Herbaceous Wetlands",2.22394
"109",170601070608,1,"Corn",9.340548
"110",170601070608,5,"Soybeans",0.222394
"111",170601070608,21,"Barley",106.526726
"112",170601070608,23,"Spring Wheat",924.936646
"113",170601070608,24,"Winter Wheat",1287.216472
"114",170601070608,28,"Oats",0.222394
"115",170601070608,36,"Alfalfa",241.29749
"116",170601070608,37,"Other Hay/Non Alfalfa",393.414986
"117",170601070608,42,"Dry Beans",2.22394
"118",170601070608,43,"Potatoes",0.667182
"119",170601070608,52,"Lentils",5.782244
"120",170601070608,53,"Peas",363.169402
"121",170601070608,61,"Fallow/Idle Cropland",1224.501364
"122",170601070608,68,"Apples",2.001546
"123",170601070608,69,"Grapes",2.001546
"124",170601070608,111,"Open Water",3.558304
"125",170601070608,121,"Developed/Open Space",421.214236
"126",170601070608,122,"Developed/Low Intensity",36.472616
"127",170601070608,123,"Developed/Med Intensity",0.889576
"128",170601070608,141,"Deciduous Forest",0.222394
"129",170601070608,142,"Evergreen Forest",168.129864
"130",170601070608,143,"Mixed Forest",13.566034
"131",170601070608,152,"Shrubland",3081.491264
"132",170601070608,176,"Grassland/Pasture",12793.882032
"133",170601070608,190,"Woody Wetlands",81.618598
"134",170601070608,195,"Herbaceous Wetlands",15.56758
"135",170601070608,205,"Triticale",5.337456
"136",170601070608,218,"Nectarines",0.222394
"137",170601070701,1,"Corn",6.894214
"138",170601070701,21,"Barley",191.926022
"139",170601070701,23,"Spring Wheat",1326.58021
"140",170601070701,24,"Winter Wheat",2658.053088
"141",170601070701,31,"Canola",0.222394
"142",170601070701,32,"Flaxseed",0.222394
"143",170601070701,35,"Mustard",0.444788
"144",170601070701,36,"Alfalfa",83.842538
"145",170601070701,37,"Other Hay/Non Alfalfa",9.785336
"146",170601070701,42,"Dry Beans",1.11197
"147",170601070701,53,"Peas",1329.026544
"148",170601070701,59,"Sod/Grass Seed",0.889576
"149",170601070701,61,"Fallow/Idle Cropland",968.970658
"150",170601070701,68,"Apples",1.11197
"151",170601070701,69,"Grapes",6.227032
"152",170601070701,111,"Open Water",0.889576
"153",170601070701,121,"Developed/Open Space",264.64886
"154",170601070701,122,"Developed/Low Intensity",12.676458
"155",170601070701,123,"Developed/Med Intensity",2.001546
"156",170601070701,141,"Deciduous Forest",2.22394
"157",170601070701,142,"Evergreen Forest",31.579948
"158",170601070701,143,"Mixed Forest",13.788428
"159",170601070701,152,"Shrubland",4697.183674
"160",170601070701,176,"Grassland/Pasture",5074.141504
"161",170601070701,190,"Woody Wetlands",10.897306
"162",170601070701,195,"Herbaceous Wetlands",9.340548
"163",170601070702,1,"Corn",0.222394
"164",170601070702,21,"Barley",30.467978
"165",170601070702,23,"Spring Wheat",2794.38061
"166",170601070702,24,"Winter Wheat",3651.042298
"167",170601070702,36,"Alfalfa",10.674912
"168",170601070702,37,"Other Hay/Non Alfalfa",72.500444
"169",170601070702,42,"Dry Beans",0.222394
"170",170601070702,43,"Potatoes",0.222394
"171",170601070702,53,"Peas",42.25486
"172",170601070702,61,"Fallow/Idle Cropland",2820.845496
"173",170601070702,68,"Apples",0.444788
"174",170601070702,69,"Grapes",17.79152
"175",170601070702,111,"Open Water",1.334364
"176",170601070702,121,"Developed/Open Space",278.659682
"177",170601070702,122,"Developed/Low Intensity",3.33591
"178",170601070702,123,"Developed/Med Intensity",0.222394
"179",170601070702,141,"Deciduous Forest",1.779152
"180",170601070702,142,"Evergreen Forest",61.15835
"181",170601070702,143,"Mixed Forest",0.889576
"182",170601070702,152,"Shrubland",4325.5633
"183",170601070702,176,"Grassland/Pasture",7975.493628
"184",170601070702,190,"Woody Wetlands",8.89576
"185",170601070702,195,"Herbaceous Wetlands",2.446334
"186",170601070702,205,"Triticale",0.222394
"187",170601070703,1,"Corn",72.722838
"188",170601070703,12,"Sweet Corn",0.222394
"189",170601070703,21,"Barley",5.782244
"190",170601070703,23,"Spring Wheat",328.253544
"191",170601070703,24,"Winter Wheat",1627.92408
"192",170601070703,28,"Oats",0.444788
"193",170601070703,36,"Alfalfa",39.586132
"194",170601070703,37,"Other Hay/Non Alfalfa",10.00773
"195",170601070703,42,"Dry Beans",1.334364
"196",170601070703,43,"Potatoes",0.889576
"197",170601070703,53,"Peas",0.444788
"198",170601070703,61,"Fallow/Idle Cropland",1788.270154
"199",170601070703,68,"Apples",0.667182
"200",170601070703,69,"Grapes",30.912766
"201",170601070703,111,"Open Water",2.668728
"202",170601070703,121,"Developed/Open Space",221.28203
"203",170601070703,122,"Developed/Low Intensity",16.012368
"204",170601070703,123,"Developed/Med Intensity",0.889576
"205",170601070703,142,"Evergreen Forest",4.003092
"206",170601070703,143,"Mixed Forest",0.667182
"207",170601070703,152,"Shrubland",5657.70336
"208",170601070703,176,"Grassland/Pasture",5673.493334
"209",170601070703,190,"Woody Wetlands",2.668728
"210",170601070703,195,"Herbaceous Wetlands",3.780698
"211",170601070704,1,"Corn",1.334364
"212",170601070704,21,"Barley",0.222394
"213",170601070704,23,"Spring Wheat",2.001546
"214",170601070704,24,"Winter Wheat",2.446334
"215",170601070704,36,"Alfalfa",6.227032
"216",170601070704,37,"Other Hay/Non Alfalfa",5.782244
"217",170601070704,61,"Fallow/Idle Cropland",74.279596
"218",170601070704,66,"Cherries",0.444788
"219",170601070704,68,"Apples",10.452518
"220",170601070704,69,"Grapes",27.576856
"221",170601070704,111,"Open Water",4.670274
"222",170601070704,121,"Developed/Open Space",101.634058
"223",170601070704,122,"Developed/Low Intensity",73.834808
"224",170601070704,123,"Developed/Med Intensity",8.89576
"225",170601070704,141,"Deciduous Forest",1.334364
"226",170601070704,142,"Evergreen Forest",4.003092
"227",170601070704,152,"Shrubland",3905.905822
"228",170601070704,176,"Grassland/Pasture",4185.010292
"229",170601070704,190,"Woody Wetlands",1.779152
"230",170601070704,195,"Herbaceous Wetlands",13.788428
"231",170601070804,1,"Corn",0.222394
"232",170601070804,36,"Alfalfa",0.889576
"233",170601070804,37,"Other Hay/Non Alfalfa",0.444788
"234",170601070804,61,"Fallow/Idle Cropland",18.458702
"235",170601070804,111,"Open Water",574.666096
"236",170601070804,141,"Deciduous Forest",0.889576
"237",170601070804,142,"Evergreen Forest",5.782244
"238",170601070804,143,"Mixed Forest",0.222394
"239",170601070804,152,"Shrubland",120.982336
"240",170601070804,176,"Grassland/Pasture",174.57929
"241",170601070804,190,"Woody Wetlands",0.222394
"242",170601070804,195,"Herbaceous Wetlands",1.334364
"243",170601070805,1,"Corn",2.668728
"244",170601070805,24,"Winter Wheat",8.450972
"245",170601070805,36,"Alfalfa",0.222394
"246",170601070805,37,"Other Hay/Non Alfalfa",1.334364
"247",170601070805,61,"Fallow/Idle Cropland",2.668728
"248",170601070805,111,"Open Water",23.35137
"249",170601070805,121,"Developed/Open Space",16.901944
"250",170601070805,152,"Shrubland",173.46732
"251",170601070805,176,"Grassland/Pasture",385.85359
"252",170601070806,1,"Corn",0.444788
"253",170601070806,23,"Spring Wheat",3.558304
"254",170601070806,24,"Winter Wheat",102.078846
"255",170601070806,36,"Alfalfa",1.556758
"256",170601070806,37,"Other Hay/Non Alfalfa",3.780698
"257",170601070806,44,"Other Crops",0.222394
"258",170601070806,61,"Fallow/Idle Cropland",380.960922
"259",170601070806,69,"Grapes",0.222394
"260",170601070806,111,"Open Water",25.352916
"261",170601070806,121,"Developed/Open Space",32.024736
"262",170601070806,142,"Evergreen Forest",1.779152
"263",170601070806,152,"Shrubland",1147.330646
"264",170601070806,176,"Grassland/Pasture",1541.19042
"265",170601070806,195,"Herbaceous Wetlands",1.334364
"266",170601070807,21,"Barley",6.004638
"267",170601070807,23,"Spring Wheat",3.558304
"268",170601070807,24,"Winter Wheat",405.646656
"269",170601070807,36,"Alfalfa",0.889576
"270",170601070807,37,"Other Hay/Non Alfalfa",0.222394
"271",170601070807,53,"Peas",9.562942
"272",170601070807,61,"Fallow/Idle Cropland",554.87303
"273",170601070807,69,"Grapes",0.444788
"274",170601070807,111,"Open Water",1516.059898
"275",170601070807,121,"Developed/Open Space",86.066478
"276",170601070807,122,"Developed/Low Intensity",6.227032
"277",170601070807,123,"Developed/Med Intensity",3.558304
"278",170601070807,124,"Developed/High Intensity",0.444788
"279",170601070807,142,"Evergreen Forest",0.444788
"280",170601070807,152,"Shrubland",2782.816122
"281",170601070807,176,"Grassland/Pasture",2444.777242
"282",170601070807,195,"Herbaceous Wetlands",0.889576
"283",170601070808,23,"Spring Wheat",0.222394
"284",170601070808,24,"Winter Wheat",126.097398
"285",170601070808,36,"Alfalfa",0.889576
"286",170601070808,37,"Other Hay/Non Alfalfa",0.444788
"287",170601070808,61,"Fallow/Idle Cropland",85.844084
"288",170601070808,111,"Open Water",1004.776092
"289",170601070808,121,"Developed/Open Space",243.52143
"290",170601070808,122,"Developed/Low Intensity",36.472616
"291",170601070808,123,"Developed/Med Intensity",11.564488
"292",170601070808,124,"Developed/High Intensity",1.11197
"293",170601070808,152,"Shrubland",4084.488204
"294",170601070808,176,"Grassland/Pasture",2805.945098
"295",170601070808,195,"Herbaceous Wetlands",1.334364
"296",170601060301,121,"Developed/Open Space",4.44788
"297",170601060301,122,"Developed/Low Intensity",0.222394
"298",170601060301,142,"Evergreen Forest",148.336798
"299",170601060301,152,"Shrubland",2.001546
"300",170601060301,176,"Grassland/Pasture",3.558304
"301",170601060303,23,"Spring Wheat",2.668728
"302",170601060303,36,"Alfalfa",0.444788
"303",170601060303,42,"Dry Beans",2.446334
"304",170601060303,43,"Potatoes",1.779152
"305",170601060303,52,"Lentils",1.11197
"306",170601060303,59,"Sod/Grass Seed",0.222394
"307",170601060303,61,"Fallow/Idle Cropland",3.113516
"308",170601060303,68,"Apples",0.444788
"309",170601060303,121,"Developed/Open Space",80.06184
"310",170601060303,122,"Developed/Low Intensity",14.900398
"311",170601060303,123,"Developed/Med Intensity",0.444788
"312",170601060303,124,"Developed/High Intensity",0.444788
"313",170601060303,141,"Deciduous Forest",0.222394
"314",170601060303,142,"Evergreen Forest",10133.827398
"315",170601060303,152,"Shrubland",433.223512
"316",170601060303,176,"Grassland/Pasture",586.452978
"317",170601060304,24,"Winter Wheat",1.11197
"318",170601060304,36,"Alfalfa",0.444788
"319",170601060304,37,"Other Hay/Non Alfalfa",0.222394
"320",170601060304,61,"Fallow/Idle Cropland",1.334364
"321",170601060304,121,"Developed/Open Space",28.688826
"322",170601060304,122,"Developed/Low Intensity",8.228578
"323",170601060304,131,"Barren",0.222394
"324",170601060304,142,"Evergreen Forest",7169.760166
"325",170601060304,152,"Shrubland",214.61021
"326",170601060304,176,"Grassland/Pasture",234.62567
"327",170601060305,24,"Winter Wheat",0.222394
"328",170601060305,61,"Fallow/Idle Cropland",0.667182
"329",170601060305,121,"Developed/Open Space",22.2394
"330",170601060305,122,"Developed/Low Intensity",4.225486
"331",170601060305,142,"Evergreen Forest",1612.578894
"332",170601060305,152,"Shrubland",48.037104
"333",170601060305,176,"Grassland/Pasture",23.573764
"334",170601060307,23,"Spring Wheat",1.556758
"335",170601060307,24,"Winter Wheat",0.889576
"336",170601060307,36,"Alfalfa",0.222394
"337",170601060307,37,"Other Hay/Non Alfalfa",0.444788
"338",170601060307,61,"Fallow/Idle Cropland",0.667182
"339",170601060307,142,"Evergreen Forest",7918.783158
"340",170601060307,152,"Shrubland",1007.44482
"341",170601060307,176,"Grassland/Pasture",670.51791
"342",170601060307,195,"Herbaceous Wetlands",0.222394
"343",170601060308,24,"Winter Wheat",0.667182
"344",170601060308,37,"Other Hay/Non Alfalfa",1.11197
"345",170601060308,61,"Fallow/Idle Cropland",0.444788
"346",170601060308,142,"Evergreen Forest",4062.248804
"347",170601060308,152,"Shrubland",431.221966
"348",170601060308,176,"Grassland/Pasture",521.069142
"349",170601060311,24,"Winter Wheat",0.222394
"350",170601060311,37,"Other Hay/Non Alfalfa",0.444788
"351",170601060311,142,"Evergreen Forest",1352.600308
"352",170601060311,152,"Shrubland",179.249564
"353",170601060311,176,"Grassland/Pasture",190.591658
"354",170601100101,21,"Barley",1.334364
"355",170601100101,23,"Spring Wheat",705.433768
"356",170601100101,24,"Winter Wheat",2167.22953
"357",170601100101,37,"Other Hay/Non Alfalfa",0.222394
"358",170601100101,42,"Dry Beans",0.222394
"359",170601100101,53,"Peas",0.222394
"360",170601100101,61,"Fallow/Idle Cropland",1184.025656
"361",170601100101,121,"Developed/Open Space",203.045722
"362",170601100101,122,"Developed/Low Intensity",1.779152
"363",170601100101,123,"Developed/Med Intensity",0.667182
"364",170601100101,142,"Evergreen Forest",1.334364
"365",170601100101,143,"Mixed Forest",0.222394
"366",170601100101,152,"Shrubland",2637.148052
"367",170601100101,176,"Grassland/Pasture",11835.141498
"368",170601100102,61,"Fallow/Idle Cropland",8.006184
"369",170601100102,111,"Open Water",84.287326
"370",170601100102,121,"Developed/Open Space",59.156804
"371",170601100102,122,"Developed/Low Intensity",7.561396
"372",170601100102,123,"Developed/Med Intensity",0.444788
"373",170601100102,142,"Evergreen Forest",4.44788
"374",170601100102,152,"Shrubland",913.816946
"375",170601100102,176,"Grassland/Pasture",131.657248
"376",170601100102,190,"Woody Wetlands",0.667182
"377",170601100102,195,"Herbaceous Wetlands",0.889576
"378",170601060306,53,"Peas",0.222394
"379",170601060306,61,"Fallow/Idle Cropland",0.444788
"380",170601060306,121,"Developed/Open Space",42.25486
"381",170601060306,122,"Developed/Low Intensity",3.33591
"382",170601060306,123,"Developed/Med Intensity",0.889576
"383",170601060306,131,"Barren",0.889576
"384",170601060306,142,"Evergreen Forest",14259.90328
"385",170601060306,152,"Shrubland",1417.316962
"386",170601060306,176,"Grassland/Pasture",1096.624814
"387",170601060309,23,"Spring Wheat",0.667182
"388",170601060309,24,"Winter Wheat",2.22394
"389",170601060309,37,"Other Hay/Non Alfalfa",0.667182
"390",170601060309,53,"Peas",0.222394
"391",170601060309,61,"Fallow/Idle Cropland",1.11197
"392",170601060309,131,"Barren",0.444788
"393",170601060309,142,"Evergreen Forest",14458.723516
"394",170601060309,152,"Shrubland",1568.544882
"395",170601060309,176,"Grassland/Pasture",1183.13608
"396",170601070504,23,"Spring Wheat",29.356008
"397",170601070504,24,"Winter Wheat",32.469524
"398",170601070504,53,"Peas",0.222394
"399",170601070504,61,"Fallow/Idle Cropland",9.340548
"400",170601070504,121,"Developed/Open Space",3.33591
"401",170601070504,142,"Evergreen Forest",0.667182
"402",170601070504,152,"Shrubland",1.779152
"403",170601070504,176,"Grassland/Pasture",14.900398
"404",170601070505,21,"Barley",7.116608
"405",170601070505,23,"Spring Wheat",146.335252
"406",170601070505,24,"Winter Wheat",1445.338606
"407",170601070505,36,"Alfalfa",4.225486
"408",170601070505,37,"Other Hay/Non Alfalfa",11.564488
"409",170601070505,53,"Peas",1.334364
"410",170601070505,59,"Sod/Grass Seed",0.222394
"411",170601070505,61,"Fallow/Idle Cropland",1055.704318
"412",170601070505,121,"Developed/Open Space",149.671162
"413",170601070505,122,"Developed/Low Intensity",4.44788
"414",170601070505,152,"Shrubland",297.563172
"415",170601070505,176,"Grassland/Pasture",2258.633464
"416",170601070505,195,"Herbaceous Wetlands",0.222394
"417",170701020201,21,"Barley",0.222394
"418",170701020201,23,"Spring Wheat",4.892668
"419",170701020201,37,"Other Hay/Non Alfalfa",0.222394
"420",170701020201,121,"Developed/Open Space",7.78379
"421",170701020201,122,"Developed/Low Intensity",2.22394
"422",170701020201,142,"Evergreen Forest",8798.573822
"423",170701020201,152,"Shrubland",710.771224
"424",170701020201,176,"Grassland/Pasture",898.026972
"425",170701020301,23,"Spring Wheat",0.889576
"426",170701020301,24,"Winter Wheat",1.556758
"427",170701020301,61,"Fallow/Idle Cropland",1.334364
"428",170701020301,121,"Developed/Open Space",157.677346
"429",170701020301,122,"Developed/Low Intensity",26.464886
"430",170701020301,123,"Developed/Med Intensity",0.222394
"431",170701020301,142,"Evergreen Forest",15290.032288
"432",170701020301,152,"Shrubland",1013.227064
"433",170701020301,176,"Grassland/Pasture",1313.681358
"434",170701020302,21,"Barley",5.115062
"435",170701020302,23,"Spring Wheat",8.006184
"436",170701020302,24,"Winter Wheat",235.070458
"437",170701020302,28,"Oats",1.334364
"438",170701020302,31,"Canola",0.222394
"439",170701020302,35,"Mustard",0.222394
"440",170701020302,36,"Alfalfa",18.681096
"441",170701020302,37,"Other Hay/Non Alfalfa",37.584586
"442",170701020302,53,"Peas",0.667182
"443",170701020302,59,"Sod/Grass Seed",2.891122
"444",170701020302,61,"Fallow/Idle Cropland",72.722838
"445",170701020302,77,"Pears",0.222394
"446",170701020302,111,"Open Water",0.444788
"447",170701020302,121,"Developed/Open Space",312.908358
"448",170701020302,122,"Developed/Low Intensity",29.356008
"449",170701020302,142,"Evergreen Forest",11574.273336
"450",170701020302,152,"Shrubland",1846.98217
"451",170701020302,176,"Grassland/Pasture",6461.65767
"452",170701020302,195,"Herbaceous Wetlands",6.67182
"453",170701020303,21,"Barley",42.25486
"454",170701020303,23,"Spring Wheat",191.25884
"455",170701020303,24,"Winter Wheat",452.57179
"456",170701020303,28,"Oats",0.222394
"457",170701020303,36,"Alfalfa",4.44788
"458",170701020303,37,"Other Hay/Non Alfalfa",105.192362
"459",170701020303,42,"Dry Beans",1.556758
"460",170701020303,52,"Lentils",0.667182
"461",170701020303,53,"Peas",2.001546
"462",170701020303,59,"Sod/Grass Seed",3.113516
"463",170701020303,61,"Fallow/Idle Cropland",39.141344
"464",170701020303,121,"Developed/Open Space",545.754876
"465",170701020303,122,"Developed/Low Intensity",104.747574
"466",170701020303,123,"Developed/Med Intensity",0.889576
"467",170701020303,141,"Deciduous Forest",0.222394
"468",170701020303,142,"Evergreen Forest",19185.263198
"469",170701020303,152,"Shrubland",1318.79642
"470",170701020303,176,"Grassland/Pasture",4758.564418
"471",170701020303,195,"Herbaceous Wetlands",4.003092
"472",170701020303,205,"Triticale",0.222394
"473",170701020304,21,"Barley",134.325976
"474",170701020304,23,"Spring Wheat",237.072004
"475",170701020304,24,"Winter Wheat",2399.63126
"476",170701020304,28,"Oats",0.222394
"477",170701020304,31,"Canola",0.222394
"478",170701020304,35,"Mustard",0.222394
"479",170701020304,36,"Alfalfa",18.236308
"480",170701020304,37,"Other Hay/Non Alfalfa",129.878096
"481",170701020304,42,"Dry Beans",2.001546
"482",170701020304,52,"Lentils",6.227032
"483",170701020304,53,"Peas",255.308312
"484",170701020304,59,"Sod/Grass Seed",8.450972
"485",170701020304,61,"Fallow/Idle Cropland",113.42094
"486",170701020304,68,"Apples",0.667182
"487",170701020304,71,"Other Tree Crops",0.444788
"488",170701020304,121,"Developed/Open Space",493.71468
"489",170701020304,122,"Developed/Low Intensity",61.603138
"490",170701020304,123,"Developed/Med Intensity",0.667182
"491",170701020304,141,"Deciduous Forest",1.556758
"492",170701020304,142,"Evergreen Forest",15421.689536
"493",170701020304,143,"Mixed Forest",0.889576
"494",170701020304,152,"Shrubland",2438.55021
"495",170701020304,176,"Grassland/Pasture",4903.565306
"496",170701020304,190,"Woody Wetlands",0.222394
"497",170701020304,195,"Herbaceous Wetlands",12.676458
"498",170701020304,205,"Triticale",2.668728
"499",170701020305,21,"Barley",2.22394
"500",170701020305,23,"Spring Wheat",63.827078
"501",170701020305,24,"Winter Wheat",231.734548
"502",170701020305,28,"Oats",87.623236
"503",170701020305,35,"Mustard",36.472616
"504",170701020305,36,"Alfalfa",8.450972
"505",170701020305,37,"Other Hay/Non Alfalfa",78.727476
"506",170701020305,42,"Dry Beans",30.467978
"507",170701020305,52,"Lentils",1.779152
"508",170701020305,53,"Peas",2.668728
"509",170701020305,61,"Fallow/Idle Cropland",35.138252
"510",170701020305,69,"Grapes",0.222394
"511",170701020305,121,"Developed/Open Space",364.72616
"512",170701020305,122,"Developed/Low Intensity",20.905036
"513",170701020305,123,"Developed/Med Intensity",0.222394
"514",170701020305,142,"Evergreen Forest",8553.050846
"515",170701020305,152,"Shrubland",1358.382552
"516",170701020305,176,"Grassland/Pasture",3542.514026
"517",170701020305,195,"Herbaceous Wetlands",0.222394
"518",170701020306,21,"Barley",97.630966
"519",170701020306,23,"Spring Wheat",538.638268
"520",170701020306,24,"Winter Wheat",3068.147624
"521",170701020306,28,"Oats",24.46334
"522",170701020306,36,"Alfalfa",2.22394
"523",170701020306,37,"Other Hay/Non Alfalfa",147.224828
"524",170701020306,42,"Dry Beans",386.743166
"525",170701020306,52,"Lentils",18.681096
"526",170701020306,53,"Peas",142.554554
"527",170701020306,59,"Sod/Grass Seed",3.113516
"528",170701020306,61,"Fallow/Idle Cropland",109.640242
"529",170701020306,121,"Developed/Open Space",391.635834
"530",170701020306,122,"Developed/Low Intensity",21.12743
"531",170701020306,142,"Evergreen Forest",2421.87066
"532",170701020306,152,"Shrubland",716.331074
"533",170701020306,176,"Grassland/Pasture",3971.289658
"534",170701020306,195,"Herbaceous Wetlands",0.444788
"535",170701020307,21,"Barley",249.748462
"536",170701020307,23,"Spring Wheat",2564.870002
"537",170701020307,24,"Winter Wheat",3807.162886
"538",170701020307,28,"Oats",181.695898
"539",170701020307,31,"Canola",1.334364
"540",170701020307,32,"Flaxseed",0.222394
"541",170701020307,35,"Mustard",244.6334
"542",170701020307,36,"Alfalfa",25.797704
"543",170701020307,37,"Other Hay/Non Alfalfa",63.604684
"544",170701020307,42,"Dry Beans",257.754646
"545",170701020307,43,"Potatoes",0.889576
"546",170701020307,52,"Lentils",9.340548
"547",170701020307,53,"Peas",2097.620208
"548",170701020307,59,"Sod/Grass Seed",3.558304
"549",170701020307,61,"Fallow/Idle Cropland",535.747146
"550",170701020307,68,"Apples",0.222394
"551",170701020307,69,"Grapes",0.667182
"552",170701020307,77,"Pears",0.222394
"553",170701020307,121,"Developed/Open Space",524.182658
"554",170701020307,122,"Developed/Low Intensity",150.11595
"555",170701020307,123,"Developed/Med Intensity",48.259498
"556",170701020307,124,"Developed/High Intensity",6.67182
"557",170701020307,142,"Evergreen Forest",765.257754
"558",170701020307,152,"Shrubland",210.384724
"559",170701020307,176,"Grassland/Pasture",3974.625568
"560",170701020307,195,"Herbaceous Wetlands",1.334364
"561",170701020308,21,"Barley",37.584586
"562",170701020308,23,"Spring Wheat",1628.146474
"563",170701020308,24,"Winter Wheat",3646.816812
"564",170701020308,28,"Oats",49.371468
"565",170701020308,35,"Mustard",66.495806
"566",170701020308,36,"Alfalfa",39.586132
"567",170701020308,37,"Other Hay/Non Alfalfa",87.623236
"568",170701020308,42,"Dry Beans",15.122792
