To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         TIME    STAGE (ft.)   QUALITY
05/19/2006   00:00          5.24         1
05/20/2006   00:00          5.43         1
05/21/2006   00:00          5.36         1
05/22/2006   00:00          5.26         1
05/23/2006   00:00          5.15         1
05/24/2006   00:00          5.04         1
05/25/2006   00:00          4.97         1
05/26/2006   00:00          4.97         1
05/27/2006   00:00          4.89         1
05/28/2006   00:00          4.81         1
05/29/2006   00:00          4.77         1
05/30/2006   00:00          4.73         1
05/31/2006   00:00          4.71         1
06/01/2006   00:00          4.72         1
06/02/2006   00:00          4.76         1
06/03/2006   00:00          4.79         1
06/04/2006   00:00          4.85         1
06/05/2006   00:00          4.85         1
06/06/2006   00:00          4.80         1
06/07/2006   00:00          4.78         1
06/08/2006   00:00          4.75         1
06/09/2006   00:00          4.71         1
06/10/2006   00:00          4.70         1
06/11/2006   00:00          4.66         1
06/12/2006   00:00          4.63         1
06/13/2006   00:00          4.64         1
06/14/2006   00:00          4.65         1
06/15/2006   00:00          4.62         1
06/16/2006   00:00          4.58         1
06/17/2006   00:00          4.56         1
06/18/2006   00:00          4.54         1
06/19/2006   00:00          4.52         1
06/20/2006   00:00          4.50         1
06/21/2006   00:00          4.48         1
06/22/2006   00:00          4.46         1
06/23/2006   00:00          4.45         1
06/24/2006   00:00          4.44         1
06/25/2006   00:00          4.43         1
06/26/2006   00:00          4.41         1
06/27/2006   00:00          4.40         1
06/28/2006   00:00          4.39         1
06/29/2006   00:00          4.40         1
06/30/2006   00:00          4.40         1
07/01/2006   00:00          4.37         1
07/02/2006   00:00          4.36         1
07/03/2006   00:00          4.35         1
07/04/2006   00:00          4.34         1
07/05/2006   00:00          4.34         1
07/06/2006   00:00          4.37         1
07/07/2006   00:00          4.35         1
07/08/2006   00:00          4.33         1
07/09/2006   00:00          4.32         1
07/10/2006   00:00          4.31         1
07/11/2006   00:00          4.31         1
07/12/2006   00:00          4.30         1
07/13/2006   00:00          4.30         1
07/14/2006   00:00          4.29         1
07/15/2006   00:00          4.28         1
07/16/2006   00:00          4.27         1
07/17/2006   00:00          4.27         1
07/18/2006   00:00          4.26         1
07/19/2006   00:00          4.25         1
07/20/2006   00:00          4.25         1
07/21/2006   00:00          4.24         1
07/22/2006   00:00          4.24         1
07/23/2006   00:00          4.23         1
07/24/2006   00:00          4.22         1
07/25/2006   00:00          4.22         1
07/26/2006   00:00          4.22         1
07/27/2006   00:00          4.22         1
07/28/2006   00:00          4.21         1
07/29/2006   00:00          4.22         1
07/30/2006   00:00          4.22         1
07/31/2006   00:00          4.22         1
08/01/2006   00:00          4.22         1
08/02/2006   00:00          4.21         1
08/03/2006   00:00          4.21         1
08/04/2006   00:00          4.20         1
08/05/2006   00:00          4.20         1
08/06/2006   00:00          4.20         1
08/07/2006   00:00          4.19         1
08/08/2006   00:00          4.19         1
08/09/2006   00:00          4.22         1
08/10/2006   00:00          4.20         1
08/11/2006   00:00          4.22         1
08/12/2006   00:00          4.21         1
08/13/2006   00:00          4.20         1
08/14/2006   00:00          4.19         1
08/15/2006   00:00          4.19         1
08/16/2006   00:00          4.20         1
08/17/2006   00:00          4.20         1
08/18/2006   00:00          4.19         1
08/19/2006   00:00          4.19         1
08/20/2006   00:00          4.18         1
08/21/2006   00:00          4.18         1
08/22/2006   00:00          4.18         1
08/23/2006   00:00          4.18         1
08/24/2006   00:00          4.20         1
08/25/2006   00:00          4.20         1
08/26/2006   00:00          4.18         1
08/27/2006   00:00          4.18         1
08/28/2006   00:00          4.17         1
08/29/2006   00:00          4.17         1
08/30/2006   00:00          4.18         1
08/31/2006   00:00          4.20         1
09/01/2006   00:00          4.18         1
09/02/2006   00:00          4.18         1
09/03/2006   00:00          4.18         1
09/04/2006   00:00          4.17         1
09/05/2006   00:00          4.16         1
09/06/2006   00:00          4.16         1
09/07/2006   00:00          4.17         1
09/08/2006   00:00          4.18         1
09/09/2006   00:00          4.17         1
09/10/2006   00:00          4.18         1
09/11/2006   00:00          4.18         1
09/12/2006   00:00          4.16         1
09/13/2006   00:00          4.16         1
09/14/2006   00:00          4.17         1
09/15/2006   00:00          4.19         1
09/16/2006   00:00          4.19         1
09/17/2006   00:00          4.18         1
09/18/2006   00:00          4.18         1
09/19/2006   00:00          4.20         1
09/20/2006   00:00          4.21         1
09/21/2006   00:00          4.25         1
09/22/2006   00:00          4.29         1
09/23/2006   00:00          4.23         1
09/24/2006   00:00          4.21         1
09/25/2006   00:00          4.20         1
09/26/2006   00:00          4.20         1
09/27/2006   00:00          4.19         1
09/28/2006   00:00          4.19         1
09/29/2006   00:00          4.18         1
09/30/2006   00:00          4.19         1

Quality Codes Key:
1 - Good quality REVIEWED data
250 - Ice impacted data (will not be reported)
