To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         TIME    WATER TEMP. (°C)   QUALITY
11/26/2011   00:00                5.7         1
11/27/2011   00:00                6.8         1
11/28/2011   00:00                6.5         1
11/29/2011   00:00                5.6         1
11/30/2011   00:00                5.9         1
12/01/2011   00:00                4.4         1
12/02/2011   00:00                4.3         1
12/03/2011   00:00                3.7         1
12/04/2011   00:00                4.2         1
12/05/2011   00:00                3.4         1
12/06/2011   00:00                3.3         1
12/07/2011   00:00                2.9         1
12/08/2011   00:00                2.4         1
12/09/2011   00:00                2.0         1
12/10/2011   00:00                1.9         1
12/11/2011   00:00                2.1         1
12/12/2011   00:00                2.3         1
12/13/2011   00:00                2.5         1
12/14/2011   00:00                3.0         1
12/15/2011   00:00                3.3         1
12/16/2011   00:00                4.0         1
12/17/2011   00:00                3.6         1
12/18/2011   00:00                3.5         1
12/19/2011   00:00                3.9         1
12/20/2011   00:00                3.4         1
12/21/2011   00:00                3.3         1
12/22/2011   00:00                1.7         1
12/23/2011   00:00                1.4         1
12/24/2011   00:00                2.9         1
12/25/2011   00:00                3.5         1
12/26/2011   00:00                3.9         1
12/27/2011   00:00                5.2         1
12/28/2011   00:00                7.2         1
12/29/2011   00:00                6.2         1
12/30/2011   00:00                5.9         1
12/31/2011   00:00                3.9         1
01/01/2012   00:00                4.5         1
01/02/2012   00:00                4.0         1
01/03/2012   00:00                5.3         1
01/04/2012   00:00                5.4         1
01/05/2012   00:00                5.8         1
01/06/2012   00:00                4.2         1
01/07/2012   00:00                4.5         1
01/08/2012   00:00                4.8         1
01/09/2012   00:00                4.5         1
01/10/2012   00:00                4.9         1
01/11/2012   00:00                2.5         1
01/12/2012   00:00                1.5         1
01/13/2012   00:00                2.1         1
01/14/2012   00:00                3.5         1
01/15/2012   00:00                2.9         1
01/16/2012   00:00                2.3         1
01/17/2012   00:00                2.6         1
01/18/2012   00:00                1.3         1
01/19/2012   00:00                2.3         1
01/20/2012   00:00                3.1         1
01/21/2012   00:00                4.8         1
01/22/2012   00:00                4.5         1
01/23/2012   00:00                5.0         1
01/24/2012   00:00                4.5         1
01/25/2012   00:00                6.0         1
01/26/2012   00:00                5.7         1
01/27/2012   00:00                4.0         1
01/28/2012   00:00                4.2         1
01/29/2012   00:00                6.2         1
01/30/2012   00:00                6.0         1
01/31/2012   00:00                5.4         1
02/01/2012   00:00                5.5         1
02/02/2012   00:00                5.0         1
02/03/2012   00:00                4.2         1
02/04/2012   00:00                4.3         1
02/05/2012   00:00                4.2         1
02/06/2012   00:00                3.8         1
02/07/2012   00:00                3.8         1
02/08/2012   00:00                4.5         1
02/09/2012   00:00                5.8         1
02/10/2012   00:00                6.1         1
02/11/2012   00:00                6.1         1
02/12/2012   00:00                5.8         1
02/13/2012   00:00                5.1         1
02/14/2012   00:00                5.4         1
02/15/2012   00:00                5.2         1
02/16/2012   00:00                4.6         1
02/17/2012   00:00                6.1         1
02/18/2012   00:00                5.7         1
02/19/2012   00:00                5.0         1
02/20/2012   00:00                4.7         1
02/21/2012   00:00                6.5         1
02/22/2012   00:00                6.8         1
02/23/2012   00:00                5.1         1
02/24/2012   00:00                5.6         1
02/25/2012   00:00                5.0         1
02/26/2012   00:00                4.7         1
02/27/2012   00:00                4.3         1
02/28/2012   00:00                3.9         1
02/29/2012   00:00                4.9         1
03/01/2012   00:00                4.8         1
03/02/2012   00:00                5.0         1
03/03/2012   00:00                6.2         1
03/04/2012   00:00                7.0         1
03/05/2012   00:00                6.3         1
03/06/2012   00:00                4.9         1
03/07/2012   00:00                4.6         1
03/08/2012   00:00                5.8         1
03/09/2012   00:00                7.0         1
03/10/2012   00:00                7.2         1
03/11/2012   00:00                6.6         1
03/12/2012   00:00                5.4         1
03/13/2012   00:00                6.1         1
03/14/2012   00:00                6.0         1
03/15/2012   00:00                7.3         1
03/16/2012   00:00                6.5         1
03/17/2012   00:00                6.5         1
03/18/2012   00:00                5.7         1
03/19/2012   00:00                5.7         1
03/20/2012   00:00                5.5         1
03/21/2012   00:00                5.4         1
03/22/2012   00:00                6.5         1
03/23/2012   00:00                6.5         1
03/24/2012   00:00                6.9         1
03/25/2012   00:00                7.6         1
03/26/2012   00:00                7.4         1
03/27/2012   00:00                6.9         1
03/28/2012   00:00                7.6         1
03/29/2012   00:00                7.5         1
03/30/2012   00:00                7.5         1
03/31/2012   00:00                7.2         1
04/01/2012   00:00                6.8         1
04/02/2012   00:00                6.8         1
04/03/2012   00:00                7.5         1
04/04/2012   00:00                6.7         1
04/05/2012   00:00                6.4         1
04/06/2012   00:00                6.6         1
04/07/2012   00:00                6.7         1
04/08/2012   00:00                8.0         1
04/09/2012   00:00                8.8         1
04/10/2012   00:00                9.1         1
04/11/2012   00:00                9.0         1
04/12/2012   00:00                8.0         1
04/13/2012   00:00                7.7         1
04/14/2012   00:00                8.2         1
04/15/2012   00:00                8.5         1
04/16/2012   00:00                7.7         1
04/17/2012   00:00                8.1         1
04/18/2012   00:00                8.5         1
04/19/2012   00:00                8.3         1
04/20/2012   00:00                9.5         1
04/21/2012   00:00                9.6         1
04/22/2012   00:00                9.8         1
04/23/2012   00:00               10.0         1
04/24/2012   00:00                9.4         1
04/25/2012   00:00                8.8         1
04/26/2012   00:00                7.8         1
04/27/2012   00:00                7.2         1
04/28/2012   00:00                7.4         1
04/29/2012   00:00                7.9         1
04/30/2012   00:00                8.9         1
05/01/2012   00:00                7.6         1
05/02/2012   00:00                7.8         1
05/03/2012   00:00                7.8         1
05/04/2012   00:00                7.5         1
05/05/2012   00:00                7.8         1
05/06/2012   00:00                8.4         1
05/07/2012   00:00                9.4         1
05/08/2012   00:00               10.4         1
05/09/2012   00:00                9.9         1
05/10/2012   00:00                8.7         1
05/11/2012   00:00                8.5         1
05/12/2012   00:00                9.4         1
05/13/2012   00:00               10.7         1
05/14/2012   00:00               11.6         1
05/15/2012   00:00               11.7         1
05/16/2012   00:00               11.0         1
05/17/2012   00:00               10.2         1
05/18/2012   00:00                9.7         1
05/19/2012   00:00               10.1         1
05/20/2012   00:00               10.6         1
05/21/2012   00:00               10.6         1
05/22/2012   00:00               10.0         1
05/23/2012   00:00                9.6         1
05/24/2012   00:00                9.5         1
05/25/2012   00:00                9.5         1
05/26/2012   00:00                9.1         1
05/27/2012   00:00               10.3         1
05/28/2012   00:00               11.3         1
05/29/2012   00:00               11.1         1
05/30/2012   00:00               11.0         1
05/31/2012   00:00               11.2         1
06/01/2012   00:00               12.8         1
06/02/2012   00:00               12.9         1
06/03/2012   00:00               11.6         1
06/04/2012   00:00               11.8         1
06/05/2012   00:00                 ""       255
06/06/2012   00:00                9.9         1
06/07/2012   00:00                9.5         1
06/08/2012   00:00               10.4         1
06/09/2012   00:00                9.5         1
06/10/2012   00:00               11.2         1
06/11/2012   00:00               12.2         1
06/12/2012   00:00               13.0         1
06/13/2012   00:00               13.6         1
06/14/2012   00:00               13.1         1
06/15/2012   00:00               13.3         1
06/16/2012   00:00               13.5         1
06/17/2012   00:00               15.2         1
06/18/2012   00:00               13.2         1
06/19/2012   00:00               12.3         1
06/20/2012   00:00               13.3         1
06/21/2012   00:00               15.1         1
06/22/2012   00:00               15.9         1
06/23/2012   00:00               14.9         1
06/24/2012   00:00               15.1         1
06/25/2012   00:00               15.3         1
06/26/2012   00:00               13.3         1
06/27/2012   00:00               13.6         1
06/28/2012   00:00               15.3         1
06/29/2012   00:00               16.0         1
06/30/2012   00:00               15.7         1
07/01/2012   00:00               16.1         1
07/02/2012   00:00               16.3         1
07/03/2012   00:00               15.3         1
07/04/2012   00:00               14.5         1
07/05/2012   00:00               15.5         1
07/06/2012   00:00               16.5         1
07/07/2012   00:00               17.7         1
07/08/2012   00:00               18.3         1
07/09/2012   00:00               18.1         1
07/10/2012   00:00               18.7         1
07/11/2012   00:00               19.0         1
07/12/2012   00:00               19.1         1
07/13/2012   00:00               19.1         1
07/14/2012   00:00               18.0         1
07/15/2012   00:00               18.0         1
07/16/2012   00:00               17.5         1
07/17/2012   00:00               18.5         1
07/18/2012   00:00               18.4         1
07/19/2012   00:00               19.1         1
07/20/2012   00:00               18.4         1
07/21/2012   00:00               17.7         1
07/22/2012   00:00               18.0         1
07/23/2012   00:00               16.8         1
07/24/2012   00:00               16.8         1
07/25/2012   00:00               17.7         1
07/26/2012   00:00               18.0         1
07/27/2012   00:00               18.2         1
07/28/2012   00:00               17.4         1
07/29/2012   00:00               17.3         1
07/30/2012   00:00               17.7         1
07/31/2012   00:00               17.3         1
08/01/2012   00:00               17.0         1
08/02/2012   00:00               17.0         1
08/03/2012   00:00               17.0         1
08/04/2012   00:00               17.3         1
08/05/2012   00:00               18.1         1
08/06/2012   00:00               18.9         1
08/07/2012   00:00               19.1         1
08/08/2012   00:00               18.2         1
08/09/2012   00:00               17.3         1
08/10/2012   00:00               17.6         1
08/11/2012   00:00               17.6         1
08/12/2012   00:00               17.9         1
08/13/2012   00:00               18.1         1
08/14/2012   00:00               18.0         1
08/15/2012   00:00               18.1         1
08/16/2012   00:00               17.9         1
08/17/2012   00:00               17.8         1
08/18/2012   00:00               18.1         1
08/19/2012   00:00               18.4         1
08/20/2012   00:00               18.3         1
08/21/2012   00:00               18.0         1
08/22/2012   00:00               16.8         1
08/23/2012   00:00               16.0         1
08/24/2012   00:00               15.3         1
08/25/2012   00:00               15.1         1
08/26/2012   00:00               15.7         1
08/27/2012   00:00               16.3         1
08/28/2012   00:00               16.1         1
08/29/2012   00:00               15.7         1
08/30/2012   00:00               15.2         1
08/31/2012   00:00               15.4         1
09/01/2012   00:00               15.0         1
09/02/2012   00:00               14.2         1
09/03/2012   00:00               14.5         1
09/04/2012   00:00               14.8         1
09/05/2012   00:00               15.0         1
09/06/2012   00:00               14.8         1
09/07/2012   00:00               14.9         1
09/08/2012   00:00               15.2         1
09/09/2012   00:00               15.6         1
09/10/2012   00:00               14.2         1
09/11/2012   00:00               12.8         1
09/12/2012   00:00               12.4         1
09/13/2012   00:00               12.8         1
09/14/2012   00:00               13.5         1
09/15/2012   00:00               14.6         1
09/16/2012   00:00               14.3         1
09/17/2012   00:00               13.9         1
09/18/2012   00:00               13.9         1
09/19/2012   00:00               14.1         1
09/20/2012   00:00               14.2         1
09/21/2012   00:00               14.1         1
09/22/2012   00:00               13.8         1
09/23/2012   00:00               14.0         1
09/24/2012   00:00               14.0         1
09/25/2012   00:00               14.0         1
09/26/2012   00:00               13.3         1
09/27/2012   00:00               13.3         1
09/28/2012   00:00               13.6         1
09/29/2012   00:00               14.2         1
09/30/2012   00:00               13.7         1

Quality Codes Key:
140 - Data not yet checked
255 - No Data
