To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
12/19/2020          3.71         2
12/20/2020          3.81         2
12/21/2020          4.00         2
12/22/2020          4.10         2
12/23/2020          4.07         2
12/24/2020          4.02         2
12/25/2020          3.99         2
12/26/2020          3.96         2
12/27/2020          3.92         2
12/28/2020          3.89         2
12/29/2020          3.86         2
12/30/2020          3.87         2
12/31/2020          3.88         2
01/01/2021          3.87         2
01/02/2021          3.87         2
01/03/2021          3.97         2
01/04/2021          4.05         2
01/05/2021          4.21         2
01/06/2021          4.21         2
01/07/2021          4.15         2
01/08/2021          4.08         2
01/09/2021          4.03         2
01/10/2021          3.98         2
01/11/2021          3.94         2
01/12/2021          3.95         2
01/13/2021          4.15         2
01/14/2021          4.32         2
01/15/2021          4.26         2
01/16/2021          4.19         2
01/17/2021          4.14         2
01/18/2021          4.09         2
01/19/2021          4.04         2
01/20/2021          4.01         2
01/21/2021          3.99         2
01/22/2021          3.96         2
01/23/2021          3.91         2
01/24/2021          3.88         2
01/25/2021          3.88         2
01/26/2021          3.86         2
01/27/2021          3.85         2
01/28/2021          3.84         2
01/29/2021          3.83         2
01/30/2021          3.82         2
01/31/2021          3.81         2
02/01/2021          3.80         2
02/02/2021          3.82         2
02/03/2021          3.82         2
02/04/2021          3.81         2
02/05/2021          3.81         2
02/06/2021          3.81         2
02/07/2021          3.81         2
02/08/2021          3.82         2
02/09/2021          3.82         2
02/10/2021          3.81         2
02/11/2021          3.80         2
02/12/2021          3.82         2
02/13/2021          3.81         2
02/14/2021          3.81         2
02/15/2021          3.83         2
02/16/2021          3.82         2
02/17/2021          3.80         2
02/18/2021          3.79         2
02/19/2021          3.82         2
02/20/2021          3.83         2
02/21/2021          3.84         2
02/22/2021          3.95         2
02/23/2021                     255
02/24/2021          4.54         2
02/25/2021          4.40         2
02/26/2021          4.30         2
02/27/2021          4.19         2
02/28/2021          4.12         2
03/01/2021          4.06         2
03/02/2021          4.04         2
03/03/2021          4.06         2
03/04/2021          4.11         2
03/05/2021          4.19         2
03/06/2021          4.27         2
03/07/2021          4.25         2
03/08/2021          4.18         2
03/09/2021          4.09         2
03/10/2021          4.05         2
03/11/2021          4.02         2
03/12/2021          3.99         2
03/13/2021          3.97         2
03/14/2021          3.99         2
03/15/2021          4.03         2
03/16/2021          4.03         2
03/17/2021          4.03         2
03/18/2021          4.03         2
03/19/2021          4.07         2
03/20/2021          4.11         2
03/21/2021          4.09         2
03/22/2021          4.10         2
03/23/2021          4.06         2
03/24/2021          4.02         2
03/25/2021          4.03         2
03/26/2021          4.02         2
03/27/2021          4.02         2
03/28/2021          4.03         2
03/29/2021          4.10         2
03/30/2021          4.10         2
03/31/2021          4.09         2
04/01/2021          4.08         2
04/02/2021          4.12         2
04/03/2021          4.17         2
04/04/2021          4.24         2
04/05/2021          4.29         2
04/06/2021          4.28         2
04/07/2021          4.25         2
04/08/2021          4.24         2
04/09/2021          4.19         2
04/10/2021          4.17         2
04/11/2021          4.12         2
04/12/2021          4.07         2
04/13/2021          4.04         2
04/14/2021          4.02         2
04/15/2021          4.03         2
04/16/2021          4.06         2
04/17/2021          4.10         2
04/18/2021          4.17         2
04/19/2021          4.28         2
04/20/2021          4.29         2
04/21/2021          4.27         2
04/22/2021          4.25         2
04/23/2021          4.23         2
04/24/2021          4.25         2
04/25/2021          4.24         2
04/26/2021          4.20         2
04/27/2021          4.17         2
04/28/2021          4.15         2
04/29/2021          4.20         2
04/30/2021          4.32         2
05/01/2021          4.39         2
05/02/2021          4.45         2
05/03/2021          4.39         2
05/04/2021          4.31         2
05/05/2021          4.24         2
05/06/2021          4.21         2
05/07/2021          4.26         2
05/08/2021          4.12         2
05/09/2021          4.04         2
05/10/2021          3.98         2
05/11/2021          3.93         2
05/12/2021          3.92         2
05/13/2021          3.93         2
05/14/2021          3.96         2
05/15/2021          4.00         2
05/16/2021          4.04         2
05/17/2021          4.08         2
05/18/2021          4.14         2
05/19/2021          4.13         2
05/20/2021          4.07         2
05/21/2021          4.02         2
05/22/2021          3.96         2
05/23/2021          3.92         2
05/24/2021          3.91         2
05/25/2021          3.93         2
05/26/2021          3.94         2
05/27/2021          3.92         2
05/28/2021          3.99         2
05/29/2021          3.99         2
05/30/2021          3.96         2
05/31/2021          3.88         2
06/01/2021          3.87         2
06/02/2021          3.87         2
06/03/2021          3.88         2
06/04/2021          3.84         2
06/05/2021          3.83         2
06/06/2021          3.85         2
06/07/2021          3.83         2
06/08/2021          3.79         2
06/09/2021          3.77         2
06/10/2021          3.76         2
06/11/2021          3.74         2
06/12/2021          3.74         2
06/13/2021          3.73         2
06/14/2021          3.71         2
06/15/2021          3.76         2
06/16/2021          3.77         2
06/17/2021          3.74         2
06/18/2021          3.72         2
06/19/2021          3.72         2
06/20/2021          3.71         2
06/21/2021          3.70         2
06/22/2021          3.68         2
06/23/2021          3.68         2
06/24/2021          3.67         2
06/25/2021          3.66         2
06/26/2021          3.65         2
06/27/2021          3.64         2
06/28/2021          3.64         2
06/29/2021          3.63         2
06/30/2021          3.63         2
07/01/2021          3.63         2
07/02/2021          3.63         2
07/03/2021          3.62         2
07/04/2021          3.62         2
07/05/2021          3.61         2
07/06/2021          3.62         2
07/07/2021          3.60         2
07/08/2021          3.59         2
07/09/2021          3.58         2
07/10/2021          3.57         2
07/11/2021          3.57         2
07/12/2021          3.57         2
07/13/2021          3.57         2
07/14/2021          3.58         2
07/15/2021          3.57         2
07/16/2021          3.57         2
07/17/2021          3.56         2
07/18/2021          3.55         2
07/19/2021          3.55         2
07/20/2021          3.54         2
07/21/2021          3.53         2
07/22/2021          3.53         2
07/23/2021          3.52         2
07/24/2021          3.54         2
07/25/2021          3.57         2
07/26/2021          3.57         2
07/27/2021          3.57         2
07/28/2021          3.56         2
07/29/2021          3.56         2
07/30/2021          3.54         2
07/31/2021          3.53         2
08/01/2021          3.54         2
08/02/2021          3.55         2
08/03/2021          3.53         2
08/04/2021          3.53         2
08/05/2021          3.54         2
08/06/2021          3.55         2
08/07/2021          3.56         2
08/08/2021          3.56         2
08/09/2021          3.56         2
08/10/2021          3.57         2
08/11/2021          3.57         2
08/12/2021          3.57         2
08/13/2021          3.58         2
08/14/2021          3.59         2
08/15/2021          3.59         2
08/16/2021          3.60         2
08/17/2021          3.63         2
08/18/2021          3.66         2
08/19/2021          3.66         2
08/20/2021          3.66         2
08/21/2021          3.69         2
08/22/2021          3.69         2
08/23/2021          3.67         2
08/24/2021          3.67         2
08/25/2021          3.67         2
08/26/2021                     215
08/27/2021          3.61         2
08/28/2021          3.60         2
08/29/2021          3.59         2
08/30/2021          3.60         2
08/31/2021          3.61         2
09/01/2021          3.61         2
09/02/2021          3.61         2
09/03/2021          3.62         2
09/04/2021          3.61         2
09/05/2021          3.61         2
09/06/2021          3.61         2
09/07/2021          3.61         2
09/08/2021          3.61         2
09/09/2021          3.61         2
09/10/2021          3.62         2
09/11/2021          3.63         2
09/12/2021          3.62         2
09/13/2021          3.62         2
09/14/2021          3.62         2
09/15/2021          3.62         2
09/16/2021          3.62         2
09/17/2021          3.62         2
09/18/2021          3.63         2
09/19/2021          3.66         2
09/20/2021                     255
09/21/2021                     255
09/22/2021                     255
09/23/2021                     255
09/24/2021                     255
09/25/2021                     255
09/26/2021                     255
09/27/2021                     255
09/28/2021                     255
09/29/2021                     255
09/30/2021                     255
10/01/2021                     255

Quality Codes Key:
2 - Good quality provisional data
77 - Estimated from another station, same variable
215 - Data rejected
255 - Incomplete day
