To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
----------   -----------   -------
10/01/2016          4.13         2
10/02/2016          4.13         2
10/03/2016          4.13         2
10/04/2016                     255
10/05/2016          4.17         2
10/06/2016          4.18         2
10/07/2016          4.19         2
10/08/2016          4.23         2
10/09/2016          4.21         2
10/10/2016          4.24         2
10/11/2016          4.21         2
10/12/2016          4.19         2
10/13/2016          4.19         2
10/14/2016          4.26         2
10/15/2016          4.25         2
10/16/2016          4.34         2
10/17/2016          4.32         2
10/18/2016          4.35         2
10/19/2016          4.29         2
10/20/2016          4.26         2
10/21/2016          4.30         2
10/22/2016          4.29         2
10/23/2016          4.27         2
10/24/2016          4.26         2
10/25/2016          4.25         2
10/26/2016          4.28         2
10/27/2016          4.28         2
10/28/2016          4.27         2
10/29/2016          4.27         2
10/30/2016          4.28         2
10/31/2016          4.35         2
11/01/2016          4.38         2
11/02/2016          4.36         2
11/03/2016          4.33         2
11/04/2016          4.32         2
11/05/2016          4.30         2
11/06/2016          4.31         2
11/07/2016          4.30         2
11/08/2016          4.30         2
11/09/2016          4.29         2
11/10/2016          4.27         2
11/11/2016          4.26         2
11/12/2016          4.25         2
11/13/2016          4.25         2
11/14/2016          4.25         2
11/15/2016          4.30         2
11/16/2016          4.30         2
11/17/2016          4.28         2
11/18/2016          4.27         2
11/19/2016          4.27         2
11/20/2016          4.27         2
11/21/2016          4.28         2
11/22/2016          4.26         2
11/23/2016          4.26         2
11/24/2016          4.26         2
11/25/2016          4.25         2
11/26/2016          4.25         2
11/27/2016          4.24         2
11/28/2016          4.26         2
11/29/2016          4.25         2
11/30/2016          4.24         2
12/01/2016          4.23         2
12/02/2016          4.22         2
12/03/2016          4.22         2
12/04/2016          4.27         2
12/05/2016          4.26         2
12/06/2016          4.26         2
12/07/2016          4.24         2
12/08/2016          4.22         2
12/09/2016          4.25         2
12/10/2016          4.25         2
12/11/2016          4.24         2
12/12/2016          4.24         2
12/13/2016          4.23         2
12/14/2016          4.23         2
12/15/2016          4.23         2
12/16/2016          4.23         2
12/17/2016          4.19         2
