To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
12/18/2016          4.19         2
12/19/2016          4.27         2
12/20/2016          4.30         2
12/21/2016          4.30         2
12/22/2016          4.30         2
12/23/2016          4.31         2
12/24/2016          4.32         2
12/25/2016          4.31         2
12/26/2016          4.30         2
12/27/2016          4.30         2
12/28/2016          4.29         2
12/29/2016          4.27         2
12/30/2016          4.29         2
12/31/2016          4.28         2
01/01/2017          4.28         2
01/02/2017          4.27         2
01/03/2017          4.27         2
01/04/2017                     250
01/05/2017                     250
01/06/2017                     250
01/07/2017                     250
01/08/2017                     250
01/09/2017          4.31        50
01/10/2017          4.26        50
01/11/2017          4.25        50
01/12/2017                     250
01/13/2017                     250
01/14/2017                     250
01/15/2017                     250
01/16/2017                     250
01/17/2017                     250
01/18/2017                     250
01/19/2017          4.35        50
01/20/2017          4.37        50
01/21/2017          4.39        50
01/22/2017          4.41        50
01/23/2017          4.40        50
01/24/2017          4.39        50
01/25/2017          4.37        50
01/26/2017          4.35        50
01/27/2017          4.33        50
01/28/2017          4.32        50
01/29/2017          4.31        50
01/30/2017          4.30        50
01/31/2017          4.30        50
02/01/2017          4.28         2
02/02/2017          4.27         2
02/03/2017          4.27         2
02/04/2017          4.30         2
02/05/2017          4.37         2
02/06/2017          4.50         2
02/07/2017          4.58         2
02/08/2017          4.58         2
02/09/2017          4.69         2
02/10/2017          5.25         2
02/11/2017          5.23         2
02/12/2017          4.97         2
02/13/2017          4.78         2
02/14/2017          4.68         2
02/15/2017          4.61         2
02/16/2017          4.76         2
02/17/2017          5.29         2
02/18/2017          5.26         2
02/19/2017          5.06         2
02/20/2017          5.04         2
02/21/2017          5.09         2
02/22/2017          5.08         2
02/23/2017          4.99         2
02/24/2017          4.89         2
02/25/2017          4.78         2
02/26/2017          4.70         2
02/27/2017          4.62         2
02/28/2017          4.56         2
03/01/2017          4.52         2
03/02/2017          4.48         2
03/03/2017          4.44         2
03/04/2017          4.46         2
03/05/2017          4.48         2
03/06/2017          4.48         2
03/07/2017          4.48         2
03/08/2017          4.65         2
03/09/2017          5.07         2
03/10/2017          5.77         2
03/11/2017          5.86         2
03/12/2017          5.53         2
03/13/2017          5.28         2
03/14/2017          5.48         2
03/15/2017          6.14         2
03/16/2017          6.16         2
03/17/2017          5.55         2
03/18/2017          5.39         2
03/19/2017          5.94         2
03/20/2017          5.12         2
03/21/2017          4.69         2
03/22/2017          4.67         2
03/23/2017          4.51         2
03/24/2017          4.32         2
03/25/2017          4.24         2
03/26/2017          4.13         2
03/27/2017                     255
03/28/2017                     255
03/29/2017                     255
03/30/2017          4.05         2
03/31/2017          4.03         2
04/01/2017          3.97         2
04/02/2017          3.93         2
04/03/2017          3.88         2
04/04/2017          3.84         2
04/05/2017          3.78         2
04/06/2017          3.76         2
04/07/2017          3.83         2
04/08/2017          3.88         2
04/09/2017          3.83         2
04/10/2017          3.78         2
04/11/2017          3.73         2
04/12/2017          3.70         2
04/13/2017          3.74         2
04/14/2017          3.75         2
04/15/2017          3.73         2
04/16/2017          3.71         2
04/17/2017          3.72         2
04/18/2017          3.73         2
04/19/2017          3.73         2
04/20/2017          3.74         2
04/21/2017          3.73         2
04/22/2017          3.71         2
04/23/2017          3.73         2
04/24/2017          3.74         2
04/25/2017          3.72         2
04/26/2017          3.74         2
04/27/2017          3.74         2
04/28/2017          3.72         2
04/29/2017          3.70         2
04/30/2017          3.69         2
05/01/2017          3.70         2
05/02/2017          3.68         2
05/03/2017          3.66         2
05/04/2017          3.69         2
05/05/2017          3.83         2
05/06/2017          4.03         2
05/07/2017          3.88         2
05/08/2017          3.78         2
05/09/2017          3.73         2
05/10/2017          3.71         2
05/11/2017          3.73         2
05/12/2017          3.77         2
05/13/2017          3.74         2
05/14/2017          3.69         2
05/15/2017          3.65         2
05/16/2017          3.64         2
05/17/2017          3.64         2
05/18/2017          3.59         2
05/19/2017          3.57         2
05/20/2017          3.57         2
05/21/2017          3.59         2
05/22/2017          3.63         2
05/23/2017          3.67         2
05/24/2017          3.73         2
05/25/2017          3.74         2
05/26/2017          3.68         2
05/27/2017          3.66         2
05/28/2017          3.65         2
05/29/2017          3.67         2
05/30/2017          3.70         2
05/31/2017          3.71         2
06/01/2017          3.71         2
06/02/2017          3.67         2
06/03/2017          3.64         2
06/04/2017          3.64         2
06/05/2017          3.62         2
06/06/2017          3.58         2
06/07/2017          3.53         2
06/08/2017          3.57         2
06/09/2017          3.56         2
06/10/2017          3.50         2
06/11/2017          3.45         2
06/12/2017          3.43         2
06/13/2017          3.38         3
06/14/2017          3.35         2
06/15/2017          3.34         2
06/16/2017          3.35         2
06/17/2017          3.33         2
06/18/2017          3.30         2
06/19/2017          3.28         2
06/20/2017          3.26         2
06/21/2017          3.24         2
06/22/2017          3.22         2
06/23/2017          3.20         2
06/24/2017          3.20         2
06/25/2017          3.21         2
06/26/2017          3.22         2
06/27/2017          3.22         2
06/28/2017          3.23         2
06/29/2017          3.22         2
06/30/2017          3.21         2
07/01/2017          3.20         2
07/02/2017          3.20         2
07/03/2017          3.19         2
07/04/2017          3.18         2
07/05/2017          3.17         2
07/06/2017          3.16         2
07/07/2017          3.15         2
07/08/2017          3.14         2
07/09/2017          3.13         2
07/10/2017          3.13         2
07/11/2017          3.13         2
07/12/2017          3.13         2
07/13/2017          3.12         2
07/14/2017          3.12         2
07/15/2017          3.11         2
07/16/2017          3.11         2
07/17/2017          3.10         2
07/18/2017          3.10         2
07/19/2017          3.09         2
07/20/2017          3.09         2
07/21/2017          3.09         2
07/22/2017          3.08         2
07/23/2017          3.07         2
07/24/2017          3.07         2
07/25/2017          3.06         2
07/26/2017          3.06         2
07/27/2017          3.06         2
07/28/2017          3.06         2
07/29/2017          3.06         2
07/30/2017          3.05         2
07/31/2017          3.05         2
08/01/2017          3.04         2
08/02/2017          3.04         2
08/03/2017          3.04         2
08/04/2017          3.03         2
08/05/2017          3.03         2
08/06/2017          3.03         2
08/07/2017          3.03         2
08/08/2017          3.03         2
08/09/2017          3.03         2
08/10/2017          3.03         2
08/11/2017          3.02         2
08/12/2017          3.04         2
08/13/2017          3.06         2
08/14/2017          3.05         2
08/15/2017          3.04         2
08/16/2017          3.03         2
08/17/2017          3.03         2
08/18/2017          3.02         2
08/19/2017          3.02         2
08/20/2017          3.02         2
08/21/2017          3.02         2
08/22/2017          3.02         2
08/23/2017          3.02         2
08/24/2017          3.01         2
08/25/2017          3.02         2
08/26/2017          3.01         2
08/27/2017          2.99         2
08/28/2017          2.98         2
08/29/2017          2.98         2
08/30/2017          2.97         2
08/31/2017          2.98         2
09/01/2017          2.99         2
09/02/2017          2.98         2
09/03/2017          2.98         2
09/04/2017          2.98         2
09/05/2017          2.97         2
09/06/2017          2.99         2
09/07/2017          3.00         2
09/08/2017          3.02         2
09/09/2017          3.03         2
09/10/2017          3.03         2
09/11/2017          3.04         2
09/12/2017          3.05         2
09/13/2017          3.03         2
09/14/2017          3.02         2
09/15/2017          3.01         2
09/16/2017          3.01         2
09/17/2017          3.01         2
09/18/2017          3.04         2
09/19/2017          3.06         2
09/20/2017                     230
09/21/2017                     230
09/22/2017                     230
09/23/2017                     230
09/24/2017                     230
09/25/2017                     230
09/26/2017                     230
09/27/2017                     230
09/28/2017          2.96         2
09/29/2017          2.96         2
09/30/2017          2.94         2
10/01/2017          2.93         2

Quality Codes Key:
2 - Good quality provisional data
3 - Good quality provisional data - edited
50 - Estimated data
230 - Instrument impaired
250 - Ice impacted data (will not be reported)
255 - Incomplete day
