To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
02/06/2019          3.20         2
02/07/2019          3.15         2
02/08/2019          3.18         2
02/09/2019          3.17         2
02/10/2019          3.15         2
02/11/2019          3.14         2
02/12/2019          3.12         2
02/13/2019          3.13         2
02/14/2019          3.11         2
02/15/2019          3.13         2
02/16/2019          3.12         2
02/17/2019          3.11         2
02/18/2019          3.10         2
02/19/2019          3.10         2
02/20/2019          3.11         2
02/21/2019          3.10         2
02/22/2019          3.08         2
02/23/2019          3.09         2
02/24/2019          3.09         2
02/25/2019          3.09         2
02/26/2019          3.09         2
02/27/2019          3.08         2
02/28/2019          3.08         2
03/01/2019          3.07         2
03/02/2019          3.07         2
03/03/2019          3.06         2
03/04/2019          3.05         2
03/05/2019          3.06         2
03/06/2019          3.09         2
03/07/2019          3.10         2
03/08/2019          3.10         2
03/09/2019          3.10         2
03/10/2019          3.11         2
03/11/2019          3.13         2
03/12/2019          3.17         2
03/13/2019          3.20         2
03/14/2019          3.22         2
03/15/2019          3.26         2
03/16/2019          3.30         2
03/17/2019          3.35         2
03/18/2019          3.41         2
03/19/2019          3.47         2
03/20/2019          3.53         2
03/21/2019          3.61         2
03/22/2019          3.65         2
03/23/2019          3.67         2
03/24/2019          3.70         2
03/25/2019          3.70         2
03/26/2019          3.68         2
03/27/2019          3.67         2
03/28/2019          3.65         2
03/29/2019          3.63         2
03/30/2019          3.60         2
03/31/2019          3.57         2
04/01/2019          3.55         2
04/02/2019          3.55         2
04/03/2019          3.57         2
04/04/2019          3.62         2
04/05/2019          3.67         2
04/06/2019          3.73         2
04/07/2019          3.85         2
04/08/2019          4.50         2
04/09/2019          5.03         2
04/10/2019          5.17         2
04/11/2019          4.82         2
04/12/2019          4.66         2
04/13/2019          4.58         2
04/14/2019          4.44         2
04/15/2019          4.22         2
04/16/2019          4.04         2
04/17/2019          3.89         2
04/18/2019          3.82         2
04/19/2019          3.86         2
04/20/2019          4.30         2
04/21/2019          4.36         2
04/22/2019          4.18         2
04/23/2019          4.11         2
04/24/2019          4.22         2
04/25/2019          4.14         2
04/26/2019          4.02         2
04/27/2019          3.89         2
04/28/2019          3.78         2
04/29/2019          3.69         2
04/30/2019          3.62         2
05/01/2019          3.56         2
05/02/2019          3.51         2
05/03/2019          3.48         2
05/04/2019          3.48         2
05/05/2019          3.52         2
05/06/2019          3.56         2
05/07/2019          3.60         2
05/08/2019          3.64         2
05/09/2019          3.62         2
05/10/2019          3.61         2
05/11/2019          3.60         2
05/12/2019          3.63         2
05/13/2019          3.66         2
05/14/2019          3.64         2
05/15/2019          3.62         2
05/16/2019          3.63         2
05/17/2019          3.64         2
05/18/2019          3.59         2
05/19/2019          3.56         2
05/20/2019          3.53         2
05/21/2019          3.49         2
05/22/2019          3.45         2
05/23/2019          3.41         2
05/24/2019          3.41         2
05/25/2019          3.40         2
05/26/2019          3.41         2
05/27/2019          3.41         2
05/28/2019          3.40         2
05/29/2019          3.39         2
05/30/2019          3.43         2
05/31/2019          3.42         2
06/01/2019          3.40         2
06/02/2019          3.38         2
06/03/2019          3.34         2
06/04/2019          3.30         2
06/05/2019          3.27         2
06/06/2019          3.25         2
06/07/2019          3.23         2
06/08/2019          3.19         2
06/09/2019          3.16         2
06/10/2019          3.14         2
06/11/2019          3.12         2
06/12/2019          3.10         2
06/13/2019          3.09         2
06/14/2019          3.07         2
06/15/2019          3.06         2
06/16/2019          3.05         2
06/17/2019          3.04         2
06/18/2019          3.02         2
06/19/2019          3.01         2
06/20/2019          3.03         2
06/21/2019          3.06         2
06/22/2019          3.03         2
06/23/2019          3.01         2
06/24/2019          3.00         2
06/25/2019          2.99         2
06/26/2019          3.00         2
06/27/2019          3.05         2
06/28/2019          3.02         2
06/29/2019          2.99         2
06/30/2019          2.99         2
07/01/2019          2.97         2
07/02/2019          2.98         2
07/03/2019          2.97         2
07/04/2019          2.97         2
07/05/2019          2.95         2
07/06/2019          2.97         2
07/07/2019          2.95         2
07/08/2019          2.95         2
07/09/2019          2.94         2
07/10/2019          2.93         2
07/11/2019          2.93         2
07/12/2019          2.92         2
07/13/2019          2.92         2
07/14/2019          2.91         2
07/15/2019          2.91         2
07/16/2019          2.92         2
07/17/2019          2.91         2
07/18/2019          2.91         2
07/19/2019          2.90         2
07/20/2019          2.89         2
07/21/2019          2.88         2
07/22/2019          2.87         2
07/23/2019          2.86         2
07/24/2019          2.88         2
07/25/2019          2.87         2
07/26/2019          2.85         2
07/27/2019          2.84         2
07/28/2019          2.85         2
07/29/2019          2.84         2
07/30/2019          2.84         2
07/31/2019          2.84         2
08/01/2019          2.83         2
08/02/2019          2.83         2
08/03/2019          2.83         2
08/04/2019          2.83         2
08/05/2019          2.82         2
08/06/2019          2.81         2
08/07/2019          2.81         2
08/08/2019          2.82         2
08/09/2019          2.85         2
08/10/2019          2.90         2
08/11/2019          2.91         2
08/12/2019          2.87         2
08/13/2019          2.86         2
08/14/2019          2.86         2
08/15/2019          2.84         2
08/16/2019          2.84         2
08/17/2019          2.84         2
08/18/2019          2.84         2
08/19/2019          2.83         2
08/20/2019          2.82         2
08/21/2019          2.82         2
08/22/2019          2.83         2
08/23/2019          2.83         2
08/24/2019          2.82         2
08/25/2019          2.81         2
08/26/2019          2.81         2
08/27/2019          2.81         2
08/28/2019          2.80         2
08/29/2019          2.81         2
08/30/2019          2.82         2
08/31/2019          2.81         2
09/01/2019          2.80         2
09/02/2019          2.80         2
09/03/2019          2.80         2
09/04/2019          2.79         2
09/05/2019          2.79         2
09/06/2019          2.80         2
09/07/2019          2.80         2
09/08/2019          2.84         2
09/09/2019          2.87         2
09/10/2019          2.85         2
09/11/2019          2.86         2
09/12/2019          2.84         2
09/13/2019          2.82         2
09/14/2019          2.82         2
09/15/2019          2.82         2
09/16/2019          2.83         2
09/17/2019          2.84         2
09/18/2019          2.85         2
09/19/2019          2.86         2
09/20/2019          2.84         2
09/21/2019          2.84         2
09/22/2019          2.83         2
09/23/2019          2.83         2
09/24/2019          2.82         2
09/25/2019          2.82         2
09/26/2019          2.82         2
09/27/2019          2.82         2
09/28/2019          2.85         2
09/29/2019          2.87         2
09/30/2019          2.87         2
10/01/2019          2.86         2

Quality Codes Key:
2 - Good quality provisional data
