To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
----------   -----------   -------
10/01/2015          4.14         1
10/02/2015          4.14         1
10/03/2015          4.15         1
10/04/2015          4.15         1
10/05/2015          4.15         1
10/06/2015          4.15         1
10/07/2015          4.16         1
10/08/2015          4.18         1
10/09/2015          4.17         1
10/10/2015          4.17         1
10/11/2015          4.18         1
10/12/2015          4.16         1
10/13/2015          4.17         1
10/14/2015          4.17         1
10/15/2015          4.17         1
10/16/2015          4.17         1
10/17/2015          4.17         1
10/18/2015          4.18         1
10/19/2015          4.18         1
10/20/2015          4.18         1
10/21/2015          4.18         1
10/22/2015          4.18         1
10/23/2015          4.19         1
10/24/2015          4.18         1
10/25/2015          4.19         1
10/26/2015          4.19         1
10/27/2015          4.19         1
10/28/2015          4.20         1
10/29/2015          4.21         1
10/30/2015          4.20         1
10/31/2015          4.27         1
11/01/2015          4.36         1
11/02/2015          4.31         1
11/03/2015          4.28         1
11/04/2015          4.25         1
11/05/2015          4.23         1
11/06/2015          4.24         1
11/07/2015          4.22         1
11/08/2015          4.22         1
11/09/2015          4.25         1
11/10/2015          4.26         1
11/11/2015          4.25         1
11/12/2015          4.24         1
11/13/2015          4.23         1
11/14/2015          4.24         1
11/15/2015          4.23         1
11/16/2015          4.23         1
11/17/2015          4.24         1
11/18/2015          4.33         1
11/19/2015          4.31         1
11/20/2015          4.29         1
11/21/2015          4.27         1
11/22/2015          4.26         1
11/23/2015          4.25         1
11/24/2015          4.25         1
11/25/2015          4.25         1
11/26/2015          4.23         1
11/27/2015          4.22         1
11/28/2015          4.22         1
11/29/2015          4.22         1
11/30/2015          4.21         1
12/01/2015          4.22         1
12/02/2015          4.23         1
12/03/2015          4.23         1
12/04/2015          4.24         1
12/05/2015          4.23         1
12/06/2015          4.24         1
12/07/2015          4.35         1
12/08/2015          4.52         1
12/09/2015          4.55         1
12/10/2015          4.58         1
12/11/2015          4.54         1
12/12/2015          4.50         1
12/13/2015          4.49         1
12/14/2015          4.46         1
12/15/2015          4.43         1
12/16/2015          4.42         1
12/17/2015          4.39         1
12/18/2015          4.40         1
12/19/2015          4.40         1
12/20/2015          4.39         1
12/21/2015          4.40         1
12/22/2015          4.45         1
12/23/2015          4.43         1
12/24/2015          4.41         1
12/25/2015          4.39         1
12/26/2015          4.38         1
12/27/2015          4.36         1
12/28/2015          4.35         1
12/29/2015          4.34         1
12/30/2015          4.33         1
12/31/2015          4.29         1
01/01/2016          4.25         1
01/02/2016          4.26         1
01/03/2016          4.34         1
01/04/2016          4.32         1
01/05/2016          4.29         1
01/06/2016          4.29         1
01/07/2016          4.29         1
01/08/2016          4.30         1
01/09/2016          4.31         1
01/10/2016          4.32         1
01/11/2016          4.31         1
01/12/2016          4.32         1
01/13/2016          4.35         1
01/14/2016          4.37         1
01/15/2016          4.37         1
01/16/2016          4.38         1
01/17/2016          4.39         1
01/18/2016          4.44         1
01/19/2016          4.47         1
01/20/2016          4.56         1
01/21/2016          4.58         1
01/22/2016          4.61         1
01/23/2016          4.64         1
01/24/2016          4.69         1
01/25/2016          4.69         1
01/26/2016          4.66         1
01/27/2016          4.61         1
01/28/2016          4.61         1
01/29/2016          4.75         1
01/30/2016          4.79         1
01/31/2016          4.76         1
02/01/2016          4.71         1
02/02/2016          4.66         1
02/03/2016          4.60         1
02/04/2016          4.57         1
02/05/2016          4.53         1
02/06/2016          4.50         1
02/07/2016          4.47         1
02/08/2016          4.46         1
02/09/2016          4.45         1
02/10/2016          4.46         1
02/11/2016          4.49         1
02/12/2016          4.57         1
02/13/2016          4.66         1
02/14/2016          4.71         1
02/15/2016          4.82         1
02/16/2016          5.02         1
02/17/2016          4.98         1
02/18/2016          5.02         1
02/19/2016          5.03         1
02/20/2016          4.96         1
02/21/2016          4.90         1
02/22/2016          4.83         1
02/23/2016          4.76         1
02/24/2016          4.69         1
02/25/2016          4.64         1
02/26/2016          4.61         1
02/27/2016          4.60         1
02/28/2016          4.62         1
02/29/2016          4.62         1
03/01/2016          4.61         1
03/02/2016          4.63         1
03/03/2016          4.61         1
03/04/2016          4.60         1
03/05/2016          4.61         1
03/06/2016          4.68         1
03/07/2016          4.75         1
03/08/2016          4.72         1
03/09/2016          4.69         1
03/10/2016          4.72         1
03/11/2016          4.79         1
03/12/2016          4.82         1
03/13/2016          4.85         1
03/14/2016          4.92         1
03/15/2016          4.92         1
03/16/2016          4.89         1
03/17/2016          4.84         1
03/18/2016          4.79         1
03/19/2016          4.75         1
03/20/2016          4.71         1
03/21/2016          4.73         1
03/22/2016          4.89         1
03/23/2016          4.97         1
03/24/2016          5.04         1
03/25/2016          5.11         1
03/26/2016          5.08         1
03/27/2016          5.02         1
03/28/2016          4.94         1
03/29/2016          4.88         1
03/30/2016          4.82         1
03/31/2016          4.78         1
04/01/2016          4.75         1
04/02/2016          4.75         1
04/03/2016          4.80         1
04/04/2016          4.84         1
04/05/2016          4.81         1
04/06/2016          4.76         1
04/07/2016          4.74         1
04/08/2016          4.76         1
04/09/2016          4.84         1
04/10/2016          4.91         1
04/11/2016          4.90         1
04/12/2016          4.88         1
04/13/2016          4.83         1
04/14/2016          4.81         1
04/15/2016          4.75         1
04/16/2016          4.68         1
04/17/2016          4.66         1
04/18/2016          4.66         1
04/19/2016          4.69         1
04/20/2016          4.72         1
04/21/2016          4.77         1
04/22/2016          4.83         1
04/23/2016          4.84         1
04/24/2016          4.78         1
04/25/2016          4.74         1
04/26/2016          4.69         1
04/27/2016          4.65         1
04/28/2016          4.63         1
04/29/2016          4.65         1
04/30/2016          4.64         1
05/01/2016          4.62         1
05/02/2016          4.61         1
05/03/2016          4.62         1
05/04/2016          4.64         1
05/05/2016          4.67         1
05/06/2016          4.70         1
05/07/2016          4.70         1
05/08/2016          4.70         1
05/09/2016          4.68         1
05/10/2016          4.64         1
05/11/2016          4.59         1
05/12/2016          4.55         1
05/13/2016          4.53         1
05/14/2016          4.55         1
05/15/2016          4.63         1
05/16/2016          4.64         1
05/17/2016          4.61         1
05/18/2016          4.57         1
05/19/2016          4.56         1
05/20/2016          4.54         1
05/21/2016          4.54         1
05/22/2016          4.52         1
05/23/2016          4.49         1
05/24/2016          4.46         1
05/25/2016          4.46         1
05/26/2016          4.45         1
05/27/2016          4.43         1
05/28/2016          4.42         1
05/29/2016          4.39         1
05/30/2016          4.37         1
05/31/2016          4.36         1
06/01/2016          4.35         1
06/02/2016          4.35         1
06/03/2016          4.34         1
06/04/2016          4.32         1
06/05/2016          4.31         1
06/06/2016          4.30         1
06/07/2016          4.29         1
06/08/2016          4.29         1
06/09/2016          4.29         1
06/10/2016          4.31         1
06/11/2016          4.32         1
06/12/2016          4.29         1
06/13/2016          4.28         1
06/14/2016          4.27         1
06/15/2016          4.27         1
06/16/2016          4.30         1
06/17/2016          4.28         1
06/18/2016          4.29         1
06/19/2016          4.28         1
06/20/2016          4.25         1
06/21/2016          4.24         1
06/22/2016          4.23         1
06/23/2016          4.22         1
06/24/2016          4.22         1
06/25/2016          4.23         1
06/26/2016          4.22         1
06/27/2016          4.21         1
06/28/2016          4.19         1
06/29/2016          4.19         1
06/30/2016          4.19         1
07/01/2016          4.19         1
07/02/2016          4.19         1
07/03/2016          4.19         1
07/04/2016          4.19         1
07/05/2016          4.19         1
07/06/2016          4.19         1
07/07/2016          4.18         1
07/08/2016          4.20         1
07/09/2016          4.23         1
07/10/2016          4.27         1
07/11/2016          4.28         1
07/12/2016          4.23         1
07/13/2016          4.22         1
07/14/2016          4.20         1
07/15/2016          4.19         1
07/16/2016          4.19         1
07/17/2016          4.19         1
07/18/2016          4.20         1
07/19/2016          4.20         1
07/20/2016          4.19         1
07/21/2016          4.17         1
07/22/2016          4.17         1
07/23/2016          4.17         1
07/24/2016          4.16         1
07/25/2016          4.14         1
07/26/2016          4.12         1
07/27/2016          4.11         1
07/28/2016          4.10         1
07/29/2016          4.10         1
07/30/2016          4.10         1
07/31/2016          4.10         1
08/01/2016          4.10         1
08/02/2016          4.10         1
08/03/2016          4.11         1
08/04/2016          4.11         1
08/05/2016          4.10         1
08/06/2016          4.09         1
08/07/2016          4.10         1
08/08/2016          4.10         1
08/09/2016          4.14         1
08/10/2016          4.15         1
08/11/2016          4.12         1
08/12/2016          4.11         1
08/13/2016          4.10         1
08/14/2016          4.09         1
08/15/2016          4.09         1
08/16/2016          4.09         1
08/17/2016          4.09         1
08/18/2016          4.09         1
08/19/2016          4.09         1
08/20/2016          4.09         1
08/21/2016          4.08         1
08/22/2016          4.09         1
08/23/2016          4.09         1
08/24/2016          4.09         1
08/25/2016          4.09         1
08/26/2016          4.09         1
08/27/2016          4.08         1
08/28/2016          4.09         1
08/29/2016          4.09         1
08/30/2016          4.10         1
08/31/2016          4.10         1
09/01/2016          4.10         1
09/02/2016          4.12         1
09/03/2016          4.12         1
09/04/2016          4.12         1
09/05/2016          4.12         1
09/06/2016          4.15         1
09/07/2016          4.17         1
09/08/2016          4.14         1
09/09/2016          4.13         1
09/10/2016          4.13         1
09/11/2016          4.12         1
09/12/2016          4.12         1
09/13/2016          4.12         1
09/14/2016          4.12         1
09/15/2016          4.11         1
09/16/2016          4.11         1
09/17/2016          4.13         1
09/18/2016          4.13         1
09/19/2016          4.12         1
09/20/2016          4.13         1
09/21/2016          4.14         1
09/22/2016          4.14         1
09/23/2016          4.14         1
09/24/2016          4.14         1
09/25/2016          4.13         1
09/26/2016          4.13         1
09/27/2016          4.12         1
09/28/2016          4.12         1
09/29/2016          4.13         1
09/30/2016          4.13         1
10/01/2016          4.13         2

Quality Codes Key:
1 - Good quality REVIEWED data
2 - Good quality provisional data
