To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         TIME    STAGE (ft.)   QUALITY
08/21/2007   00:00          4.19         1
08/22/2007   00:00          4.16         1
08/23/2007   00:00          4.15         1
08/24/2007   00:00          4.14         1
08/25/2007   00:00          4.14         1
08/26/2007   00:00          4.14         1
08/27/2007   00:00          4.15         1
08/28/2007   00:00          4.14         1
08/29/2007   00:00          4.14         1
08/30/2007   00:00          4.13         1
08/31/2007   00:00          4.14         1
09/01/2007   00:00          4.19         1
09/02/2007   00:00          4.16         1
09/03/2007   00:00          4.15         1
09/04/2007   00:00          4.14         1
09/05/2007   00:00          4.15         1
09/06/2007   00:00          4.14         1
09/07/2007   00:00          4.14         1
09/08/2007   00:00          4.14         1
09/09/2007   00:00          4.14         1
09/10/2007   00:00          4.14         1
09/11/2007   00:00          4.13         1
09/12/2007   00:00          4.13         1
09/13/2007   00:00          4.14         1
09/14/2007   00:00          4.13         1
09/15/2007   00:00          4.13         1
09/16/2007   00:00          4.12         1
09/17/2007   00:00          4.12         1
09/18/2007   00:00          4.13         1
09/19/2007   00:00          4.14         1
09/20/2007   00:00          4.14         1
09/21/2007   00:00          4.12         1
09/22/2007   00:00          4.12         1
09/23/2007   00:00          4.13         1
09/24/2007   00:00          4.14         1
09/25/2007   00:00          4.14         1
09/26/2007   00:00          4.14         1
09/27/2007   00:00          4.14         1
09/28/2007   00:00          4.15         1
09/29/2007   00:00          4.16         1
09/30/2007   00:00          4.15         1

Quality Codes Key:
1 - Good quality REVIEWED data
250 - Ice impacted data (will not be reported)
