To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Stage (ft.)   QUALITY
04/22/2020          3.69         2
04/23/2020          3.83         2
04/24/2020          3.95         2
04/25/2020          3.90         2
04/26/2020          3.92         2
04/27/2020          3.92         2
04/28/2020          4.03         2
04/29/2020          4.08         2
04/30/2020          4.27         2
05/01/2020          4.21         2
05/02/2020          4.08         2
05/03/2020          4.05         2
05/04/2020          3.92         2
05/05/2020          3.84         2
05/06/2020          3.87         2
05/07/2020          3.79         2
05/08/2020          3.74         2
05/09/2020          3.73         2
05/10/2020          3.80         2
05/11/2020          3.90         2
05/12/2020          3.96         2
05/13/2020          3.93         2
05/14/2020          3.87         2
05/15/2020          3.80         2
05/16/2020          3.73         2
05/17/2020          3.74         2
05/18/2020          3.83         2
05/19/2020          3.87         2
05/20/2020          4.18         2
05/21/2020          4.82         2
05/22/2020          4.94         2
05/23/2020          4.75         2
05/24/2020          4.59         2
05/25/2020          4.45         2
05/26/2020          4.34         2
05/27/2020          4.25         2
05/28/2020          4.19         2
05/29/2020          4.18         2
05/30/2020          4.20         2
05/31/2020          4.27         2
06/01/2020          4.22         2
06/02/2020          4.13         2
06/03/2020          4.07         2
06/04/2020          4.03         2
06/05/2020          4.00         2
06/06/2020          4.01         2
06/07/2020          3.96         2
06/08/2020          3.94         2
06/09/2020          3.92         2
06/10/2020          3.90         2
06/11/2020          3.88         2
06/12/2020          3.87         2
06/13/2020          3.90         2
06/14/2020          3.89         2
06/15/2020          3.87         2
06/16/2020          3.87         2
06/17/2020          3.84         2
06/18/2020                     215
06/19/2020          3.78         2
06/20/2020          3.77         2
06/21/2020          3.76         2
06/22/2020          3.74         2
06/23/2020          3.73         2
06/24/2020          3.72         2
06/25/2020          3.71         2
06/26/2020          3.70         2
06/27/2020          3.69         2
06/28/2020          3.69         2
06/29/2020          3.71         2
06/30/2020          3.73         2
07/01/2020          3.69         2
07/02/2020          3.67         2
07/03/2020          3.66         2
07/04/2020          3.65         2
07/05/2020          3.64         2
07/06/2020          3.64         2
07/07/2020          3.65         2
07/08/2020          3.64         2
07/09/2020          3.63         2
07/10/2020          3.63         2
07/11/2020          3.62         2
07/12/2020          3.61         2
07/13/2020          3.61         2
07/14/2020          3.60         2
07/15/2020          3.59         2
07/16/2020          3.59         2
07/17/2020          3.59         2
07/18/2020          3.58         2
07/19/2020          3.58         2
07/20/2020          3.58         2
07/21/2020          3.58         2
07/22/2020          3.58         2
07/23/2020          3.58         2
07/24/2020          3.57         2
07/25/2020          3.83         3
07/26/2020          4.09         3
07/27/2020          4.08         3
07/28/2020          4.08         3
07/29/2020          4.07         3
07/30/2020          4.06         3
07/31/2020          4.06         3
08/01/2020          4.05         3
08/02/2020          4.06         3
08/03/2020          4.06         3
08/04/2020          4.06         3
08/05/2020          4.06         3
08/06/2020          4.06         3
08/07/2020          4.07         3
08/08/2020          4.07         3
08/09/2020          4.07         3
08/10/2020          4.06         3
08/11/2020          3.85         3
08/12/2020          3.58         2
08/13/2020          3.58         2
08/14/2020          3.57         2
08/15/2020          3.56         2
08/16/2020          3.55         2
08/17/2020          3.55         2
08/18/2020          3.55         2
08/19/2020          3.56         2
08/20/2020          3.56         2
08/21/2020          3.56         2
08/22/2020          3.55         2
08/23/2020          3.54         2
08/24/2020          3.56         2
08/25/2020          3.57         2
08/26/2020          3.56         2
08/27/2020          3.55         2
08/28/2020          3.55         2
08/29/2020          3.55         2
08/30/2020          3.54         2
08/31/2020          3.55         2
09/01/2020          3.55         2
09/02/2020          3.55         2
09/03/2020          3.54         2
09/04/2020          3.54         2
09/05/2020          3.53         2
09/06/2020          3.53         2
09/07/2020          3.54         2
09/08/2020          3.54         2
09/09/2020          3.53         2
09/10/2020          3.54         2
09/11/2020          3.53         2
09/12/2020          3.54         2
09/13/2020          3.54         2
09/14/2020          3.53         2
09/15/2020          3.53         2
09/16/2020          3.53         2
09/17/2020          3.53         2
09/18/2020          3.53         2
09/19/2020          3.55         2
09/20/2020          3.55         2
09/21/2020          3.54         2
09/22/2020          3.53         2
09/23/2020          3.53         2
09/24/2020          3.54         2
09/25/2020          3.54         2
09/26/2020          3.57         2
09/27/2020          3.55         2
09/28/2020          3.53        77
09/29/2020          3.52        77
09/30/2020          3.52        77
10/01/2020          3.52        77

Quality Codes Key:
2 - Good quality provisional data
3 - Good quality provisional data - edited
77 - Estimated from another station, same variable
215 - Data rejected
