To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Water Temp. (°C)   QUALITY
01/28/2017                3.4       140
01/29/2017                3.9       140
01/30/2017                4.3       140
01/31/2017                3.9       140
02/01/2017                1.8       140
02/02/2017                1.2       140
02/03/2017                1.6       140
02/04/2017                3.4       140
02/05/2017                5.5       140
02/06/2017                5.4       140
02/07/2017                3.8       140
02/08/2017                3.9       140
02/09/2017                5.4       140
02/10/2017                5.0       140
02/11/2017                5.0       140
02/12/2017                4.9       140
02/13/2017                4.8       140
02/14/2017                5.0       140
02/15/2017                5.7       140
02/16/2017                7.2       140
02/17/2017                6.2       140
02/18/2017                6.2       140
02/19/2017                6.3       140
02/20/2017                6.5       140
02/21/2017                6.3       140
02/22/2017                6.0       140
02/23/2017                5.2       140
02/24/2017                4.6       140
02/25/2017                4.4       140
02/26/2017                4.9       140
02/27/2017                5.1       140
02/28/2017                5.0       140
03/01/2017                5.6       140
03/02/2017                6.4       140
03/03/2017                6.7       140
03/04/2017                6.4       140
03/05/2017                5.7       140
03/06/2017                5.0       140
03/07/2017                5.2       140
03/08/2017                6.0       140
03/09/2017                6.6       140
03/10/2017                7.6       140
03/11/2017                7.0       140
03/12/2017                7.5       140
03/13/2017                7.8       140
03/14/2017                8.3       140
03/15/2017                7.8       140
03/16/2017                7.1       140
03/17/2017                6.9       140
03/18/2017                7.8       140
03/19/2017                6.8       140
03/20/2017                6.6       140
03/21/2017                7.4       140
03/22/2017                7.2       140
03/23/2017                7.1       140
03/24/2017                7.0       140
03/25/2017                7.1       140
03/26/2017                6.8       140
03/27/2017                          255
03/28/2017                          255
03/29/2017                          255
03/30/2017                7.7       140
03/31/2017                7.7       140
04/01/2017                7.6       140
04/02/2017                7.6       140
04/03/2017                7.3       140
04/04/2017                7.2       140
04/05/2017                8.9       140
04/06/2017                9.0       140
04/07/2017                8.6       140
04/08/2017                7.4       140
04/09/2017                7.1       140
04/10/2017                7.5       140
04/11/2017                7.6       140
04/12/2017                8.8       140
04/13/2017                8.9       140
04/14/2017                7.8       140
04/15/2017                7.8       140
04/16/2017                8.5       140
04/17/2017                9.4       140
04/18/2017                8.8       140
04/19/2017                8.6       140
04/20/2017                8.8       140
04/21/2017                9.2       140
04/22/2017                9.4       140
04/23/2017                9.6       140
04/24/2017                9.1       140
04/25/2017                9.2       140
04/26/2017                8.7       140
04/27/2017                8.3       140
04/28/2017                8.5       140
04/29/2017                9.0       140
04/30/2017               10.0       140
05/01/2017                8.6       140
05/02/2017                8.9       140
05/03/2017               10.2       140
05/04/2017               12.0       140
05/05/2017               11.0       140
05/06/2017                8.7       140
05/07/2017                9.1       140
05/08/2017                9.3       140
05/09/2017               10.1       140
05/10/2017               10.9       140
05/11/2017               10.7       140
05/12/2017                9.0       140
05/13/2017                7.9       140
05/14/2017                8.1       140
05/15/2017                8.6       140
05/16/2017                8.8       140
05/17/2017                7.8       140
05/18/2017                9.5       140
05/19/2017               10.6       140
05/20/2017               10.5       140
05/21/2017               11.6       140
05/22/2017               12.2       140
05/23/2017               12.7       140
05/24/2017               11.5       140
05/25/2017                9.9       140
05/26/2017               10.7       140
05/27/2017               11.7       140
05/28/2017               12.5       140
05/29/2017               13.0       140
05/30/2017               13.0       140
05/31/2017               12.6       140
06/01/2017               11.9       140
06/02/2017               12.2       140
06/03/2017               13.1       140
06/04/2017               11.7       140
06/05/2017               11.8       140
06/06/2017               12.9       140
06/07/2017               14.2       140
06/08/2017               13.0       140
06/09/2017               12.1       140
06/10/2017               11.8       140
06/11/2017               11.9       140
06/12/2017               12.8       140
06/13/2017               12.6       140
06/14/2017               12.6       140
06/15/2017               12.7       140
06/16/2017               13.0       140
06/17/2017               13.7       140
06/18/2017               14.8       140
06/19/2017               15.8       140
06/20/2017               16.3       140
06/21/2017               15.4       140
06/22/2017               14.6       140
06/23/2017               14.7       140
06/24/2017               15.4       140
06/25/2017               16.2       140
06/26/2017               17.0       140
06/27/2017               16.9       140
06/28/2017               16.3       140
06/29/2017               16.2       140
06/30/2017               16.6       140
07/01/2017               16.9       140
07/02/2017               17.4       140
07/03/2017               17.4       140
07/04/2017               16.9       140
07/05/2017               17.6       140
07/06/2017               18.3       140
07/07/2017               18.7       140
07/08/2017               18.4       140
07/09/2017               18.1       140
07/10/2017               18.0       140
07/11/2017               17.3       140
07/12/2017               17.4       140
07/13/2017               17.8       140
07/14/2017               18.0       140
07/15/2017               18.4       140
07/16/2017               17.4       140
07/17/2017               16.6       140
07/18/2017               17.0       140
07/19/2017               17.5       140
07/20/2017               17.5       140
07/21/2017               17.0       140
07/22/2017               17.2       140
07/23/2017               18.1       140
07/24/2017               18.1       140
07/25/2017               17.7       140
07/26/2017               17.9       140
07/27/2017               18.1       140
07/28/2017               18.0       140
07/29/2017               18.2       140
07/30/2017               18.2       140
07/31/2017               18.1       140
08/01/2017               18.2       140
08/02/2017               18.2       140
08/03/2017               18.5       140
08/04/2017               18.6       140
08/05/2017               18.1       140
08/06/2017               18.2       140
08/07/2017               18.2       140
08/08/2017               18.1       140
08/09/2017               18.1       140
08/10/2017               18.2       140
08/11/2017               18.3       140
08/12/2017               17.9       140
08/13/2017               17.0       140
08/14/2017               16.4       140
08/15/2017               16.1       140
08/16/2017               16.4       140
08/17/2017               17.1       140
08/18/2017               16.8       140
08/19/2017               16.9       140
08/20/2017               16.2       140
08/21/2017               16.2       140
08/22/2017               16.5       140
08/23/2017               16.7       140
08/24/2017               17.1       140
08/25/2017               15.7       140
08/26/2017               15.6       140
08/27/2017               16.0       140
08/28/2017               16.1       140
08/29/2017               17.1       140
08/30/2017               17.3       140
08/31/2017               16.8       140
09/01/2017               16.6       140
09/02/2017               16.8       140
09/03/2017               16.9       140
09/04/2017               16.8       140
09/05/2017               16.4       140
09/06/2017               16.2       140
09/07/2017               16.1       140
09/08/2017               16.8       140
09/09/2017               17.1       140
09/10/2017               16.6       140
09/11/2017               15.8       140
09/12/2017               15.8       140
09/13/2017               15.5       140
09/14/2017               14.0       140
09/15/2017               13.1       140
09/16/2017               12.7       140
09/17/2017               13.1       140
09/18/2017               13.4       140
09/19/2017               12.2       140
09/20/2017               11.5       140
09/21/2017               11.0       140
09/22/2017               11.0       140
09/23/2017               11.9       140
09/24/2017               12.3       140
09/25/2017               12.8       140
09/26/2017               13.6       140
09/27/2017               13.2       140
09/28/2017               13.4       140
09/29/2017               13.3       140
09/30/2017               12.8       140
10/01/2017               12.0       140

Quality Codes Key:
140 - Data not yet checked
255 - Incomplete day
