To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         TIME    STAGE (ft.)   QUALITY
----------   -----   -----------   -------
10/01/2009   00:00          3.14         1
10/02/2009   00:00          3.15         1
10/03/2009   00:00          3.21         1
10/04/2009   00:00          3.32         1
10/05/2009   00:00          3.24         1
10/06/2009   00:00          3.22         1
10/07/2009   00:00          3.20         1
10/08/2009   00:00          3.20         1
10/09/2009   00:00          3.19         1
10/10/2009   00:00          3.19         1
10/11/2009   00:00          3.20         1
10/12/2009   00:00          3.21         1
10/13/2009   00:00          3.22         1
10/14/2009   00:00          3.29         1
10/15/2009   00:00          3.33         1
10/16/2009   00:00          3.27         1
10/17/2009   00:00          3.25         1
10/18/2009   00:00          3.24         1
10/19/2009   00:00          3.23         1
10/20/2009   00:00          3.24         1
10/21/2009   00:00          3.23         1
10/22/2009   00:00          3.24         1
10/23/2009   00:00          3.25         1
10/24/2009   00:00          3.27         1
10/25/2009   00:00          3.26         1
10/26/2009   00:00          3.27         1
10/27/2009   00:00          3.45         1
10/28/2009   00:00          3.35         1
10/29/2009   00:00          3.31         1
10/30/2009   00:00          3.30         1
10/31/2009   00:00          3.35         1
11/01/2009   00:00          3.38         1
11/02/2009   00:00          3.32         1
11/03/2009   00:00          3.29         1
11/04/2009   00:00          3.28         1
11/05/2009   00:00          3.27         1
11/06/2009   00:00          3.30         1
11/07/2009   00:00          3.33         1
11/08/2009   00:00          3.36         1
11/09/2009   00:00          3.35         1
11/10/2009   00:00          3.36         1
11/11/2009   00:00          3.38         1
11/12/2009   00:00          3.39         1
11/13/2009   00:00          3.38         1
11/14/2009   00:00          3.38        50
11/15/2009   00:00          3.36        50
11/16/2009   00:00          3.35        50
11/17/2009   00:00          3.35         1
11/18/2009   00:00          3.37         1
11/19/2009   00:00          3.36         1
