To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         TIME    STAGE (ft.)   QUALITY
12/14/2006   00:00            ""       255
12/15/2006   00:00            ""       255
12/16/2006   00:00            ""       255
12/17/2006   00:00            ""       255
12/18/2006   00:00            ""       255
12/19/2006   00:00            ""       255
12/20/2006   00:00            ""       255
12/21/2006   00:00            ""       255
12/22/2006   00:00            ""       255
12/23/2006   00:00            ""       255
12/24/2006   00:00            ""       255
12/25/2006   00:00            ""       255
12/26/2006   00:00            ""       255
12/27/2006   00:00            ""       255
12/28/2006   00:00            ""       255
12/29/2006   00:00            ""       255
12/30/2006   00:00            ""       255
12/31/2006   00:00            ""       255
01/01/2007   00:00            ""       255
01/02/2007   00:00            ""       255
01/03/2007   00:00            ""       255
01/04/2007   00:00            ""       255
01/05/2007   00:00            ""       255
01/06/2007   00:00            ""       255
01/07/2007   00:00            ""       255
01/08/2007   00:00            ""       255
01/09/2007   00:00            ""       255
01/10/2007   00:00            ""       255
01/11/2007   00:00            ""       255
01/12/2007   00:00            ""       255
01/13/2007   00:00            ""       255
01/14/2007   00:00            ""       255
01/15/2007   00:00            ""       255
01/16/2007   00:00            ""       255
01/17/2007   00:00            ""       255
01/18/2007   00:00          4.10        50
01/19/2007   00:00          4.05        50
01/20/2007   00:00          4.08        50
01/21/2007   00:00          4.02        50
01/22/2007   00:00          3.99        50
01/23/2007   00:00          3.99        50
01/24/2007   00:00          3.99        50
01/25/2007   00:00          3.98        50
01/26/2007   00:00          3.96        50
01/27/2007   00:00          3.94        50
01/28/2007   00:00          3.92        50
01/29/2007   00:00          3.90        50
01/30/2007   00:00          3.89        50
01/31/2007   00:00          3.87        50
02/01/2007   00:00          3.85        50
02/02/2007   00:00          3.79        50
02/03/2007   00:00          3.82        50
02/04/2007   00:00          3.93        50
02/05/2007   00:00          3.99        50
02/06/2007   00:00          4.07        50
02/07/2007   00:00          4.10        50
02/08/2007   00:00          4.13        50
02/09/2007   00:00          4.31        50
02/10/2007   00:00          4.45        50
02/11/2007   00:00          4.53        50
02/12/2007   00:00          4.57        50
02/13/2007   00:00          4.49        50
02/14/2007   00:00          4.41        50
02/15/2007   00:00          4.48        50
02/16/2007   00:00          4.69        50
02/17/2007   00:00          4.64        50
02/18/2007   00:00          4.62        50
02/19/2007   00:00          4.56        50
02/20/2007   00:00          4.56        50
02/21/2007   00:00          4.52        50
02/22/2007   00:00          4.47        50
02/23/2007   00:00          4.42        50
02/24/2007   00:00          4.34        50
02/25/2007   00:00          4.32        50
02/26/2007   00:00          4.33        50
02/27/2007   00:00          4.28        50
02/28/2007   00:00          4.25        50
03/01/2007   00:00          4.20        50
03/02/2007   00:00          4.14        50
03/03/2007   00:00          4.11        50
03/04/2007   00:00          4.18        50
03/05/2007   00:00          4.28        50
03/06/2007   00:00          4.43        50
03/07/2007   00:00          4.54        50
03/08/2007   00:00          5.04        50
03/09/2007   00:00          4.83        50
03/10/2007   00:00          4.66        50
03/11/2007   00:00          4.59        50
03/12/2007   00:00          4.81        50
03/13/2007   00:00          5.00        50
03/14/2007   00:00          4.81        50
03/15/2007   00:00          4.60        50
03/16/2007   00:00          4.45        50
03/17/2007   00:00          4.36        50
03/18/2007   00:00          4.30        50
03/19/2007   00:00          4.26        50
03/20/2007   00:00          4.36        50
03/21/2007   00:00          4.26        50
03/22/2007   00:00          4.18        50
03/23/2007   00:00          4.16        50
03/24/2007   00:00          4.12        50
03/25/2007   00:00          4.53        50
03/26/2007   00:00          4.69        50
03/27/2007   00:00          4.72        50
03/28/2007   00:00          4.60        50
03/29/2007   00:00          4.50        50
03/30/2007   00:00          4.42        50
03/31/2007   00:00          4.33        50
04/01/2007   00:00          4.36        50
04/02/2007   00:00          4.25        50
04/03/2007   00:00          4.16        50
04/04/2007   00:00          4.10        50
04/05/2007   00:00          4.03        50
04/06/2007   00:00          3.98        50
04/07/2007   00:00          3.96        50
04/08/2007   00:00          3.96        50
04/09/2007   00:00          4.06        50
04/10/2007   00:00          3.99        50
04/11/2007   00:00          3.93        50
04/12/2007   00:00          3.89        50
04/13/2007   00:00          3.84        50
04/14/2007   00:00          3.82        50
04/15/2007   00:00          3.84        50
04/16/2007   00:00          3.79        50
04/17/2007   00:00          3.82        50
04/18/2007   00:00          3.79        50
04/19/2007   00:00          3.76        50
04/20/2007   00:00          3.74        50
04/21/2007   00:00          3.73        50
04/22/2007   00:00          3.75        50
04/23/2007   00:00          3.79        50
04/24/2007   00:00          3.76        50
04/25/2007   00:00          3.75        50
04/26/2007   00:00          3.74        50
04/27/2007   00:00          3.72        50
04/28/2007   00:00          3.71        50
04/29/2007   00:00          3.72        50
04/30/2007   00:00          3.71        50
05/01/2007   00:00          3.69        50
05/02/2007   00:00          3.77        50
05/03/2007   00:00          3.80        50
05/04/2007   00:00          3.73        50
05/05/2007   00:00          3.67        50
05/06/2007   00:00          3.63        50
05/07/2007   00:00          3.60        50
05/08/2007   00:00          3.59        50
05/09/2007   00:00          3.60        50
05/10/2007   00:00          3.59        50
05/11/2007   00:00          3.58        50
05/12/2007   00:00          3.56        50
05/13/2007   00:00          3.56        50
05/14/2007   00:00          3.52        50
05/15/2007   00:00          3.48        50
05/16/2007   00:00          3.45        50
05/17/2007   00:00          3.44        50
05/18/2007   00:00          3.41        50
05/19/2007   00:00          3.40        50
05/20/2007   00:00          3.39        50
05/21/2007   00:00          3.44        50
05/22/2007   00:00          3.44        50
05/23/2007   00:00          3.41        50
05/24/2007   00:00          3.37        50
05/25/2007   00:00          3.34        50
05/26/2007   00:00          3.32        50
05/27/2007   00:00          3.31        50
05/28/2007   00:00          3.29        50
05/29/2007   00:00          3.28        50
05/30/2007   00:00          3.25        50
05/31/2007   00:00          3.24        50
06/01/2007   00:00          3.22         1
06/02/2007   00:00          3.21         1
06/03/2007   00:00          3.20         1
06/04/2007   00:00          3.20         1
06/05/2007   00:00          3.35         1
06/06/2007   00:00          3.35         1
06/07/2007   00:00          3.29         1
06/08/2007   00:00          3.25         1
06/09/2007   00:00          3.23         1
06/10/2007   00:00          3.33         1
06/11/2007   00:00          3.32         1
06/12/2007   00:00          3.26         1
06/13/2007   00:00          3.23         1
06/14/2007   00:00          3.22         1
06/15/2007   00:00          3.20         1
06/16/2007   00:00          3.20         1
06/17/2007   00:00          3.20         1
06/18/2007   00:00          3.19         1
06/19/2007   00:00          3.17         1
06/20/2007   00:00          3.15         1
06/21/2007   00:00          3.12         1
06/22/2007   00:00          3.12         1
06/23/2007   00:00          3.09         1
06/24/2007   00:00          3.10         1
06/25/2007   00:00          3.13         1
06/26/2007   00:00          3.11         1
06/27/2007   00:00          3.10         1
06/28/2007   00:00          3.08         1
06/29/2007   00:00          3.09         1
06/30/2007   00:00          3.11         1
07/01/2007   00:00          3.09         1
07/02/2007   00:00          3.07         1
07/03/2007   00:00          3.05         1
07/04/2007   00:00          3.04         1
07/05/2007   00:00          3.03         1
07/06/2007   00:00          3.01         1
07/07/2007   00:00          3.01         1
07/08/2007   00:00          3.00         1
07/09/2007   00:00          3.00         1
07/10/2007   00:00          2.99         1
07/11/2007   00:00          2.98         1
07/12/2007   00:00          2.99         1
07/13/2007   00:00          3.01         1
07/14/2007   00:00          3.03         1
07/15/2007   00:00          3.00         1
07/16/2007   00:00          2.99         1
07/17/2007   00:00          2.99         1
07/18/2007   00:00          3.00        82
07/19/2007   00:00          3.08         1
07/20/2007   00:00          3.07         1
07/21/2007   00:00          3.05         1
07/22/2007   00:00          3.02         1
07/23/2007   00:00          3.00         1
07/24/2007   00:00          2.98         1
07/25/2007   00:00          2.98         1
07/26/2007   00:00          2.95         1
07/27/2007   00:00          2.92         1
07/28/2007   00:00          2.92         1
07/29/2007   00:00          2.91         1
07/30/2007   00:00          2.92         1
07/31/2007   00:00          2.95         1
08/01/2007   00:00          2.95         1
08/02/2007   00:00          2.94         1
08/03/2007   00:00          2.93         1
08/04/2007   00:00          2.93         1
08/05/2007   00:00          2.95         1
08/06/2007   00:00          2.96         1
08/07/2007   00:00          2.95         1
08/08/2007   00:00          2.95         1
08/09/2007   00:00          2.96         1
08/10/2007   00:00          2.95         1
08/11/2007   00:00          2.95         1
08/12/2007   00:00          2.94         1
08/13/2007   00:00          2.94         1
08/14/2007   00:00          2.93         1
08/15/2007   00:00          2.92         1
08/16/2007   00:00          2.92         1
08/17/2007   00:00          2.93         1
08/18/2007   00:00          2.94         1
08/19/2007   00:00          3.00         1
08/20/2007   00:00          3.09         1
08/21/2007   00:00          3.07         1
08/22/2007   00:00          3.02         1
08/23/2007   00:00          2.99         1
08/24/2007   00:00          2.97         1
08/25/2007   00:00          2.95         1
08/26/2007   00:00          2.94         1
08/27/2007   00:00          2.95         1
08/28/2007   00:00          2.98         1
08/29/2007   00:00          2.98         1
08/30/2007   00:00          2.97         1
08/31/2007   00:00          2.97         1
09/01/2007   00:00          3.03         1
09/02/2007   00:00          3.02         1
09/03/2007   00:00          2.99         1
09/04/2007   00:00          2.97         1
09/05/2007   00:00          2.98         1
09/06/2007   00:00          2.97         1
09/07/2007   00:00          2.97         1
09/08/2007   00:00          2.97         1
09/09/2007   00:00          2.98         1
09/10/2007   00:00          2.96         1
09/11/2007   00:00          2.96         1
09/12/2007   00:00          2.95         1
09/13/2007   00:00          2.96         1
09/14/2007   00:00          2.96         1
09/15/2007   00:00          2.97         1
09/16/2007   00:00          2.98         1
09/17/2007   00:00          2.99         1
09/18/2007   00:00          2.99         1
09/19/2007   00:00          3.00         1
09/20/2007   00:00          3.01         1
09/21/2007   00:00          3.01         1
09/22/2007   00:00          3.01         1
09/23/2007   00:00          3.02         1
09/24/2007   00:00          3.02         1
09/25/2007   00:00          3.02         1
09/26/2007   00:00          3.01         1
09/27/2007   00:00          3.01         1
09/28/2007   00:00          3.02         1
09/29/2007   00:00          3.06         1
09/30/2007   00:00          3.05         1

Quality Codes Key:
1 - Good quality REVIEWED data
50 - Estimated data
82 - Linear interpolation across gap in records.
255 - No Data
