To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
12/16/2011          2.72         1
12/17/2011          2.71         1
12/18/2011          2.72         1
12/19/2011          2.72         1
12/20/2011          2.71         1
12/21/2011          2.72         1
12/22/2011          2.69         1
12/23/2011          2.70         1
12/24/2011          2.71         1
12/25/2011          2.71         1
12/26/2011          2.71         1
12/27/2011          2.71         1
12/28/2011          2.83         1
12/29/2011          3.65         1
12/30/2011          4.39         1
12/31/2011          4.37         1
01/01/2012          3.78         1
01/02/2012          3.50         1
01/03/2012          3.34         1
01/04/2012          3.24         1
01/05/2012          3.18         1
01/06/2012          3.12         1
01/07/2012          3.08         1
01/08/2012          3.04         1
01/09/2012          3.00         1
01/10/2012          3.09         1
01/11/2012          3.05         1
01/12/2012          2.99         1
01/13/2012          2.99         1
01/14/2012          2.99         1
01/15/2012          2.98         1
01/16/2012          2.96         1
01/17/2012          2.95         1
01/18/2012          2.98         1
01/19/2012          3.18         1
01/20/2012          4.45         1
01/21/2012          4.93         1
01/22/2012          4.59         1
01/23/2012          4.19         1
01/24/2012          3.90         1
01/25/2012          4.03         1
01/26/2012          4.14         1
01/27/2012          4.14         1
01/28/2012          3.92         1
01/29/2012          3.75         1
01/30/2012          4.61         1
01/31/2012          4.77         1
02/01/2012          4.56         1
02/02/2012          4.52         1
02/03/2012          4.22         1
02/04/2012          3.99         1
02/05/2012          3.80         1
02/06/2012          3.66         1
02/07/2012          3.55         1
02/08/2012          3.46         1
02/09/2012          3.40         1
02/10/2012          3.41         1
02/11/2012          3.49         1
02/12/2012          3.55         1
02/13/2012          3.52         1
02/14/2012          3.47         1
02/15/2012          3.41         1
02/16/2012          3.34         1
02/17/2012          3.29         1
02/18/2012          3.34         1
02/19/2012          3.34         1
02/20/2012          3.31         1
02/21/2012          4.39         1
02/22/2012          5.68         1
02/23/2012          4.96         1
02/24/2012          4.42         1
02/25/2012          4.22         1
02/26/2012          3.97         1
02/27/2012          3.81         1
02/28/2012          3.68         1
02/29/2012          3.62         1
03/01/2012          3.52         1
03/02/2012          3.42         1
03/03/2012          3.36         1
03/04/2012          3.45         1
03/05/2012          3.54         1
03/06/2012          3.79         1
03/07/2012          3.71         1
03/08/2012          3.63         1
03/09/2012          3.57         1
03/10/2012          3.57         1
03/11/2012          3.69         1
03/12/2012          3.76         1
03/13/2012          3.93         1
03/14/2012          3.95         1
03/15/2012          4.22         1
03/16/2012          5.89         1
03/17/2012          5.67         1
03/18/2012          4.93         1
03/19/2012          4.50         1
03/20/2012          4.40         1
03/21/2012          4.85         1
03/22/2012          5.24         1
03/23/2012          5.16         1
03/24/2012          4.94         1
03/25/2012          4.91         1
03/26/2012          5.31         1
03/27/2012          5.29         1
03/28/2012          5.39         1
03/29/2012          5.25         1
03/30/2012          5.67         1
03/31/2012          6.27         1
04/01/2012          5.76         1
04/02/2012          5.29         1
04/03/2012          4.92         1
04/04/2012          4.75         1
04/05/2012          4.60         1
04/06/2012          4.47         1
04/07/2012          4.34         1
04/08/2012          4.25         1
04/09/2012          4.19         1
04/10/2012          4.19         1
04/11/2012          4.27         1
04/12/2012          4.32         1
04/13/2012          4.27         1
04/14/2012          4.13         1
04/15/2012          4.02         1
04/16/2012          4.02         1
04/17/2012          4.13         1
04/18/2012          4.24         1
04/19/2012          4.20         1
04/20/2012          4.26         1
04/21/2012          4.35         1
04/22/2012          4.38         1
04/23/2012          4.60         1
04/24/2012          4.80         1
04/25/2012          4.63         1
04/26/2012          4.83         1
04/27/2012          4.80         1
04/28/2012          4.45         1
04/29/2012          4.20         1
04/30/2012          4.19         1
05/01/2012          4.09         1
05/02/2012          3.98         1
05/03/2012          3.95         1
05/04/2012          4.11         1
05/05/2012          4.01         1
05/06/2012          3.91         1
05/07/2012          3.81         1
05/08/2012          3.74         1
05/09/2012          3.70         1
05/10/2012          3.62         1
05/11/2012          3.53         1
05/12/2012          3.45         1
05/13/2012          3.40         1
05/14/2012          3.39         1
05/15/2012          3.43         1
05/16/2012          3.45         1
05/17/2012          3.41         1
05/18/2012          3.32         1
05/19/2012          3.24         1
05/20/2012          3.18         1
05/21/2012          3.18         1
05/22/2012          3.18         1
05/23/2012          3.18         1
05/24/2012          3.14         1
05/25/2012          3.09         1
05/26/2012          3.03         1
05/27/2012          3.00         1
05/28/2012          2.95         1
05/29/2012          2.95         1
05/30/2012          2.92         1
05/31/2012          2.90         1
06/01/2012          2.90         1
06/02/2012          2.94         1
06/03/2012          2.92         1
06/04/2012          2.95         1
06/05/2012          3.22         1
06/06/2012          3.09         1
06/07/2012          3.01         1
06/08/2012          3.04         1
06/09/2012          3.01         1
06/10/2012          3.04         1
06/11/2012          2.99         1
06/12/2012          2.94         1
06/13/2012          2.91         1
06/14/2012          2.87         1
06/15/2012          2.84         1
06/16/2012          2.81         1
06/17/2012          2.80         1
06/18/2012          2.80         1
06/19/2012          2.81         1
06/20/2012          2.76         1
06/21/2012          2.73         1
06/22/2012          2.71         1
06/23/2012          2.76         1
06/24/2012          2.72         1
06/25/2012          2.69         1
06/26/2012          2.90         1
06/27/2012          2.99         1
06/28/2012          2.86         1
06/29/2012          2.80         1
06/30/2012          2.76         1
07/01/2012          2.79         1
07/02/2012          2.74         1
07/03/2012          2.70         1
07/04/2012          2.68         1
07/05/2012          2.67         1
07/06/2012          2.64         1
07/07/2012          2.61         1
07/08/2012          2.62         1
07/09/2012          2.60         1
07/10/2012          2.58         1
07/11/2012          2.56         1
07/12/2012          2.54         1
07/13/2012          2.54         1
07/14/2012          2.54         1
07/15/2012          2.56         1
07/16/2012          2.62         1
07/17/2012          2.61         1
07/18/2012          2.57         1
07/19/2012          2.55         1
07/20/2012          2.53         1
07/21/2012          2.55         1
07/22/2012          2.52         1
07/23/2012          2.50         1
07/24/2012          2.49         1
07/25/2012          2.48         1
07/26/2012          2.47         1
07/27/2012          2.46         1
07/28/2012          2.45         1
07/29/2012          2.45         1
07/30/2012          2.45         1
07/31/2012          2.43         1
08/01/2012          2.42         1
08/02/2012          2.41         1
08/03/2012          2.42         1
08/04/2012          2.42         1
08/05/2012          2.40         1
08/06/2012          2.39         1
08/07/2012          2.39         1
08/08/2012          2.38         1
08/09/2012          2.40         1
08/10/2012          2.39         1
08/11/2012          2.39         1
08/12/2012          2.38         1
08/13/2012          2.37         1
08/14/2012          2.37         1
08/15/2012          2.37         1
08/16/2012          2.38         1
08/17/2012          2.38         1
08/18/2012          2.38         1
08/19/2012          2.37         1
08/20/2012          2.36         1
08/21/2012          2.37         1
08/22/2012          2.37         1
08/23/2012          2.37         1
08/24/2012          2.38         1
08/25/2012          2.40         1
08/26/2012          2.39         1
08/27/2012          2.39         1
08/28/2012          2.39         1
08/29/2012          2.38         1
08/30/2012          2.39         1
08/31/2012          2.39         1
09/01/2012          2.39         1
09/02/2012          2.39         1
09/03/2012          2.39         1
09/04/2012          2.38         1
09/05/2012          2.37         1
09/06/2012          2.37         1
09/07/2012          2.38         1
09/08/2012          2.38         1
09/09/2012          2.37         1
09/10/2012          2.38         1
09/11/2012          2.39         1
09/12/2012          2.40         1
09/13/2012          2.40         1
09/14/2012          2.39         1
09/15/2012          2.37         1
09/16/2012          2.38         1
09/17/2012          2.39         1
09/18/2012          2.39         1
09/19/2012          2.39         1
09/20/2012          2.39         1
09/21/2012          2.40         1
09/22/2012          2.41         1
09/23/2012          2.40         1
09/24/2012          2.41         1
09/25/2012          2.41         1
09/26/2012          2.41         1
09/27/2012          2.41         1
09/28/2012          2.41         1
09/29/2012          2.40         1
09/30/2012          2.39         1
10/01/2012          2.40         1

Quality Codes Key:
1 - Good quality REVIEWED data
82 - Linear interpolation across gap in records.
