To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
07/26/2023          2.91         1
07/27/2023          2.93         1
07/28/2023          2.92         1
07/29/2023          2.93         1
07/30/2023          2.92         1
07/31/2023          2.91         1
08/01/2023          2.90         1
08/02/2023          2.90         1
08/03/2023          2.89         1
08/04/2023          2.90         1
08/05/2023          2.93         1
08/06/2023          2.95         1
08/07/2023          2.97         1
08/08/2023          3.04         1
08/09/2023          2.98         1
08/10/2023          2.95         1
08/11/2023          2.93         1
08/12/2023          2.92         1
08/13/2023          2.91         1
08/14/2023          2.89         1
08/15/2023          2.86         1
08/16/2023          2.85         1
08/17/2023          2.85         1
08/18/2023          2.85         1
08/19/2023          2.88         1
08/20/2023          2.90         1
08/21/2023          2.92         1
08/22/2023          2.98         1
08/23/2023          3.02         1
08/24/2023          2.96         1
08/25/2023          2.94         1
08/26/2023          2.94         1
08/27/2023          2.93         1
08/28/2023          2.90         1
08/29/2023          2.90         1
08/30/2023          2.95         1
08/31/2023          2.96         1
09/01/2023          2.99         1
09/02/2023          2.99         1
09/03/2023          2.98         1
09/04/2023          2.97         1
09/05/2023          2.95         1
09/06/2023          2.94         1
09/07/2023          2.94         1
09/08/2023          2.96         1
09/09/2023          2.97         1
09/10/2023          2.96         1
09/11/2023          2.95         1
09/12/2023          2.93         1
09/13/2023          2.94         1
09/14/2023          2.94         1
09/15/2023          2.93         1
09/16/2023          2.94         1
09/17/2023          2.94         1
09/18/2023          2.92         1
09/19/2023          2.93         1
09/20/2023          2.95         1
09/21/2023          3.05         1
09/22/2023          3.08         1
09/23/2023          3.06         1
09/24/2023          3.04         1
09/25/2023          3.03         1
09/26/2023          3.06         1
09/27/2023          3.08         1
09/28/2023          3.08         1
09/29/2023          3.06         2
09/30/2023          3.09         2
10/01/2023          3.08         2

Quality Codes Key:
1 - Good quality REVIEWED data
2 - Good quality provisional data
50 - Estimated data
250 - Ice impacted data (will not be reported)
