To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
----------   -----------   -------
10/01/2022          3.22         1
10/02/2022          3.20         1
10/03/2022          3.19         1
10/04/2022          3.17         1
10/05/2022          3.16         1
10/06/2022          3.16         1
10/07/2022          3.16         1
10/08/2022          3.17         1
10/09/2022          3.16         1
10/10/2022          3.16         1
10/11/2022          3.16         1
10/12/2022          3.16         1
10/13/2022          3.16         1
10/14/2022          3.15         1
10/15/2022          3.16         1
10/16/2022          3.16         1
10/17/2022          3.16         1
10/18/2022          3.17         1
10/19/2022          3.17         1
10/20/2022          3.18         1
10/21/2022          3.18         1
10/22/2022          3.38         1
10/23/2022          3.33         1
10/24/2022          3.28         1
10/25/2022          3.33         1
10/26/2022          3.33         1
10/27/2022          3.32         1
10/28/2022          3.27         1
10/29/2022          3.26         1
10/30/2022          3.26         1
10/31/2022          3.30         1
11/01/2022          3.55         1
11/02/2022          3.55         1
11/03/2022          3.44         1
11/04/2022          3.60         1
11/05/2022          4.49         1
11/06/2022          3.98         1
11/07/2022          3.81         1
11/08/2022          3.70         1
11/09/2022          3.64         1
11/10/2022          3.58         1
11/11/2022          3.54         1
11/12/2022          3.51         1
11/13/2022          3.48         1
11/14/2022          3.45         1
11/15/2022          3.43         1
11/16/2022          3.41         1
11/17/2022          3.40         1
11/18/2022          3.38         1
11/19/2022          3.37         1
11/20/2022          3.36         1
11/21/2022          3.36         1
11/22/2022          3.36         1
11/23/2022          3.44         1
11/24/2022          3.40         1
11/25/2022          3.38         1
11/26/2022          3.42         1
11/27/2022          3.43         1
11/28/2022          3.46         1
11/29/2022          3.45         1
11/30/2022          3.46         1
12/01/2022          3.60         1
12/02/2022          3.56         1
12/03/2022          3.53         1
12/04/2022          3.52         1
12/05/2022          3.52         1
12/06/2022          3.50         1
12/07/2022          3.49         1
12/08/2022          3.47         1
12/09/2022          3.49         1
12/10/2022          3.53         1
12/11/2022          3.65         1
12/12/2022          3.68         1
12/13/2022          3.67         1
12/14/2022          3.66         1
12/15/2022          3.62         1
12/16/2022          3.59         1
12/17/2022          3.56         1
12/18/2022          3.55         1
12/19/2022          3.52         1
12/20/2022                     250
12/21/2022                     250
12/22/2022                     250
12/23/2022                     250
12/24/2022                     250
12/25/2022                     250
12/26/2022                     250
12/27/2022                     250
12/28/2022          5.06         1
12/29/2022          4.54         1
12/30/2022          4.31         1
12/31/2022          4.20         1
01/01/2023          4.08         1
01/02/2023          3.98         1
01/03/2023          3.90         1
01/04/2023          3.82         1
01/05/2023          3.77         1
01/06/2023          3.72         1
01/07/2023          3.67         1
01/08/2023          3.66         1
01/09/2023          3.71         1
01/10/2023          3.76         1
01/11/2023          3.75         1
01/12/2023          3.75         1
01/13/2023          3.97         1
01/14/2023          4.04         1
01/15/2023          4.03         1
01/16/2023          3.95         1
01/17/2023          3.87         1
01/18/2023          3.80         1
01/19/2023          3.76         1
01/20/2023          3.69         1
01/21/2023          3.64         1
01/22/2023          3.64         1
01/23/2023          3.59         1
01/24/2023          3.57         1
01/25/2023          3.55         1
01/26/2023          3.53         1
01/27/2023          3.60         1
01/28/2023          3.65         1
01/29/2023          3.60         1
01/30/2023                     250
01/31/2023          3.60        50
02/01/2023          3.58         1
02/02/2023          3.55         1
02/03/2023          3.53         1
02/04/2023          3.53         1
02/05/2023          3.62         1
02/06/2023          3.92         1
02/07/2023          3.94         1
02/08/2023          4.18         1
02/09/2023          4.07         1
02/10/2023          4.00         1
02/11/2023          3.92         1
02/12/2023          3.86         1
02/13/2023          3.83         1
02/14/2023          3.82         1
02/15/2023          3.77         1
02/16/2023          3.73         1
02/17/2023          3.72         1
02/18/2023          3.71         1
02/19/2023          3.71         1
02/20/2023          3.74         1
02/21/2023          3.85         1
02/22/2023          3.85         1
02/23/2023          3.81         1
02/24/2023          3.75         1
02/25/2023          3.71         1
02/26/2023          3.74         1
02/27/2023          3.71         1
02/28/2023          3.69         1
03/01/2023          3.66         1
03/02/2023          3.64         1
03/03/2023          3.63         1
03/04/2023          3.61         1
03/05/2023          3.62         1
03/06/2023          3.61         1
03/07/2023          3.60         1
03/08/2023          3.59         1
03/09/2023          3.59         1
03/10/2023          3.65         1
03/11/2023          3.65         1
03/12/2023          3.64         1
03/13/2023          3.76         1
03/14/2023          4.21         1
03/15/2023          4.16         1
03/16/2023          4.09         1
03/17/2023          4.02         1
03/18/2023          3.98         1
03/19/2023          3.96         1
03/20/2023          4.03         1
03/21/2023          4.32         1
03/22/2023          4.31         1
03/23/2023          4.24         1
03/24/2023          4.19         1
03/25/2023          4.12         1
03/26/2023          4.05         1
03/27/2023          3.98         1
03/28/2023          3.94         1
03/29/2023          3.91         1
03/30/2023          3.90         1
03/31/2023          3.90         1
04/01/2023          4.06         1
04/02/2023          4.12         1
04/03/2023          4.10         1
04/04/2023          4.05         1
04/05/2023          4.00         1
04/06/2023          3.97         1
04/07/2023          3.99         1
04/08/2023          4.06         1
04/09/2023          4.09         1
04/10/2023          4.29         1
04/11/2023          4.65         1
04/12/2023          4.50         1
04/13/2023          4.30         1
04/14/2023          4.15         1
04/15/2023          4.05         1
04/16/2023          4.00         1
04/17/2023          4.07         1
04/18/2023          4.11         1
04/19/2023          4.05         1
04/20/2023          3.99         1
04/21/2023          3.97         1
04/22/2023          3.93         1
04/23/2023          3.93         1
04/24/2023          4.00         1
04/25/2023          4.04         1
04/26/2023          4.04         1
04/27/2023          4.10         1
04/28/2023          4.18         1
04/29/2023          4.23         1
04/30/2023          4.38         1
05/01/2023          4.43         1
05/02/2023          4.32         1
05/03/2023          4.27         1
05/04/2023          4.30         1
05/05/2023          4.30         1
05/06/2023          4.20         1
05/07/2023          4.08         1
05/08/2023          4.02         1
05/09/2023          4.00         1
05/10/2023          3.97         1
05/11/2023          3.95         1
05/12/2023          3.91         1
05/13/2023          3.90         1
05/14/2023          3.92         1
05/15/2023          3.93         1
05/16/2023          3.92         1
05/17/2023          3.90         1
05/18/2023          3.90         1
05/19/2023          3.86         1
05/20/2023          3.82         1
05/21/2023          3.81         1
05/22/2023          3.75         1
05/23/2023          3.68         1
05/24/2023          3.63         1
05/25/2023          3.58         1
05/26/2023          3.54         1
05/27/2023          3.54         1
05/28/2023          3.51         1
05/29/2023          3.47         1
05/30/2023          3.44         1
05/31/2023          3.41         1
06/01/2023          3.39         1
06/02/2023          3.38         1
06/03/2023          3.37         1
06/04/2023          3.35         1
06/05/2023          3.33         1
06/06/2023          3.31         1
06/07/2023          3.30         1
06/08/2023          3.29         1
06/09/2023          3.31         1
06/10/2023          3.36         1
06/11/2023          3.30         1
06/12/2023          3.27         1
06/13/2023          3.25         1
06/14/2023          3.24         1
06/15/2023          3.24         1
06/16/2023          3.23         1
06/17/2023          3.22         1
06/18/2023          3.22         1
06/19/2023          3.23         1
06/20/2023          3.23         1
06/21/2023          3.24         1
06/22/2023          3.22         1
06/23/2023          3.19         1
06/24/2023          3.18         1
06/25/2023          3.18         1
06/26/2023          3.15         1
06/27/2023          3.17         1
06/28/2023          3.17         1
06/29/2023          3.12         1
06/30/2023          3.09         1
07/01/2023          3.08         1
07/02/2023          3.07         1
07/03/2023          3.06         1
07/04/2023          3.04         1
07/05/2023          3.03         1
07/06/2023          3.01         1
07/07/2023          3.00         1
07/08/2023          3.02         1
07/09/2023          3.01         1
07/10/2023          3.00         1
07/11/2023          2.99         1
07/12/2023          2.99         1
07/13/2023          2.98         1
07/14/2023          2.97         1
07/15/2023          2.97         1
07/16/2023          2.97         1
07/17/2023          2.95         1
07/18/2023          2.94         1
07/19/2023          2.94         1
07/20/2023          2.92         1
07/21/2023          2.91         1
07/22/2023          2.92         1
07/23/2023          2.92         1
07/24/2023          2.92         1
07/25/2023          2.91         1
