To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Water Temp. (°C)   QUALITY
06/24/2024               19.7       140
06/25/2024               20.3       140
06/26/2024               20.1       140
06/27/2024               19.2       140
06/28/2024               20.1       140
06/29/2024               19.6       140
06/30/2024               20.2       140
07/01/2024               20.3       140
07/02/2024               20.9       140
07/03/2024               20.7       140
07/04/2024               21.2       140
07/05/2024               21.8       140
07/06/2024               22.1       140
07/07/2024               22.9       140
07/08/2024               23.5       140
07/09/2024               24.0       140
07/10/2024                          255
07/11/2024               24.0       140
07/12/2024               23.9       140
07/13/2024               24.1       140
07/14/2024               23.6       140
07/15/2024               23.3       140
07/16/2024               23.6       140
07/17/2024               22.8       140
07/18/2024               24.1       140
07/19/2024               24.2       140
07/20/2024               24.3       140
07/21/2024               24.3       140
07/22/2024               24.5       140
07/23/2024               23.2       140
07/24/2024               22.2       140
07/25/2024               21.5       140
07/26/2024               20.9       140
07/27/2024               20.7       140
07/28/2024               21.4       140
07/29/2024               21.0       140
07/30/2024               22.2       140
07/31/2024               23.0       140
08/01/2024               23.8       140
08/02/2024               24.6       140
08/03/2024               23.8       140
08/04/2024               24.2       140
08/05/2024               24.0       140
08/06/2024               23.4       140
08/07/2024               23.1       140
08/08/2024               23.1       140
08/09/2024               22.8       140
08/10/2024               23.2       140
08/11/2024               23.2       140
08/12/2024               22.3       140
08/13/2024               21.0       140
08/14/2024               21.4       140
08/15/2024               20.7       140
08/16/2024               21.4       140
08/17/2024               21.8       140
08/18/2024               21.8       140
08/19/2024               21.6       140
08/20/2024               21.2       140
08/21/2024               21.2       140
08/22/2024               21.0       140
08/23/2024               18.8       140
08/24/2024               18.5       140
08/25/2024               19.6       140
08/26/2024               19.6       140
08/27/2024               18.7       140
08/28/2024               17.9       140
08/29/2024               18.3       140
08/30/2024               19.0       140
08/31/2024               19.6       140
09/01/2024               20.1       140
09/02/2024               19.9       140
09/03/2024               20.4       140
09/04/2024               20.4       140
09/05/2024               20.7       140
09/06/2024               20.8       140
09/07/2024               20.5       140
09/08/2024               20.4       140
09/09/2024               20.5       140
09/10/2024               20.1       140
09/11/2024               18.7       140
09/12/2024               17.7       140
09/13/2024               18.1       140
09/14/2024               18.1       140
09/15/2024               17.5       140
09/16/2024               16.8       140
09/17/2024               16.6       140
09/18/2024               17.1       140
09/19/2024               17.1       140
09/20/2024               16.6       140
09/21/2024               15.7       140
09/22/2024               15.6       140
09/23/2024               16.9       140
09/24/2024               17.7       140
09/25/2024               17.9       140
09/26/2024               16.6       140
09/27/2024               16.7       140
09/28/2024               16.7       140
09/29/2024               15.7       140
09/30/2024               13.7       140
10/01/2024               13.6       140

Quality Codes Key:
140 - Data not yet checked
255 - Incomplete day
