To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
----------   -----------   -------
10/01/2013          2.73         1
10/02/2013          2.67         1
10/03/2013          2.61         1
10/04/2013          2.58         1
10/05/2013          2.56         1
10/06/2013          2.54         1
10/07/2013          2.53         1
10/08/2013          2.54         1
10/09/2013          2.63         1
10/10/2013          2.60         1
10/11/2013          2.57         1
10/12/2013          2.57         1
10/13/2013          2.57         1
10/14/2013          2.56         1
10/15/2013          2.55         1
10/16/2013          2.55         1
10/17/2013          2.54         1
10/18/2013          2.54         1
10/19/2013          2.54         1
10/20/2013          2.54         1
10/21/2013          2.53         1
10/22/2013          2.53         1
10/23/2013          2.53         1
10/24/2013          2.54         1
10/25/2013          2.54         1
10/26/2013          2.54         1
10/27/2013          2.54         1
10/28/2013          2.54         1
10/29/2013          2.55         1
10/30/2013          2.55         1
10/31/2013          2.55         1
11/01/2013          2.56         1
11/02/2013          2.58         1
11/03/2013          2.61         1
11/04/2013          2.60         1
11/05/2013          2.59         1
11/06/2013          2.60         1
11/07/2013          2.64         1
11/08/2013          2.83         1
11/09/2013          2.72         1
11/10/2013          2.67         1
11/11/2013          2.64         1
11/12/2013          2.63         1
11/13/2013          2.62         1
11/14/2013          2.61         1
11/15/2013          2.62         1
11/16/2013          2.71         1
11/17/2013          2.70         1
11/18/2013          2.68         1
11/19/2013          2.70         1
11/20/2013          2.97         1
11/21/2013          2.85         1
11/22/2013          2.77         1
11/23/2013          2.73         1
11/24/2013          2.70         1
11/25/2013          2.68         1
11/26/2013          2.66         1
11/27/2013          2.65         1
11/28/2013          2.64         1
11/29/2013          2.63         1
11/30/2013          2.63         1
12/01/2013          2.78         1
12/02/2013          4.59         1
12/03/2013          4.10         1
12/04/2013          3.55         1
12/05/2013                     250
12/06/2013                     250
12/07/2013                     250
12/08/2013                     250
12/09/2013                     250
12/10/2013                     250
12/11/2013                     250
12/12/2013                     250
12/13/2013          2.80        50
12/14/2013          2.79        50
12/15/2013          2.80        50
12/16/2013          2.80        50
12/17/2013          2.77        50
12/18/2013          2.78        50
12/19/2013          2.78        50
12/20/2013          2.77        50
12/21/2013          2.84        50
12/22/2013          2.86        50
12/23/2013          3.00        50
12/24/2013          3.16        50
12/25/2013          3.13        50
12/26/2013          3.07        50
12/27/2013          3.01        50
12/28/2013          2.96         1
12/29/2013          2.92         1
12/30/2013          2.89         1
12/31/2013          2.90         1
01/01/2014          2.88         1
01/02/2014          2.86         1
01/03/2014          2.91         1
01/04/2014          2.92         1
01/05/2014          2.89         1
01/06/2014          2.87         1
01/07/2014          2.86         1
01/08/2014          2.86         1
01/09/2014          3.05         1
01/10/2014          3.11         1
01/11/2014          3.32         1
01/12/2014          3.62         1
01/13/2014          3.56         1
01/14/2014          3.47         1
01/15/2014          3.36         1
01/16/2014          3.26         1
01/17/2014          3.17         1
01/18/2014          3.10         1
01/19/2014          3.04         1
01/20/2014          2.99         1
01/21/2014          2.95         1
01/22/2014          2.91         1
01/23/2014          2.88         1
01/24/2014          2.85         1
01/25/2014          2.82         1
01/26/2014          2.80         1
01/27/2014          2.79         1
01/28/2014          2.77         1
01/29/2014          2.86         1
01/30/2014          3.13         1
01/31/2014          3.10         1
02/01/2014          3.07         1
02/02/2014          3.05         1
02/03/2014          3.03         1
02/04/2014          2.99         1
02/05/2014          2.89         1
02/06/2014          2.77         1
02/07/2014          2.89         1
02/08/2014          2.93         1
02/09/2014          2.89         1
02/10/2014          2.89         1
02/11/2014          2.97         1
02/12/2014          3.55         1
02/13/2014          4.15         1
02/14/2014          4.15         1
02/15/2014          4.24         1
02/16/2014          4.44         1
02/17/2014          4.21         1
02/18/2014          3.98         1
02/19/2014          4.18         1
02/20/2014          3.97         1
02/21/2014          3.77         1
02/22/2014          3.61         1
02/23/2014          3.50         1
02/24/2014          3.54         1
02/25/2014          3.60         1
02/26/2014          3.53         1
02/27/2014          3.50         1
02/28/2014          3.58         1
03/01/2014          3.74         1
03/02/2014          3.68         1
03/03/2014          3.97         1
03/04/2014          4.34         1
03/05/2014          4.43         1
03/06/2014          5.43         1
03/07/2014          5.23         1
03/08/2014          4.64         1
03/09/2014          5.06         1
03/10/2014          5.77         1
03/11/2014          5.22         1
03/12/2014          4.58         1
03/13/2014          4.23         1
03/14/2014          4.01         1
03/15/2014          3.87         1
03/16/2014          3.74         1
03/17/2014          4.00         1
03/18/2014          3.96         1
03/19/2014          3.92         1
03/20/2014          3.86         1
03/21/2014          3.73         1
03/22/2014          3.60         1
03/23/2014          3.48         1
03/24/2014          3.38         1
03/25/2014          3.32         1
03/26/2014          3.30         1
03/27/2014          3.36         1
03/28/2014          3.47         1
03/29/2014          4.61         1
03/30/2014          4.53         1
03/31/2014          4.18         1
04/01/2014          3.92         1
04/02/2014          3.73         1
04/03/2014          3.57         1
04/04/2014          3.55         1
04/05/2014          3.49         1
04/06/2014          3.62         1
04/07/2014          3.64         1
04/08/2014          3.62         1
04/09/2014          3.64         1
04/10/2014          3.61         1
04/11/2014          3.51         1
04/12/2014          3.42         1
04/13/2014          3.33         1
04/14/2014          3.24         1
04/15/2014          3.19         1
04/16/2014          3.14         1
04/17/2014          3.13         1
04/18/2014          3.19         1
04/19/2014          3.13         1
04/20/2014          3.09         1
04/21/2014          3.07         1
04/22/2014          3.10         1
04/23/2014          3.16         1
04/24/2014          3.58         1
04/25/2014          3.78         1
04/26/2014          3.76         1
04/27/2014          3.68         1
04/28/2014          3.55         1
04/29/2014          3.41         1
04/30/2014          3.31         1
05/01/2014          3.25         1
05/02/2014          3.23         1
05/03/2014          3.23         1
05/04/2014          3.24         1
05/05/2014          3.23         1
05/06/2014          3.17         1
05/07/2014          3.12         1
05/08/2014          3.07         1
05/09/2014          3.26         1
05/10/2014          3.21         1
05/11/2014          3.13         1
05/12/2014          3.06         1
05/13/2014          3.01         1
05/14/2014          2.98         1
05/15/2014          2.99         1
05/16/2014          3.01         1
05/17/2014          3.01         1
05/18/2014          2.99         1
05/19/2014          2.95         1
05/20/2014          2.91         1
05/21/2014          2.90         1
05/22/2014          2.89         1
05/23/2014          2.88         1
05/24/2014          2.90         1
05/25/2014          2.85         1
05/26/2014          2.80         1
05/27/2014          2.74         1
05/28/2014          2.71         1
05/29/2014          2.66         1
05/30/2014          2.62         1
05/31/2014          2.60         1
06/01/2014          2.58         1
06/02/2014          2.56         1
06/03/2014          2.58         1
06/04/2014          2.54         1
06/05/2014          2.51         1
06/06/2014          2.49         1
06/07/2014          2.47         1
06/08/2014          2.45         1
06/09/2014          2.44         1
06/10/2014          2.43         1
06/11/2014          2.42         1
06/12/2014          2.41         1
06/13/2014          2.42         1
06/14/2014          2.56         1
06/15/2014          2.49         1
06/16/2014          2.45         1
06/17/2014          2.46         1
06/18/2014          2.61         1
06/19/2014          2.52         1
06/20/2014          2.46         1
06/21/2014          2.43         1
06/22/2014          2.42         1
06/23/2014          2.39         1
06/24/2014          2.37         1
06/25/2014          2.37         1
06/26/2014          2.41         1
06/27/2014          2.44         1
06/28/2014          2.42         1
06/29/2014          2.39         1
06/30/2014                     215
07/01/2014          2.35         1
07/02/2014          2.33         1
07/03/2014          2.33         1
07/04/2014          2.31         1
07/05/2014          2.30         1
07/06/2014          2.29         1
07/07/2014          2.27         1
07/08/2014          2.27         1
07/09/2014          2.26         1
07/10/2014          2.25         1
07/11/2014          2.24         1
07/12/2014          2.24         1
07/13/2014          2.23         1
07/14/2014          2.23         1
07/15/2014          2.22         1
07/16/2014          2.21         1
07/17/2014          2.20         1
07/18/2014          2.20         1
07/19/2014          2.21         1
07/20/2014          2.21         1
07/21/2014          2.21         1
07/22/2014          2.21         1
07/23/2014          2.30         1
07/24/2014          2.30         1
07/25/2014          2.26         1
07/26/2014          2.24         1
07/27/2014          2.21         1
07/28/2014          2.19         1
07/29/2014          2.18         1
07/30/2014          2.17         1
07/31/2014          2.16         1
08/01/2014          2.17         1
08/02/2014          2.16         1
08/03/2014          2.19         1
08/04/2014          2.16         1
08/05/2014          2.15         1
08/06/2014          2.15         1
08/07/2014          2.14         1
08/08/2014          2.15         1
08/09/2014          2.16         1
08/10/2014          2.15         1
08/11/2014          2.14         1
08/12/2014          2.16         1
08/13/2014          2.20         1
08/14/2014          2.30         1
08/15/2014          2.32         1
08/16/2014          2.26         1
08/17/2014          2.23         1
08/18/2014          2.20         1
08/19/2014          2.19         1
08/20/2014          2.18         1
08/21/2014          2.18         1
08/22/2014          2.18         1
08/23/2014          2.20         1
08/24/2014          2.20         1
08/25/2014          2.24         1
08/26/2014          2.22         1
08/27/2014          2.19         1
08/28/2014          2.18         1
08/29/2014          2.17         1
08/30/2014          2.17         1
08/31/2014          2.19         1
09/01/2014          2.19         1
09/02/2014          2.18         1
09/03/2014          2.19         1
09/04/2014          2.20         1
09/05/2014          2.20         1
09/06/2014          2.19         1
09/07/2014          2.17         1
09/08/2014          2.17         1
09/09/2014          2.17         1
09/10/2014          2.18         1
09/11/2014          2.19         1
09/12/2014          2.20         1
09/13/2014          2.19         1
09/14/2014          2.19         1
09/15/2014          2.18         1
09/16/2014          2.18         1
09/17/2014          2.18         1
09/18/2014          2.19         1
09/19/2014          2.19         1
09/20/2014          2.20         1
09/21/2014          2.19         1
09/22/2014          2.20         1
09/23/2014          2.26         1
09/24/2014          2.25         1
09/25/2014          2.25         1
09/26/2014          2.25         1
09/27/2014          2.26         1
09/28/2014          2.26         1
09/29/2014          2.26         1
09/30/2014          2.29         1
10/01/2014          2.29         1

Quality Codes Key:
1 - Good quality REVIEWED data
50 - Estimated data
215 - Data rejected
250 - Ice impacted data (will not be reported)
