To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
03/16/2018          4.53         1
03/17/2018          4.42         1
03/18/2018          4.35         1
03/19/2018          4.30         1
03/20/2018          4.23         1
03/21/2018          4.18         1
03/22/2018          4.25         1
03/23/2018          4.39         1
03/24/2018          4.36         1
03/25/2018          4.27         1
03/26/2018          4.17         1
03/27/2018          4.09         1
03/28/2018          4.04         1
03/29/2018          3.99         1
03/30/2018          3.95         1
03/31/2018          3.94         1
04/01/2018          3.93         1
04/02/2018          3.99         1
04/03/2018          3.91         1
04/04/2018          3.97         1
04/05/2018          4.26         1
04/06/2018          4.56         1
04/07/2018          4.97         1
04/08/2018          5.70         1
04/09/2018          6.12         1
04/10/2018          5.47         1
04/11/2018          5.17         1
04/12/2018          5.24         1
04/13/2018          5.11         1
04/14/2018          5.01         1
04/15/2018          4.90         1
04/16/2018          5.11         1
04/17/2018          5.02         1
04/18/2018          4.91         1
04/19/2018          4.73         1
04/20/2018          4.59         1
04/21/2018          4.47         1
04/22/2018          4.37         1
04/23/2018          4.27         1
04/24/2018          4.20         1
04/25/2018          4.15         1
04/26/2018          4.13         1
04/27/2018          4.15         1
04/28/2018          4.23         1
04/29/2018          4.18         1
04/30/2018          4.10         1
05/01/2018          4.04         1
05/02/2018          3.98         1
05/03/2018          3.94         1
05/04/2018          3.92         1
05/05/2018          3.93         1
05/06/2018          3.94         1
05/07/2018          3.96         1
05/08/2018          3.93         1
05/09/2018          4.09         1
05/10/2018          4.01         1
05/11/2018          3.97         1
05/12/2018          3.88         1
05/13/2018          3.83         1
05/14/2018          3.80         1
05/15/2018          3.78         1
05/16/2018          3.79         1
05/17/2018          3.79         1
05/18/2018          3.76         1
05/19/2018          3.72         1
05/20/2018          3.71         1
05/21/2018          3.72         1
05/22/2018          3.66         1
05/23/2018          3.63         1
05/24/2018          3.60         1
05/25/2018          3.56         1
05/26/2018          3.54         1
05/27/2018          3.50         1
05/28/2018          3.47         1
05/29/2018          3.44         1
05/30/2018          3.42         1
05/31/2018          3.42         1
06/01/2018          3.42         1
06/02/2018          3.38         1
06/03/2018          3.36         1
06/04/2018          3.35         1
06/05/2018          3.34         1
06/06/2018          3.32         1
06/07/2018          3.30         1
06/08/2018          3.28         1
06/09/2018          3.34         1
06/10/2018          3.38         1
06/11/2018          3.34         1
06/12/2018          3.30         1
06/13/2018          3.27         1
06/14/2018          3.25         1
06/15/2018          3.24         1
06/16/2018          3.24         1
06/17/2018          3.25         1
06/18/2018          3.25         1
06/19/2018          3.30         1
06/20/2018          3.24         1
06/21/2018          3.26         1
06/22/2018          3.26         1
06/23/2018          3.22         1
06/24/2018          3.20         1
06/25/2018          3.17         1
06/26/2018          3.16         1
06/27/2018          3.15         1
06/28/2018          3.15         1
06/29/2018          3.14         1
06/30/2018          3.13         1
07/01/2018          3.13         1
07/02/2018          3.12         1
07/03/2018          3.13         1
07/04/2018          3.12         1
07/05/2018          3.11         1
07/06/2018          3.09         1
07/07/2018          3.09         1
07/08/2018          3.07         1
07/09/2018          3.07         1
07/10/2018          3.06        77
07/11/2018          3.08        77
07/12/2018          3.08        77
07/13/2018          3.06        77
07/14/2018          3.06        77
07/15/2018          3.05        77
07/16/2018          3.05        77
07/17/2018          3.02        77
07/18/2018          3.02        77
07/19/2018          3.02        77
07/20/2018          3.02        77
07/21/2018          3.03        77
07/22/2018          3.03        77
07/23/2018          3.02        77
07/24/2018          3.01        77
07/25/2018          3.00        77
07/26/2018          2.99        77
07/27/2018          2.99        77
07/28/2018          2.99        77
07/29/2018          2.97        77
07/30/2018          2.97        77
07/31/2018          2.97        77
08/01/2018          2.95        77
08/02/2018          2.93        77
08/03/2018          2.95        77
08/04/2018          2.96        77
08/05/2018          2.96        77
08/06/2018          2.94        77
08/07/2018          2.93        77
08/08/2018          2.93        77
08/09/2018          2.92        77
08/10/2018          2.92        77
08/11/2018          2.92        77
08/12/2018          2.94        77
08/13/2018          2.94        77
08/14/2018          2.95        77
08/15/2018          2.94        77
08/16/2018          2.95        77
08/17/2018          2.96        77
08/18/2018          2.96        77
08/19/2018          2.96        77
08/20/2018          2.97        77
08/21/2018          2.98        77
08/22/2018          2.98        77
08/23/2018          2.98        77
08/24/2018          3.00        77
08/25/2018          3.02        77
08/26/2018          3.06        77
08/27/2018          3.17        77
08/28/2018          3.11        77
08/29/2018          3.05         1
08/30/2018          3.02         1
08/31/2018          3.02         1
09/01/2018          3.02         1
09/02/2018          3.02         1
09/03/2018          3.02         1
09/04/2018          3.02         1
09/05/2018          3.02         1
09/06/2018          3.01         1
09/07/2018          3.01         1
09/08/2018          3.00         1
09/09/2018          3.01         1
09/10/2018          3.01         1
09/11/2018          3.01         1
09/12/2018          3.03         1
09/13/2018          3.02         1
09/14/2018          3.03         1
09/15/2018          3.04         1
09/16/2018          3.05         1
09/17/2018          3.04         1
09/18/2018          3.04         1
09/19/2018          3.04         1
09/20/2018          3.03         1
09/21/2018          3.03         1
09/22/2018          3.02         1
09/23/2018          3.05         1
09/24/2018          3.04         1
09/25/2018          3.05         1
09/26/2018          3.04         1
09/27/2018          3.03         1
09/28/2018          3.03         1
09/29/2018          3.04         1
09/30/2018          3.04         1
10/01/2018          3.06         1

Quality Codes Key:
1 - Good quality REVIEWED data
77 - Estimated from another station, same variable
