To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
03/05/2016          3.26         1
03/06/2016          3.62         1
03/07/2016          3.78         1
03/08/2016          3.65         1
03/09/2016          3.54         1
03/10/2016          3.66         1
03/11/2016          3.79         1
03/12/2016          3.89         1
03/13/2016          4.12         1
03/14/2016          4.49         1
03/15/2016          4.28         1
03/16/2016          4.05         1
03/17/2016          3.84         1
03/18/2016          3.66         1
03/19/2016          3.53         1
03/20/2016          3.43         1
03/21/2016          3.53         1
03/22/2016          4.35         1
03/23/2016          4.88         1
03/24/2016          5.15         1
03/25/2016          4.83         1
03/26/2016          4.42         1
03/27/2016          4.22         1
03/28/2016          4.10         1
03/29/2016          3.93         1
03/30/2016          3.77         1
03/31/2016          3.64         1
04/01/2016          3.56         1
04/02/2016          3.54         1
04/03/2016          3.55         1
04/04/2016          3.56         1
04/05/2016          3.45         1
04/06/2016          3.34         1
04/07/2016          3.27         1
04/08/2016          3.28         1
04/09/2016          3.34         1
04/10/2016          3.35         1
04/11/2016          3.30         1
04/12/2016          3.25         1
04/13/2016          3.19         1
04/14/2016          3.24         1
04/15/2016          3.16         1
04/16/2016          3.06         1
04/17/2016          3.01         1
04/18/2016          2.99         1
04/19/2016          3.00         1
04/20/2016          3.03         1
04/21/2016          3.07         1
04/22/2016          3.10         1
04/23/2016          3.08         1
04/24/2016          3.01         1
04/25/2016          2.95         1
04/26/2016          2.89         1
04/27/2016          2.85         1
04/28/2016          2.81         1
04/29/2016          2.85         1
04/30/2016          2.86         1
05/01/2016          2.79         1
05/02/2016          2.77         1
05/03/2016          2.77         1
05/04/2016          2.77         1
05/05/2016          2.81         1
05/06/2016          2.81         1
05/07/2016          2.80         1
05/08/2016          2.78         1
05/09/2016          2.74         1
05/10/2016          2.69         1
05/11/2016          2.63         1
05/12/2016          2.60         1
05/13/2016          2.58         1
05/14/2016          2.59         1
05/15/2016          2.76         1
05/16/2016          2.75         1
05/17/2016          2.68         1
05/18/2016          2.63         1
05/19/2016          2.61         1
05/20/2016          2.59         1
05/21/2016          2.60         1
05/22/2016          2.62         1
05/23/2016          2.59         1
05/24/2016          2.56         1
05/25/2016          2.54         1
05/26/2016          2.50         1
05/27/2016          2.48         1
05/28/2016          2.47         1
05/29/2016          2.45         1
05/30/2016          2.42         1
05/31/2016          2.40         1
06/01/2016          2.38         1
06/02/2016          2.37         1
06/03/2016          2.36         1
06/04/2016          2.34         1
06/05/2016          2.32         1
06/06/2016          2.30         1
06/07/2016          2.28         1
06/08/2016          2.28         1
06/09/2016          2.29         1
06/10/2016          2.32         1
06/11/2016          2.37         1
06/12/2016          2.32         1
06/13/2016          2.29         1
06/14/2016          2.29         1
06/15/2016          2.31         1
06/16/2016          2.33         1
06/17/2016          2.32         1
06/18/2016          2.34         1
06/19/2016          2.38         1
06/20/2016          2.31         1
06/21/2016          2.27         1
06/22/2016          2.25         1
06/23/2016          2.23         1
06/24/2016          2.23         1
06/25/2016          2.23         1
06/26/2016          2.21         1
06/27/2016          2.18         1
06/28/2016          2.17         1
06/29/2016          2.15         1
06/30/2016          2.14         1
07/01/2016          2.13         1
07/02/2016          2.14         1
07/03/2016          2.13         1
07/04/2016          2.12         1
07/05/2016          2.13         1
07/06/2016          2.15         1
07/07/2016          2.15         1
07/08/2016          2.18         1
07/09/2016          2.26         1
07/10/2016          2.25         1
07/11/2016          2.30         1
07/12/2016          2.25         1
07/13/2016          2.23         1
07/14/2016          2.20         1
07/15/2016          2.17         1
07/16/2016          2.15         1
07/17/2016          2.16         1
07/18/2016          2.20         1
07/19/2016          2.19         1
07/20/2016          2.18         1
07/21/2016          2.14         1
07/22/2016          2.12         1
07/23/2016          2.12         1
07/24/2016          2.13         1
07/25/2016          2.11         1
07/26/2016          2.09         1
07/27/2016          2.08         1
07/28/2016          2.09         1
07/29/2016          2.08         1
07/30/2016          2.06         1
07/31/2016          2.06         1
08/01/2016          2.07         1
08/02/2016          2.06         1
08/03/2016          2.06         1
08/04/2016          2.06         1
08/05/2016          2.06         1
08/06/2016          2.06         1
08/07/2016          2.06         1
08/08/2016          2.06         1
08/09/2016          2.09         1
08/10/2016          2.10         1
08/11/2016          2.08         1
08/12/2016          2.05         1
08/13/2016          2.05         1
08/14/2016          2.05         1
08/15/2016          2.04         1
08/16/2016          2.04         1
08/17/2016          2.04         1
08/18/2016          2.04         1
08/19/2016          2.03         1
08/20/2016          2.04         1
08/21/2016          2.03         1
08/22/2016          2.04         1
08/23/2016          2.07         1
08/24/2016          2.06         1
08/25/2016          2.05         1
08/26/2016          2.05         1
08/27/2016          2.04         1
08/28/2016          2.05         1
08/29/2016          2.06         1
08/30/2016          2.06         1
08/31/2016          2.08         1
09/01/2016          2.08         1
09/02/2016          2.10         1
09/03/2016          2.10         1
09/04/2016          2.11         1
09/05/2016          2.11         1
09/06/2016          2.14         1
09/07/2016          2.19         1
09/08/2016          2.15         1
09/09/2016          2.14         1
09/10/2016          2.13         1
09/11/2016          2.12         1
09/12/2016          2.13         1
09/13/2016          2.14         1
09/14/2016          2.13         1
09/15/2016          2.13         1
09/16/2016          2.12         1
09/17/2016          2.13         1
09/18/2016          2.20         1
09/19/2016          2.20         1
09/20/2016          2.18         1
09/21/2016          2.17         1
09/22/2016          2.18         1
09/23/2016          2.19         1
09/24/2016          2.19         1
09/25/2016          2.17         1
09/26/2016          2.15         1
09/27/2016          2.14         1
09/28/2016          2.15         1
09/29/2016          2.14         1
09/30/2016          2.15         1
10/01/2016          2.16         1

Quality Codes Key:
1 - Good quality REVIEWED data
50 - Estimated data
250 - Ice impacted data (will not be reported)
