To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         TIME    STAGE (ft.)   QUALITY
12/06/2001   00:00            ""       255
12/07/2001   00:00            ""       255
12/08/2001   00:00            ""       255
12/09/2001   00:00            ""       255
12/10/2001   00:00            ""       255
12/11/2001   00:00            ""       255
12/12/2001   00:00            ""       255
12/13/2001   00:00            ""       255
12/14/2001   00:00            ""       255
12/15/2001   00:00            ""       255
12/16/2001   00:00            ""       255
12/17/2001   00:00            ""       255
12/18/2001   00:00            ""       255
12/19/2001   00:00            ""       255
12/20/2001   00:00            ""       255
12/21/2001   00:00            ""       255
12/22/2001   00:00            ""       255
12/23/2001   00:00            ""       255
12/24/2001   00:00            ""       255
12/25/2001   00:00            ""       255
12/26/2001   00:00            ""       255
12/27/2001   00:00            ""       255
12/28/2001   00:00            ""       255
12/29/2001   00:00            ""       255
12/30/2001   00:00            ""       255
12/31/2001   00:00            ""       255
01/01/2002   00:00            ""       255
01/02/2002   00:00            ""       255
01/03/2002   00:00            ""       255
01/04/2002   00:00            ""       255
01/05/2002   00:00            ""       255
01/06/2002   00:00            ""       255
01/07/2002   00:00            ""       255
01/08/2002   00:00            ""       255
01/09/2002   00:00            ""       255
01/10/2002   00:00            ""       255
01/11/2002   00:00            ""       255
01/12/2002   00:00            ""       255
01/13/2002   00:00            ""       255
01/14/2002   00:00            ""       255
01/15/2002   00:00            ""       255
01/16/2002   00:00            ""       255
01/17/2002   00:00            ""       255
01/18/2002   00:00            ""       255
01/19/2002   00:00            ""       255
01/20/2002   00:00            ""       255
01/21/2002   00:00            ""       255
01/22/2002   00:00            ""       255
01/23/2002   00:00            ""       255
01/24/2002   00:00            ""       255
01/25/2002   00:00            ""       255
01/26/2002   00:00            ""       255
01/27/2002   00:00            ""       255
01/28/2002   00:00            ""       255
01/29/2002   00:00            ""       255
01/30/2002   00:00            ""       255
01/31/2002   00:00            ""       255
02/01/2002   00:00            ""       255
02/02/2002   00:00            ""       255
02/03/2002   00:00            ""       255
02/04/2002   00:00            ""       255
02/05/2002   00:00            ""       255
02/06/2002   00:00            ""       255
02/07/2002   00:00            ""       255
02/08/2002   00:00            ""       255
02/09/2002   00:00            ""       255
02/10/2002   00:00            ""       255
02/11/2002   00:00            ""       255
02/12/2002   00:00            ""       255
02/13/2002   00:00            ""       255
02/14/2002   00:00            ""       255
02/15/2002   00:00            ""       255
02/16/2002   00:00            ""       255
02/17/2002   00:00            ""       255
02/18/2002   00:00            ""       255
02/19/2002   00:00            ""       255
02/20/2002   00:00            ""       255
02/21/2002   00:00            ""       255
02/22/2002   00:00            ""       255
02/23/2002   00:00            ""       255
02/24/2002   00:00            ""       255
02/25/2002   00:00            ""       255
02/26/2002   00:00            ""       255
02/27/2002   00:00            ""       255
02/28/2002   00:00            ""       255
03/01/2002   00:00            ""       255
03/02/2002   00:00            ""       255
03/03/2002   00:00            ""       255
03/04/2002   00:00            ""       255
03/05/2002   00:00            ""       255
03/06/2002   00:00            ""       255
03/07/2002   00:00            ""       255
03/08/2002   00:00            ""       255
03/09/2002   00:00            ""       255
03/10/2002   00:00            ""       255
03/11/2002   00:00            ""       255
03/12/2002   00:00            ""       255
03/13/2002   00:00            ""       255
03/14/2002   00:00            ""       255
03/15/2002   00:00            ""       255
03/16/2002   00:00            ""       255
03/17/2002   00:00            ""       255
03/18/2002   00:00            ""       255
03/19/2002   00:00            ""       255
03/20/2002   00:00            ""       255
03/21/2002   00:00            ""       255
03/22/2002   00:00            ""       255
03/23/2002   00:00            ""       255
03/24/2002   00:00            ""       255
03/25/2002   00:00            ""       255
03/26/2002   00:00            ""       255
03/27/2002   00:00            ""       255
03/28/2002   00:00            ""       255
03/29/2002   00:00            ""       255
03/30/2002   00:00            ""       255
03/31/2002   00:00            ""       255
04/01/2002   00:00            ""       255
04/02/2002   00:00            ""       255
04/03/2002   00:00            ""       255
04/04/2002   00:00            ""       255
04/05/2002   00:00            ""       255
04/06/2002   00:00            ""       255
04/07/2002   00:00            ""       255
04/08/2002   00:00            ""       255
04/09/2002   00:00            ""       255
04/10/2002   00:00            ""       255
04/11/2002   00:00            ""       255
04/12/2002   00:00            ""       255
04/13/2002   00:00            ""       255
04/14/2002   00:00            ""       255
04/15/2002   00:00            ""       255
04/16/2002   00:00            ""       255
04/17/2002   00:00            ""       255
04/18/2002   00:00            ""       255
04/19/2002   00:00            ""       255
04/20/2002   00:00            ""       255
04/21/2002   00:00            ""       255
04/22/2002   00:00            ""       255
04/23/2002   00:00            ""       255
04/24/2002   00:00            ""       255
04/25/2002   00:00            ""       255
04/26/2002   00:00            ""       255
04/27/2002   00:00            ""       255
04/28/2002   00:00            ""       255
04/29/2002   00:00            ""       255
04/30/2002   00:00            ""       255
05/01/2002   00:00            ""       255
05/02/2002   00:00            ""       255
05/03/2002   00:00            ""       255
05/04/2002   00:00            ""       255
05/05/2002   00:00            ""       255
05/06/2002   00:00            ""       255
05/07/2002   00:00            ""       255
05/08/2002   00:00            ""       255
05/09/2002   00:00            ""       255
05/10/2002   00:00            ""       255
05/11/2002   00:00            ""       255
05/12/2002   00:00            ""       255
05/13/2002   00:00            ""       255
05/14/2002   00:00            ""       255
05/15/2002   00:00            ""       255
05/16/2002   00:00            ""       255
05/17/2002   00:00            ""       255
05/18/2002   00:00            ""       255
05/19/2002   00:00            ""       255
05/20/2002   00:00            ""       255
05/21/2002   00:00            ""       255
05/22/2002   00:00            ""       255
05/23/2002   00:00            ""       255
05/24/2002   00:00            ""       255
05/25/2002   00:00            ""       255
05/26/2002   00:00            ""       255
05/27/2002   00:00            ""       255
05/28/2002   00:00            ""       255
05/29/2002   00:00            ""       255
05/30/2002   00:00            ""       255
05/31/2002   00:00        -21.69         1
06/01/2002   00:00        -21.75         1
06/02/2002   00:00        -21.81         1
06/03/2002   00:00        -21.86         1
06/04/2002   00:00        -21.90         1
06/05/2002   00:00        -21.94         1
06/06/2002   00:00        -21.97         1
06/07/2002   00:00        -21.99         1
06/08/2002   00:00        -22.00         1
06/09/2002   00:00        -22.00         1
06/10/2002   00:00        -21.94         1
06/11/2002   00:00        -22.01         1
06/12/2002   00:00        -22.06         1
06/13/2002   00:00        -22.08         1
06/14/2002   00:00        -22.08         1
06/15/2002   00:00        -22.09         1
06/16/2002   00:00        -22.11         1
06/17/2002   00:00        -22.16         1
06/18/2002   00:00        -22.07         1
06/19/2002   00:00        -22.13         1
06/20/2002   00:00        -22.21         1
06/21/2002   00:00        -22.28         1
06/22/2002   00:00        -22.33         1
06/23/2002   00:00        -22.39         1
06/24/2002   00:00        -22.43        77
06/25/2002   00:00        -22.48        77
06/26/2002   00:00        -22.50        77
06/27/2002   00:00        -22.51        77
06/28/2002   00:00        -22.53         1
06/29/2002   00:00        -22.42         1
06/30/2002   00:00        -22.47         1
07/01/2002   00:00        -22.55         1
07/02/2002   00:00        -22.59         1
07/03/2002   00:00        -22.62         1
07/04/2002   00:00        -22.64         1
07/05/2002   00:00        -22.63         1
07/06/2002   00:00        -22.64         1
07/07/2002   00:00        -22.66         1
07/08/2002   00:00        -22.66         1
07/09/2002   00:00        -22.69         1
07/10/2002   00:00        -22.71         1
07/11/2002   00:00        -22.74         1
07/12/2002   00:00        -22.75         1
07/13/2002   00:00        -22.77         1
07/14/2002   00:00        -22.79         1
07/15/2002   00:00        -22.81         1
07/16/2002   00:00        -22.83         1
07/17/2002   00:00        -22.84        77
07/18/2002   00:00        -22.86        77
07/19/2002   00:00        -22.87        77
07/20/2002   00:00        -22.86        77
07/21/2002   00:00        -22.88        77
07/22/2002   00:00        -22.90        77
07/23/2002   00:00        -22.93        77
07/24/2002   00:00        -22.94        77
07/25/2002   00:00        -22.92         1
07/26/2002   00:00        -22.90         1
07/27/2002   00:00        -22.91         1
07/28/2002   00:00        -22.93         1
07/29/2002   00:00        -22.95         1
07/30/2002   00:00        -22.97         1
07/31/2002   00:00        -22.99         1
08/01/2002   00:00        -23.00         1
08/02/2002   00:00        -23.00         1
08/03/2002   00:00        -22.99         1
08/04/2002   00:00        -22.97         1
08/05/2002   00:00        -22.93         1
08/06/2002   00:00        -22.94         1
08/07/2002   00:00        -22.95         1
08/08/2002   00:00        -22.98         1
08/09/2002   00:00        -22.99         1
08/10/2002   00:00        -23.00         1
08/11/2002   00:00        -22.99         1
08/12/2002   00:00        -23.00         1
08/13/2002   00:00        -23.02         1
08/14/2002   00:00        -23.03         1
08/15/2002   00:00        -23.02         1
08/16/2002   00:00        -23.02         1
08/17/2002   00:00        -23.03         1
08/18/2002   00:00        -23.03         1
08/19/2002   00:00        -23.01         1
08/20/2002   00:00        -23.02         1
08/21/2002   00:00        -23.00         1
08/22/2002   00:00        -22.96         1
08/23/2002   00:00        -22.95         1
08/24/2002   00:00        -22.98         1
08/25/2002   00:00        -22.99         1
08/26/2002   00:00        -22.99         1
08/27/2002   00:00        -23.00         1
08/28/2002   00:00        -23.02         1
08/29/2002   00:00        -23.02         1
08/30/2002   00:00        -23.02         1
08/31/2002   00:00        -23.01         1
09/01/2002   00:00        -23.01         1
09/02/2002   00:00        -23.02         1
09/03/2002   00:00        -23.03        77
09/04/2002   00:00        -23.03        77
09/05/2002   00:00        -23.02        77
09/06/2002   00:00        -22.96        77
09/07/2002   00:00        -22.95        77
09/08/2002   00:00        -22.96        77
09/09/2002   00:00        -22.97        77
09/10/2002   00:00        -22.98        77
09/11/2002   00:00        -23.02        77
09/12/2002   00:00        -23.04        77
09/13/2002   00:00        -23.07        77
09/14/2002   00:00        -23.08        77
09/15/2002   00:00        -23.08        77
09/16/2002   00:00        -23.08        77
09/17/2002   00:00        -23.01        77
09/18/2002   00:00        -22.91        77
09/19/2002   00:00        -22.93         1
09/20/2002   00:00        -22.97         1
09/21/2002   00:00        -22.96         1
09/22/2002   00:00        -22.97         1
09/23/2002   00:00        -22.99         1
09/24/2002   00:00        -22.99         1
09/25/2002   00:00        -22.99         1
09/26/2002   00:00        -22.98         1
09/27/2002   00:00        -22.98         1
09/28/2002   00:00        -22.97         1
09/29/2002   00:00        -22.97         1
09/30/2002   00:00        -22.93         1

Quality Codes Key:
1 - Good quality REVIEWED data
77 - Estimated from another station, same variable
255 - No Data
