To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
----------   -----------   -------
10/01/2018          3.06         1
10/02/2018          3.05         1
10/03/2018          3.07         1
10/04/2018          3.07         1
10/05/2018          3.08         1
10/06/2018          3.12         1
10/07/2018          3.16         1
10/08/2018          3.14         1
10/09/2018          3.21         1
10/10/2018          3.25         1
10/11/2018          3.18         1
10/12/2018          3.15         1
10/13/2018          3.14         1
10/14/2018          3.14         1
10/15/2018          3.13         1
10/16/2018          3.13         1
10/17/2018          3.13         1
10/18/2018          3.14         1
10/19/2018          3.13         1
10/20/2018          3.13         1
10/21/2018          3.14         1
10/22/2018          3.14         1
10/23/2018          3.14         1
10/24/2018          3.14         1
10/25/2018          3.14         1
10/26/2018          3.14         1
10/27/2018          3.19         1
10/28/2018          3.21         1
10/29/2018          3.27         1
10/30/2018          3.25         1
10/31/2018          3.21         1
11/01/2018          3.24         1
11/02/2018          3.24         1
11/03/2018          3.26         1
11/04/2018          3.26         1
11/05/2018          3.26         1
11/06/2018          3.26         1
11/07/2018          3.26         1
11/08/2018          3.23         1
11/09/2018          3.21         1
11/10/2018          3.21         1
11/11/2018          3.20         1
11/12/2018          3.20         1
11/13/2018          3.19         1
11/14/2018          3.19         1
11/15/2018          3.19         1
11/16/2018          3.19         1
11/17/2018          3.19         1
11/18/2018          3.19         1
11/19/2018          3.19         1
11/20/2018          3.18         1
11/21/2018          3.18         1
11/22/2018          3.19         1
11/23/2018          3.23         1
11/24/2018          3.33         1
11/25/2018          3.26         1
11/26/2018          3.23         1
11/27/2018          3.25         1
11/28/2018          3.43         1
11/29/2018          3.40         1
11/30/2018          3.34         1
12/01/2018          3.32         1
12/02/2018          3.30         1
12/03/2018          3.29         1
12/04/2018          3.27         1
12/05/2018          3.25         1
12/06/2018          3.23         1
12/07/2018          3.22         1
12/08/2018          3.22         1
12/09/2018          3.23         1
12/10/2018          3.24         1
12/11/2018          3.25         1
12/12/2018          3.44         1
12/13/2018          3.40         1
12/14/2018          3.36         1
12/15/2018          3.35         1
12/16/2018          3.33         1
12/17/2018          3.37         1
12/18/2018          3.74         1
12/19/2018          4.16         1
12/20/2018          3.82         1
12/21/2018          3.80         1
12/22/2018          3.72         1
12/23/2018          3.65         1
12/24/2018          3.68         1
12/25/2018          3.68         1
12/26/2018          3.63         1
12/27/2018          3.58         1
12/28/2018          3.53         1
12/29/2018          3.57         1
