To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
12/30/2018          3.86         1
12/31/2018          3.97         1
01/01/2019          3.84         1
01/02/2019          3.73         1
01/03/2019          3.66         1
01/04/2019          3.61         1
01/05/2019          3.57         1
01/06/2019          3.54         1
01/07/2019          3.51         1
01/08/2019          3.48         1
01/09/2019          3.51         1
01/10/2019          3.52         1
01/11/2019          3.55         1
01/12/2019          3.55         1
01/13/2019          3.52         1
01/14/2019          3.48         1
01/15/2019          3.46         1
01/16/2019          3.43         1
01/17/2019          3.44         1
01/18/2019          3.50         1
01/19/2019          3.65         1
01/20/2019          4.00         1
01/21/2019          3.99         1
01/22/2019          3.89         1
01/23/2019          4.34         1
01/24/2019          4.56         1
01/25/2019          4.31         1
01/26/2019          4.12         1
01/27/2019          3.98         1
01/28/2019          3.88         1
01/29/2019          3.80         1
01/30/2019          3.74         1
01/31/2019          3.68         1
02/01/2019          3.64         1
02/02/2019          3.65         1
02/03/2019          3.84         1
02/04/2019          4.06         1
02/05/2019          3.99         1
02/06/2019          3.90         1
02/07/2019          3.81         1
02/08/2019          3.79         1
02/09/2019          3.74         1
02/10/2019          3.69         1
02/11/2019          3.67         1
02/12/2019          3.63         1
02/13/2019          3.66         1
02/14/2019          3.61         1
02/15/2019          3.63         1
02/16/2019          3.61         1
02/17/2019          3.60         1
02/18/2019          3.59         1
02/19/2019          3.58         1
02/20/2019          3.61         1
02/21/2019          3.58         1
02/22/2019          3.54         1
02/23/2019          3.56         1
02/24/2019          3.55         1
02/25/2019          3.55         1
02/26/2019          3.53         1
02/27/2019          3.52         1
02/28/2019          3.52         1
03/01/2019          3.50         1
03/02/2019          3.49         1
03/03/2019          3.49         1
03/04/2019          3.46         1
03/05/2019          3.45         1
03/06/2019          3.50         1
03/07/2019          3.52         1
03/08/2019          3.50         1
03/09/2019          3.50         1
03/10/2019          3.51         1
03/11/2019          3.53         1
03/12/2019          3.64         1
03/13/2019          3.69         1
03/14/2019          3.73         1
03/15/2019          3.79         1
03/16/2019          3.90         1
03/17/2019          4.01         1
03/18/2019          4.16         1
03/19/2019          4.32         1
03/20/2019          4.53         1
03/21/2019          4.73         1
03/22/2019          4.92         1
03/23/2019          5.08         1
03/24/2019          5.23         1
03/25/2019          5.09         1
03/26/2019          4.98         1
03/27/2019          4.80         1
03/28/2019          4.68         1
03/29/2019          4.55         1
03/30/2019          4.46         1
03/31/2019          4.33         1
04/01/2019          4.26         1
04/02/2019          4.21         1
04/03/2019          4.23         1
04/04/2019          4.29         1
04/05/2019          4.33         1
04/06/2019          4.61         1
04/07/2019          5.05         1
04/08/2019          6.66         1
04/09/2019          7.55         1
04/10/2019          7.35         1
04/11/2019          6.53         1
04/12/2019          6.73         1
04/13/2019          6.35         1
04/14/2019          5.93         1
04/15/2019          5.54         1
04/16/2019          5.21         1
04/17/2019          4.93         1
04/18/2019          4.75         1
04/19/2019          4.70         1
04/20/2019          5.13         1
04/21/2019          5.08         1
04/22/2019          4.86         1
04/23/2019          4.70         1
04/24/2019          4.67         1
04/25/2019          4.56         1
04/26/2019          4.42         1
04/27/2019          4.30         1
04/28/2019          4.19         1
04/29/2019          4.08         1
04/30/2019          3.99         1
05/01/2019          3.92         1
05/02/2019          3.85         1
05/03/2019          3.80         1
05/04/2019          3.77         1
05/05/2019          3.77         1
05/06/2019          3.78         1
05/07/2019          3.79         1
05/08/2019          3.79         1
05/09/2019          3.79         1
05/10/2019          3.76         1
05/11/2019          3.74         1
05/12/2019          3.74         1
05/13/2019          3.73         1
05/14/2019          3.70         1
05/15/2019          3.69         1
05/16/2019          3.73         1
05/17/2019          3.88         1
05/18/2019          3.83         1
05/19/2019          3.75         1
05/20/2019          3.70         1
05/21/2019          3.67         1
05/22/2019          3.62         1
05/23/2019          3.56         1
05/24/2019          3.53         1
05/25/2019          3.51         1
05/26/2019          3.50         1
05/27/2019          3.54         1
05/28/2019          3.49         1
05/29/2019          3.47         1
05/30/2019          3.49         1
05/31/2019          3.51         1
06/01/2019          3.45         1
06/02/2019          3.44         1
06/03/2019          3.38         1
06/04/2019          3.35         1
06/05/2019          3.31         1
06/06/2019          3.31         1
06/07/2019          3.29         1
06/08/2019          3.26         1
06/09/2019          3.23         1
06/10/2019          3.19         1
06/11/2019          3.17         1
06/12/2019          3.14         1
06/13/2019          3.13         1
06/14/2019          3.10         1
06/15/2019          3.09         1
06/16/2019          3.08         1
06/17/2019          3.06         1
06/18/2019          3.04         1
06/19/2019          3.03         1
06/20/2019          3.05         1
06/21/2019          3.09         1
06/22/2019          3.07         1
06/23/2019          3.04         1
06/24/2019          3.03         1
06/25/2019          3.01         1
06/26/2019          3.01         1
06/27/2019          3.07         1
06/28/2019          3.05         1
06/29/2019          3.02         1
06/30/2019          2.99         1
07/01/2019          2.97         1
07/02/2019          2.96         1
07/03/2019          2.96         1
07/04/2019          2.97         1
07/05/2019          2.95         1
07/06/2019          2.93         1
07/07/2019          2.93         1
07/08/2019          2.92         1
07/09/2019          2.92         1
07/10/2019          2.91         1
07/11/2019          2.91         1
07/12/2019          2.90         1
07/13/2019          2.89         1
07/14/2019          2.87         1
07/15/2019          2.87         1
07/16/2019          2.87         1
07/17/2019          2.86         1
07/18/2019          2.86         1
07/19/2019          2.86         1
07/20/2019          2.86         1
07/21/2019          2.85         1
07/22/2019          2.85         1
07/23/2019          2.84         1
07/24/2019          2.84         1
07/25/2019          2.83         1
07/26/2019          2.83         1
07/27/2019          2.82         1
07/28/2019          2.81         1
07/29/2019          2.81         1
07/30/2019          2.81         1
07/31/2019          2.81         1
08/01/2019          2.81         1
08/02/2019          2.80         1
08/03/2019          2.79         1
08/04/2019          2.79         1
08/05/2019          2.79         1
08/06/2019          2.78         1
08/07/2019          2.78         1
08/08/2019          2.77         1
08/09/2019          2.80         1
08/10/2019          2.86         1
08/11/2019          2.95         1
08/12/2019          2.89         1
08/13/2019          2.85         1
08/14/2019          2.83         1
08/15/2019          2.81         1
08/16/2019          2.81         1
08/17/2019          2.81         1
08/18/2019          2.82         1
08/19/2019          2.80         1
08/20/2019          2.80         1
08/21/2019          2.79         1
08/22/2019          2.81         1
08/23/2019          2.81         1
08/24/2019          2.80         1
08/25/2019          2.80         1
08/26/2019          2.80         1
08/27/2019          2.80         1
08/28/2019          2.78         1
08/29/2019          2.79         1
08/30/2019          2.83         1
08/31/2019          2.81         1
09/01/2019          2.80         1
09/02/2019          2.80         1
09/03/2019          2.81         1
09/04/2019          2.80         1
09/05/2019          2.80         1
09/06/2019          2.81         1
09/07/2019          2.82         1
09/08/2019          2.87         1
09/09/2019          2.93         1
09/10/2019          2.93         1
09/11/2019          2.92         1
09/12/2019          2.90         1
09/13/2019          2.87         1
09/14/2019          2.87         1
09/15/2019          2.88         1
09/16/2019          2.90         1
09/17/2019          2.92         1
09/18/2019          2.92         1
09/19/2019          2.94         1
09/20/2019          2.93         1
09/21/2019          2.92         1
09/22/2019          2.91         1
09/23/2019          2.92         1
09/24/2019          2.91         1
09/25/2019          2.89         1
09/26/2019          2.90         1
09/27/2019          2.91         1
09/28/2019          2.93         1
09/29/2019          3.00         1
09/30/2019          2.99         1
10/01/2019          2.98         1

Quality Codes Key:
1 - Good quality REVIEWED data
