To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

32B100--Touchet R. @ Bolles

DATE         Stage (ft.)   QUALITY
01/12/2013          3.67         1
01/13/2013          3.50         1
01/14/2013          3.37         1
01/15/2013          3.27         1
01/16/2013          3.19         1
01/17/2013          3.12         1
01/18/2013          3.08         1
01/19/2013          3.05         1
01/20/2013          3.01         1
01/21/2013          2.98         1
01/22/2013          2.95         1
01/23/2013          2.95         1
01/24/2013          2.96         1
01/25/2013          2.98         1
01/26/2013          3.27         1
01/27/2013          3.30         1
01/28/2013          3.29         1
01/29/2013          3.27         1
01/30/2013          3.44         1
01/31/2013          3.69         1
02/01/2013          3.78         1
02/02/2013          3.69         1
02/03/2013          3.59         1
02/04/2013          3.51         1
02/05/2013          3.48         1
02/06/2013          3.46         1
02/07/2013          3.41         1
02/08/2013          3.35         1
02/09/2013          3.29         1
02/10/2013          3.23         1
02/11/2013          3.17         1
02/12/2013          3.12         1
02/13/2013          3.09         1
02/14/2013          3.08         1
02/15/2013          3.06         1
02/16/2013          3.06         1
02/17/2013          3.09         1
02/18/2013          3.08         1
02/19/2013          3.09         1
02/20/2013          3.07         1
02/21/2013          3.04         1
02/22/2013          3.06         1
02/23/2013          3.21         1
02/24/2013          3.16         1
02/25/2013          3.18         1
02/26/2013          3.16         1
02/27/2013          3.14         1
02/28/2013          3.24         1
03/01/2013          4.04         1
03/02/2013          4.28         1
03/03/2013          4.59         1
03/04/2013          4.42         1
03/05/2013          4.12         1
03/06/2013          3.93         1
03/07/2013          3.89         1
03/08/2013          3.81         1
03/09/2013          3.74         1
03/10/2013          3.65         1
03/11/2013          3.60         1
03/12/2013          3.57         1
03/13/2013          3.64         1
03/14/2013          3.74         1
03/15/2013          3.86         1
03/16/2013          3.90         1
03/17/2013          3.88         1
03/18/2013          3.72         1
03/19/2013          3.60         1
03/20/2013          3.71         1
03/21/2013          3.99         1
03/22/2013          3.91         1
03/23/2013          3.79         1
03/24/2013          3.69         1
03/25/2013          3.61         1
03/26/2013          3.54         1
03/27/2013          3.51         1
03/28/2013          3.49         1
03/29/2013          3.50         1
03/30/2013          3.52         1
03/31/2013          3.53         1
04/01/2013          3.57         1
04/02/2013          3.61         1
04/03/2013          3.62         1
04/04/2013          3.63         1
04/05/2013          3.81         1
04/06/2013          3.93         1
04/07/2013          4.09         1
04/08/2013          4.07         1
04/09/2013          3.90         1
04/10/2013          3.76         1
04/11/2013          3.70         1
04/12/2013          3.61         1
04/13/2013          3.76         1
04/14/2013          3.68         1
04/15/2013          3.64         1
04/16/2013          3.57         1
04/17/2013          3.49         1
04/18/2013          3.42         1
04/19/2013          3.96         1
04/20/2013          4.88         1
04/21/2013          4.49         1
04/22/2013          4.22         1
04/23/2013          3.98         1
04/24/2013          3.81         1
04/25/2013          3.69         1
04/26/2013          3.59         1
04/27/2013          3.54         1
04/28/2013          3.51         1
04/29/2013          3.51         1
04/30/2013          3.45         1
05/01/2013          3.35         1
05/02/2013          3.27         1
05/03/2013          3.23         1
05/04/2013          3.21         1
05/05/2013          3.21         1
05/06/2013          3.22         1
05/07/2013          3.24         1
05/08/2013          3.24         1
05/09/2013          3.24         1
05/10/2013          3.22         1
05/11/2013          3.19         1
05/12/2013          3.17         1
05/13/2013          3.14         1
05/14/2013          3.10         1
05/15/2013          3.03         1
05/16/2013          2.98         1
05/17/2013          2.94         1
05/18/2013          2.91         1
05/19/2013          2.89         1
05/20/2013          2.85         1
05/21/2013          2.83         1
05/22/2013          2.87         1
05/23/2013          2.83         1
05/24/2013          2.82         1
05/25/2013          2.81         1
05/26/2013          2.77         1
05/27/2013          2.77         1
05/28/2013          2.79         1
05/29/2013          2.79         1
05/30/2013          2.84         1
05/31/2013          2.78         1
06/01/2013          2.75         1
06/02/2013          2.73         1
06/03/2013          2.72         1
06/04/2013          2.69         1
06/05/2013          2.66         1
06/06/2013          2.63         1
06/07/2013          2.62         1
06/08/2013          2.61         1
06/09/2013          2.61         1
06/10/2013          2.60         1
06/11/2013          2.58         1
06/12/2013          2.58         1
06/13/2013          2.57         1
06/14/2013          2.57         1
06/15/2013          2.56         1
06/16/2013          2.55         1
06/17/2013          2.53         1
06/18/2013          2.54         1
06/19/2013          2.63         1
06/20/2013          2.79         1
06/21/2013          2.73         1
06/22/2013          2.72         1
06/23/2013          2.66         1
06/24/2013          2.70         1
06/25/2013          2.77         1
06/26/2013          2.79         1
06/27/2013          2.75         1
06/28/2013          2.70         1
06/29/2013          2.67         1
06/30/2013          2.65         1
07/01/2013          2.64         1
07/02/2013          2.64         1
07/03/2013          2.64         1
07/04/2013          2.65         1
07/05/2013          2.68         1
07/06/2013          2.69         1
07/07/2013          2.69         1
07/08/2013          2.66         1
07/09/2013          2.66         1
07/10/2013          2.65         1
07/11/2013          2.63         1
07/12/2013          2.62         1
07/13/2013          2.62         1
07/14/2013          2.61         1
07/15/2013          2.58         1
07/16/2013          2.56         1
07/17/2013          2.58         1
07/18/2013          2.54         1
07/19/2013          2.52         1
07/20/2013          2.50         1
07/21/2013          2.49         1
07/22/2013          2.48         1
07/23/2013          2.47         1
07/24/2013          2.46         1
07/25/2013          2.44         1
07/26/2013          2.44         1
07/27/2013          2.44         1
07/28/2013          2.44         1
07/29/2013          2.44         1
07/30/2013          2.44         1
07/31/2013          2.44         1
08/01/2013          2.47         1
08/02/2013          2.53         1
08/03/2013          2.51         1
08/04/2013          2.49         1
08/05/2013          2.47         1
08/06/2013          2.44         1
08/07/2013          2.43         1
08/08/2013          2.43         1
08/09/2013          2.43         1
08/10/2013          2.43         1
08/11/2013          2.45         1
08/12/2013          2.44         1
08/13/2013          2.42         1
08/14/2013          2.40         1
08/15/2013          2.40         1
08/16/2013          2.39         1
08/17/2013          2.41         1
08/18/2013          2.40         1
08/19/2013          2.38         1
08/20/2013          2.36         1
08/21/2013          2.35         1
08/22/2013          2.35         1
08/23/2013          2.36         1
08/24/2013          2.37         1
08/25/2013          2.38         1
08/26/2013          2.39         1
08/27/2013          2.39         1
08/28/2013          2.37         1
08/29/2013          2.37         1
08/30/2013          2.37         1
08/31/2013          2.37         1
09/01/2013          2.37         1
09/02/2013          2.38         1
09/03/2013          2.42         1
09/04/2013          2.41         1
09/05/2013          2.51         1
09/06/2013          2.54         1
09/07/2013          2.48         1
09/08/2013          2.46         1
09/09/2013          2.45         1
09/10/2013          2.43         1
09/11/2013          2.41         1
09/12/2013          2.40         1
09/13/2013          2.40         1
09/14/2013          2.41         1
09/15/2013          2.41         1
09/16/2013          2.41         1
09/17/2013          2.46         1
09/18/2013          2.56         1
09/19/2013          2.50         1
09/20/2013          2.47         1
09/21/2013          2.46         1
09/22/2013          2.47         1
09/23/2013          2.49         1
09/24/2013          2.51         1
09/25/2013          2.53         1
09/26/2013          2.52         1
09/27/2013          2.51         1
09/28/2013          2.56         1
09/29/2013          2.67         1
09/30/2013          2.78         1
10/01/2013          2.73         1

Quality Codes Key:
1 - Good quality REVIEWED data
